sample_index,logit_fixed_raw,logit,latency_us
0,3136,3.0625,4266.807
1,2656,2.59375,4310.09
2,2656,2.59375,4271.877
3,2368,2.3125,4255.867
4,3216,3.140625,4257.881
5,3584,3.5,4327.142
6,3472,3.390625,4236.831
7,4336,4.234375,4266.216
8,3600,3.515625,4280.554
9,2496,2.4375,4329.095
10,3904,3.8125,4259.904
11,3456,3.375,4297.045
12,2848,2.78125,4294.86
13,4240,4.140625,4288.358
14,3696,3.609375,4288.929
15,4160,4.0625,4282.687
16,3472,3.390625,4328.755
17,3120,3.046875,4288.459
18,2048,2,4267.058
19,3904,3.8125,5284.121
20,4000,3.90625,4260.656
21,3296,3.21875,4255.887
22,1728,1.6875,4263.562
23,4000,3.90625,4267.999
24,4800,4.6875,4263.952
25,4960,4.84375,4271.566
26,7168,7,4259.244
27,5312,5.1875,4266.677
28,5456,5.328125,4251.819
29,6528,6.375,4272.959
30,6304,6.15625,4263.992
31,6288,6.140625,4266.837
32,5360,5.234375,4260.385
33,7056,6.890625,4254.635
34,7440,7.265625,4267.93
35,4448,4.34375,4264.663
36,6064,5.921875,4267.71
37,4240,4.140625,4266.667
38,5840,5.703125,4265.114
39,6464,6.3125,4268.201
40,4000,3.90625,4265.996
41,4992,4.875,4267.198
42,4848,4.734375,4238.474
43,5168,5.046875,4259.714
44,5072,4.953125,4265.064
45,5152,5.03125,4266.166
46,5792,5.65625,4258.622
47,6944,6.78125,4266.847
