epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.693325,0.693660,0.693660,0.710373,0.676221,0.250256,0.489362,0.500000,0.489362,1.000000,0.335145,0.400207,0.657143,0.000000,0.019176,0.508539,0.508535,0.508528,0.489362,0.657143,0.693660,0.693660,0.710372,0.676221,0.250256,0.489362,0.500000,0.489362,1.000000,0.321558,0.398058,0.657143,0.000000,0.019175,0.508539,0.508535,0.508528,0.489362,0.657143
2,0.693263,0.693660,0.693660,0.710422,0.676170,0.250256,0.489362,0.500000,0.489362,1.000000,0.432971,0.434575,0.657143,0.000000,0.019201,0.508563,0.508561,0.508560,0.531915,0.560000,0.693660,0.693660,0.710421,0.676170,0.250256,0.489362,0.500000,0.489362,1.000000,0.434783,0.440262,0.657143,0.000000,0.019200,0.508563,0.508561,0.508555,0.510638,0.666667
3,0.693250,0.693623,0.693623,0.709422,0.677136,0.250238,0.489362,0.500000,0.489362,1.000000,0.447464,0.440730,0.657143,0.000000,0.018709,0.508072,0.508070,0.508064,0.553191,0.676923,0.693623,0.693623,0.709422,0.677137,0.250238,0.489362,0.500000,0.489362,1.000000,0.458333,0.450475,0.657143,0.000000,0.018709,0.508071,0.508070,0.508064,0.531915,0.666667
4,0.693252,0.693589,0.693589,0.708502,0.678028,0.250221,0.489362,0.500000,0.489362,1.000000,0.475543,0.454015,0.657143,0.000000,0.018256,0.507619,0.507617,0.507611,0.553191,0.676923,0.693589,0.693589,0.708501,0.678028,0.250221,0.489362,0.500000,0.489362,1.000000,0.484601,0.462833,0.657143,0.000000,0.018256,0.507618,0.507617,0.507612,0.574468,0.666667
5,0.693277,0.693517,0.693517,0.706410,0.680063,0.250185,0.489362,0.500000,0.489362,1.000000,0.451993,0.444185,0.657143,0.000000,0.017225,0.506588,0.506585,0.506580,0.531915,0.620690,0.693517,0.693517,0.706410,0.680064,0.250185,0.489362,0.500000,0.489362,1.000000,0.450181,0.445982,0.657143,0.000000,0.017224,0.506587,0.506585,0.506580,0.553191,0.644068
6,0.693193,0.693557,0.693557,0.707784,0.678712,0.250205,0.489362,0.500000,0.489362,1.000000,0.725543,0.629472,0.657143,0.000000,0.017906,0.507265,0.507270,0.507262,0.744681,0.793103,0.693557,0.693557,0.707783,0.678712,0.250205,0.489362,0.500000,0.489362,1.000000,0.748188,0.653600,0.657143,0.000000,0.017906,0.507265,0.507270,0.507264,0.765957,0.800000
7,0.693202,0.693556,0.693556,0.707976,0.678509,0.250204,0.489362,0.500000,0.489362,1.000000,0.858696,0.821685,0.657143,0.000000,0.018004,0.507360,0.507373,0.507364,0.851064,0.862745,0.693556,0.693556,0.707976,0.678509,0.250204,0.489362,0.500000,0.489362,1.000000,0.882246,0.834312,0.657143,0.000000,0.018004,0.507360,0.507373,0.507363,0.851064,0.862745
8,0.693172,0.693518,0.693518,0.707011,0.679439,0.250186,0.489362,0.500000,0.489362,1.000000,0.903986,0.884964,0.657143,0.000000,0.017531,0.506884,0.506901,0.506890,0.851064,0.862745,0.693518,0.693518,0.707011,0.679438,0.250185,0.489362,0.500000,0.489362,1.000000,0.915761,0.888258,0.657143,0.000000,0.017531,0.506884,0.506902,0.506892,0.872340,0.875000
9,0.693177,0.693483,0.693483,0.706083,0.680335,0.250168,0.489362,0.500000,0.489362,1.000000,0.923913,0.910958,0.657143,0.000000,0.017075,0.506426,0.506447,0.506437,0.893617,0.893617,0.693482,0.693482,0.706083,0.680334,0.250168,0.489362,0.500000,0.489362,1.000000,0.927536,0.907752,0.657143,0.000000,0.017075,0.506426,0.506448,0.506436,0.893617,0.893617
10,0.693167,0.693447,0.693447,0.705270,0.681110,0.250150,0.489362,0.500000,0.489362,1.000000,0.952899,0.950812,0.657143,0.000000,0.016678,0.506025,0.506055,0.506042,0.914894,0.913043,0.693447,0.693447,0.705271,0.681109,0.250150,0.489362,0.500000,0.489362,1.000000,0.951087,0.946669,0.657143,0.000000,0.016678,0.506025,0.506055,0.506041,0.914894,0.913043
