sample_index,logit_fixed_raw,logit,magic,frame_counter,input_beats,tlast_count,first_tlast_beat,last_tlast_beat,early_tlast,missing_tlast,keep_error_count,full_sum_raw,weighted_sum_raw,first_lane0_raw,last_lane0_raw,latency_us
21,-4018,-3.923828125,17986,97,2048,1,2047,2047,0,0,0,63220,45536,0,4,3187.617
44,-4059,-3.9638671875,17986,98,2048,1,2047,2047,0,0,0,5949,24727,0,4,3206.273
13,-4059,-3.9638671875,17986,99,2048,1,2047,2047,0,0,0,63227,13179,0,4,3206.123
47,-4059,-3.9638671875,17986,100,2048,1,2047,2047,0,0,0,11947,64389,0,4,3185.383
12,-4018,-3.923828125,17986,101,2048,1,2047,2047,0,0,0,10301,19149,0,32515,3199.93
22,-4059,-3.9638671875,17986,102,2048,1,2047,2047,0,0,0,1512,43241,0,4,3201.323
27,-4059,-3.9638671875,17986,103,2048,1,2047,2047,0,0,0,20224,42334,0,4,3196.574
16,-4098,-4.001953125,17986,104,2048,1,2047,2047,0,0,0,61615,58191,0,4,3196.384
26,-4059,-3.9638671875,17986,105,2048,1,2047,2047,0,0,0,6808,61184,0,4,3171.146
19,-4059,-3.9638671875,17986,106,2048,1,2047,2047,0,0,0,59258,45979,0,4,3197.896
25,-4018,-3.923828125,17986,107,2048,1,2047,2047,0,0,0,51009,7566,0,4,3200.111
9,-4059,-3.9638671875,17986,108,2048,1,2047,2047,0,0,0,24426,806,0,4,3198.007
10,-4059,-3.9638671875,17986,109,2048,1,2047,2047,0,0,0,11027,60575,0,51971,3198.247
4,-4059,-3.9638671875,17986,110,2048,1,2047,2047,0,0,0,56035,33165,0,4,3194.681
30,-4059,-3.9638671875,17986,111,2048,1,2047,2047,0,0,0,22050,47735,0,4,3200.241
20,-4100,-4.00390625,17986,112,2048,1,2047,2047,0,0,0,19546,12445,0,32515,3207.074
6,-4018,-3.923828125,17986,113,2048,1,2047,2047,0,0,0,37566,30906,0,4,3196.134
28,-4059,-3.9638671875,17986,114,2048,1,2047,2047,0,0,0,14506,11356,0,4,3192.727
40,-4059,-3.9638671875,17986,115,2048,1,2047,2047,0,0,0,62448,8832,0,4,3194.049
18,-4018,-3.923828125,17986,116,2048,1,2047,2047,0,0,0,15829,30966,0,4,3196.674
11,-4059,-3.9638671875,17986,117,2048,1,2047,2047,0,0,0,41053,62936,0,4,3198.788
14,-4059,-3.9638671875,17986,118,2048,1,2047,2047,0,0,0,63638,55825,0,4,3197.957
29,-4018,-3.923828125,17986,119,2048,1,2047,2047,0,0,0,51872,51105,0,4,3197.225
39,-4059,-3.9638671875,17986,120,2048,1,2047,2047,0,0,0,34084,41949,0,4,3198.338
43,-4059,-3.9638671875,17986,121,2048,1,2047,2047,0,0,0,45763,58087,0,32515,3201.534
34,-4018,-3.923828125,17986,122,2048,1,2047,2047,0,0,0,1783,16555,0,4,3198.017
5,-4059,-3.9638671875,17986,123,2048,1,2047,2047,0,0,0,3625,45778,0,4,3190.723
17,-4018,-3.923828125,17986,124,2048,1,2047,2047,0,0,0,40650,63058,0,4,3197.286
2,-4059,-3.9638671875,17986,125,2048,1,2047,2047,0,0,0,48636,17674,0,4,3159.204
46,-4018,-3.923828125,17986,126,2048,1,2047,2047,0,0,0,34728,345,0,32515,3192.576
24,-4059,-3.9638671875,17986,127,2048,1,2047,2047,0,0,0,53586,5181,0,4,3193.919
42,-4059,-3.9638671875,17986,128,2048,1,2047,2047,0,0,0,4831,19623,0,4,3185.633
15,-4059,-3.9638671875,17986,129,2048,1,2047,2047,0,0,0,26102,29326,0,4,3189.19
1,-4018,-3.923828125,17986,130,2048,1,2047,2047,0,0,0,33156,18012,0,32515,3151.319
32,-4059,-3.9638671875,17986,131,2048,1,2047,2047,0,0,0,63466,46828,0,4,3193.408
45,-4059,-3.9638671875,17986,132,2048,1,2047,2047,0,0,0,59203,39563,0,4,3191.084
38,-4059,-3.9638671875,17986,133,2048,1,2047,2047,0,0,0,52702,44007,0,4,3203.778
35,-4018,-3.923828125,17986,134,2048,1,2047,2047,0,0,0,4265,38909,0,4,3199.831
36,-4018,-3.923828125,17986,135,2048,1,2047,2047,0,0,0,16862,15664,0,4,3203.818
8,-4018,-3.923828125,17986,136,2048,1,2047,2047,0,0,0,48035,53486,0,4,3201.112
3,-4059,-3.9638671875,17986,137,2048,1,2047,2047,0,0,0,42340,12458,0,4,3199.52
0,-4059,-3.9638671875,17986,138,2048,1,2047,2047,0,0,0,16191,16922,0,4,3192.457
41,-4059,-3.9638671875,17986,139,2048,1,2047,2047,0,0,0,14174,11671,0,4,3194.179
31,-4018,-3.923828125,17986,140,2048,1,2047,2047,0,0,0,10522,20342,0,33539,3193.388
7,-4059,-3.9638671875,17986,141,2048,1,2047,2047,0,0,0,42253,34882,0,4,3193.018
23,-4018,-3.923828125,17986,142,2048,1,2047,2047,0,0,0,43011,31115,0,4,3194.43
33,-4018,-3.923828125,17986,143,2048,1,2047,2047,0,0,0,60278,27745,0,4,3198.108
37,-4059,-3.9638671875,17986,144,2048,1,2047,2047,0,0,0,43447,61684,0,4,3193.278
