batch_id,config_local,timing_status,wns,lut_count,ff_count,bram_count,dsp_count,bin_exists,bin_path
BENIGN_FP10,0,PASS,0.044,13718,24699,63.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_0/vfpga_c0_0.bin
BENIGN_FP10,1,PASS,0.044,20307,35141,78,32,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_1/vfpga_c1_0.bin
BENIGN_FP10,2,PASS,0.044,35538,26893,63.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_2/vfpga_c2_0.bin
BENIGN_FP10,3,PASS,0.044,11037,19271,50,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_3/vfpga_c3_0.bin
BENIGN_FP10,4,PASS,0.044,13734,22998,45,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_4/vfpga_c4_0.bin
BENIGN_FP10,5,PASS,0.044,26783,26897,55.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_5/vfpga_c5_0.bin
BENIGN_FP10,6,PASS,0.044,20799,35668,78,35,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_6/vfpga_c6_0.bin
BENIGN_FP10,7,PASS,0.044,20833,33842,78,15,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_7/vfpga_c7_0.bin
BENIGN_FP10,8,PASS,0.044,9580,16676,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_8/vfpga_c8_0.bin
BENIGN_FP10,9,PASS,0.044,13868,23647,34,32,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_9/vfpga_c9_0.bin
BENIGN_FP10,10,PASS,0.044,31149,18870,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_10/vfpga_c10_0.bin
BENIGN_FP10,11,PASS,0.044,8372,14331,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_11/vfpga_c11_0.bin
BENIGN_FP10,12,PASS,0.044,9850,17100,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_12/vfpga_c12_0.bin
BENIGN_FP10,13,PASS,0.044,20408,20785,39,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_13/vfpga_c13_0.bin
BENIGN_FP10,14,PASS,0.044,14360,24174,34,35,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP10/build_hw/bitstreams/config_14/vfpga_c14_0.bin
BENIGN_FP11,0,PASS,0.044,13718,24699,63.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_0/vfpga_c0_0.bin
BENIGN_FP11,1,PASS,0.044,20307,35141,78,32,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_1/vfpga_c1_0.bin
BENIGN_FP11,2,PASS,0.044,35538,26893,63.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_2/vfpga_c2_0.bin
BENIGN_FP11,3,PASS,0.019,11037,19271,50,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_3/vfpga_c3_0.bin
BENIGN_FP11,4,PASS,0.044,13734,22998,45,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_4/vfpga_c4_0.bin
BENIGN_FP11,5,PASS,0.044,26783,26897,55.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_5/vfpga_c5_0.bin
BENIGN_FP11,6,PASS,0.044,20799,35668,78,35,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_6/vfpga_c6_0.bin
BENIGN_FP11,7,PASS,0.044,20833,33842,78,15,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_7/vfpga_c7_0.bin
BENIGN_FP11,8,PASS,0.044,9580,16676,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_8/vfpga_c8_0.bin
BENIGN_FP11,9,PASS,0.044,13868,23647,34,32,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_9/vfpga_c9_0.bin
BENIGN_FP11,10,PASS,0.044,31149,18870,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_10/vfpga_c10_0.bin
BENIGN_FP11,11,MISSING,,8372,14331,34,0,False,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_11/vfpga_c11_0.bin
BENIGN_FP11,12,MISSING,,9850,17100,34,0,False,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_12/vfpga_c12_0.bin
BENIGN_FP11,13,MISSING,,20408,20785,39,0,False,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_13/vfpga_c13_0.bin
BENIGN_FP11,14,MISSING,,14360,24174,34,35,False,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP11/build_hw/bitstreams/config_14/vfpga_c14_0.bin
BENIGN_FP12,0,FAIL,-0.807,13718,24699,63.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_0/vfpga_c0_0.bin
BENIGN_FP12,1,FAIL,-0.807,20307,35141,78,32,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_1/vfpga_c1_0.bin
BENIGN_FP12,2,FAIL,-2.015,35538,26893,63.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_2/vfpga_c2_0.bin
BENIGN_FP12,3,FAIL,-3.663,11037,19271,50,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_3/vfpga_c3_0.bin
BENIGN_FP12,4,FAIL,-2.015,13734,22998,45,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_4/vfpga_c4_0.bin
BENIGN_FP12,5,FAIL,-2.015,26783,26897,55.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_5/vfpga_c5_0.bin
BENIGN_FP12,6,FAIL,-0.807,20799,35668,78,35,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_6/vfpga_c6_0.bin
BENIGN_FP12,7,FAIL,-0.807,20833,33842,78,15,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_7/vfpga_c7_0.bin
BENIGN_FP12,8,FAIL,-0.807,9580,16676,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_8/vfpga_c8_0.bin
BENIGN_FP12,9,FAIL,-0.807,13868,23647,34,32,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_9/vfpga_c9_0.bin
BENIGN_FP12,10,FAIL,-2.015,31149,18870,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_10/vfpga_c10_0.bin
BENIGN_FP12,11,FAIL,-3.663,8372,14331,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_11/vfpga_c11_0.bin
BENIGN_FP12,12,FAIL,-2.015,9850,17100,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_12/vfpga_c12_0.bin
BENIGN_FP12,13,FAIL,-2.015,20408,20785,39,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_13/vfpga_c13_0.bin
BENIGN_FP12,14,FAIL,-0.807,14360,24174,34,35,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP12/build_hw/bitstreams/config_14/vfpga_c14_0.bin
BENIGN_FP13,0,PASS,0.044,13718,24699,63.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_0/vfpga_c0_0.bin
BENIGN_FP13,1,PASS,0.044,20307,35141,78,32,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_1/vfpga_c1_0.bin
BENIGN_FP13,2,PASS,0.044,35538,26893,63.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_2/vfpga_c2_0.bin
BENIGN_FP13,3,PASS,0.044,11037,19271,50,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_3/vfpga_c3_0.bin
BENIGN_FP13,4,PASS,0.034,13734,22998,45,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_4/vfpga_c4_0.bin
BENIGN_FP13,5,PASS,0.044,26783,26897,55.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_5/vfpga_c5_0.bin
BENIGN_FP13,6,PASS,0.044,20799,35668,78,35,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_6/vfpga_c6_0.bin
BENIGN_FP13,7,PASS,0.044,20833,33842,78,15,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_7/vfpga_c7_0.bin
BENIGN_FP13,8,PASS,0.044,9580,16676,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_8/vfpga_c8_0.bin
BENIGN_FP13,9,PASS,0.044,13868,23647,34,32,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_9/vfpga_c9_0.bin
BENIGN_FP13,10,PASS,0.044,31149,18870,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_10/vfpga_c10_0.bin
BENIGN_FP13,11,PASS,0.044,8372,14331,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_11/vfpga_c11_0.bin
BENIGN_FP13,12,PASS,0.044,9850,17100,34,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_12/vfpga_c12_0.bin
BENIGN_FP13,13,PASS,0.044,20408,20785,39,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_13/vfpga_c13_0.bin
BENIGN_FP13,14,PASS,0.044,14360,24174,34,35,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it3/builds/BENIGN_FP13/build_hw/bitstreams/config_14/vfpga_c14_0.bin
