epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.696426,0.693835,0.693835,0.759305,0.631093,0.250343,0.510638,0.500000,0.510638,1.000000,0.554348,0.571626,0.676056,0.000000,0.021371,0.532009,0.532010,0.532002,0.595745,0.688525,0.693829,0.693829,0.759268,0.631116,0.250340,0.510638,0.500000,0.510638,1.000000,0.604167,0.587420,0.676056,0.000000,0.021356,0.531991,0.531998,0.531987,0.659574,0.692308
2,0.695559,0.693783,0.693783,0.758017,0.632225,0.250317,0.510638,0.500000,0.510638,1.000000,0.601449,0.597796,0.676056,0.000000,0.020768,0.531405,0.531408,0.531409,0.638298,0.622222,0.693777,0.693777,0.757983,0.632246,0.250314,0.510638,0.500000,0.510638,1.000000,0.609601,0.593968,0.676056,0.000000,0.020755,0.531389,0.531397,0.531383,0.680851,0.727273
3,0.695252,0.693557,0.693557,0.751466,0.638061,0.250204,0.510638,0.500000,0.510638,1.000000,0.269928,0.392320,0.676056,0.000000,0.017682,0.528326,0.528316,0.528289,0.510638,0.676056,0.693548,0.693548,0.751427,0.638080,0.250200,0.510638,0.500000,0.510638,1.000000,0.492754,0.573029,0.676056,0.000000,0.017668,0.528307,0.528306,0.528302,0.574468,0.583333
4,0.694972,0.693406,0.693406,0.746199,0.642812,0.250129,0.510638,0.500000,0.510638,1.000000,0.112319,0.343755,0.676056,0.000000,0.015185,0.525834,0.525812,0.525778,0.510638,0.676056,0.693397,0.693397,0.746164,0.642829,0.250125,0.510638,0.500000,0.510638,1.000000,0.248188,0.390630,0.676056,0.000000,0.015172,0.525818,0.525803,0.525770,0.510638,0.676056
5,0.694739,0.693314,0.693314,0.742553,0.646127,0.250083,0.510638,0.500000,0.510638,1.000000,0.064312,0.333375,0.676056,0.000000,0.013449,0.524103,0.524072,0.524032,0.510638,0.676056,0.693306,0.693306,0.742524,0.646139,0.250079,0.510638,0.500000,0.510638,1.000000,0.134058,0.349022,0.676056,0.000000,0.013439,0.524089,0.524065,0.524034,0.510638,0.676056
6,0.694439,0.693179,0.693179,0.736345,0.651811,0.250016,0.510638,0.500000,0.510638,1.000000,0.038043,0.329536,0.676056,0.000000,0.010481,0.521139,0.521101,0.521055,0.510638,0.676056,0.693172,0.693172,0.736321,0.651821,0.250012,0.510638,0.500000,0.510638,1.000000,0.063406,0.333975,0.676056,0.000000,0.010473,0.521128,0.521096,0.521066,0.510638,0.676056
7,0.694327,0.693076,0.693076,0.729732,0.657947,0.249964,0.510638,0.500000,0.510638,1.000000,0.038043,0.329442,0.676056,0.000000,0.007299,0.517962,0.517914,0.517856,0.510638,0.676056,0.693069,0.693070,0.729704,0.657962,0.249961,0.510638,0.500000,0.510638,1.000000,0.056159,0.332239,0.676056,0.000000,0.007288,0.517948,0.517906,0.517874,0.510638,0.676056
8,0.694126,0.693051,0.693051,0.727723,0.659823,0.249952,0.510638,0.500000,0.510638,1.000000,0.041667,0.329958,0.676056,0.000000,0.006329,0.516993,0.516943,0.516882,0.510638,0.676056,0.693045,0.693045,0.727696,0.659837,0.249949,0.510638,0.500000,0.510638,1.000000,0.057065,0.332279,0.676056,0.000000,0.006319,0.516979,0.516936,0.516903,0.510638,0.676056
9,0.694080,0.692993,0.692993,0.719720,0.667380,0.249923,0.510638,0.500000,0.510638,1.000000,0.047101,0.330841,0.676056,0.000000,0.002442,0.513111,0.513051,0.512979,0.510638,0.676056,0.692987,0.692987,0.719692,0.667395,0.249920,0.510638,0.500000,0.510638,1.000000,0.056159,0.332981,0.676056,0.000000,0.002432,0.513098,0.513043,0.513001,0.510638,0.676056
10,0.694163,0.693002,0.693002,0.722152,0.665066,0.249927,0.510638,0.500000,0.510638,1.000000,0.048913,0.331200,0.676056,0.000000,0.003628,0.514294,0.514240,0.514175,0.510638,0.676056,0.692997,0.692997,0.722128,0.665079,0.249925,0.510638,0.500000,0.510638,1.000000,0.055254,0.332934,0.676056,0.000000,0.003619,0.514283,0.514233,0.514194,0.510638,0.676056
11,0.693710,0.692981,0.692981,0.717227,0.669745,0.249917,0.510638,0.500000,0.510638,1.000000,0.054348,0.332675,0.676056,0.000000,0.001229,0.511896,0.511839,0.511770,0.510638,0.676056,0.692973,0.692973,0.717198,0.669757,0.249913,0.510638,0.500000,0.510638,1.000000,0.068841,0.335494,0.676056,0.000000,0.001219,0.511882,0.511833,0.511790,0.510638,0.676056
12,0.693563,0.692980,0.692980,0.713742,0.673084,0.249917,0.510638,0.500000,0.510638,1.000000,0.059783,0.334035,0.676056,0.000000,0.000476,0.510192,0.510133,0.510060,0.510638,0.676056,0.692972,0.692972,0.713711,0.673096,0.249912,0.510638,0.500000,0.510638,1.000000,0.076087,0.335840,0.676056,0.000000,0.000487,0.510177,0.510127,0.510079,0.510638,0.676056
13,0.694441,0.693049,0.693049,0.704033,0.682522,0.249951,0.510638,0.500000,0.510638,1.000000,0.048913,0.331126,0.676056,0.000000,0.005262,0.505414,0.505341,0.505251,0.510638,0.676056,0.693039,0.693039,0.703999,0.682535,0.249946,0.510638,0.500000,0.510638,1.000000,0.076087,0.336314,0.676056,0.000000,0.005274,0.505396,0.505334,0.505280,0.510638,0.676056
14,0.693838,0.692986,0.692986,0.711304,0.675431,0.249919,0.510638,0.500000,0.510638,1.000000,0.059783,0.333137,0.676056,0.000000,0.001672,0.508997,0.508937,0.508861,0.510638,0.676056,0.692976,0.692976,0.711269,0.675445,0.249914,0.510638,0.500000,0.510638,1.000000,0.093297,0.338726,0.676056,0.000000,0.001684,0.508979,0.508930,0.508878,0.510638,0.676056
15,0.693527,0.693013,0.693013,0.706895,0.679709,0.249933,0.510638,0.500000,0.510638,1.000000,0.057971,0.332706,0.676056,0.000000,0.003843,0.506827,0.506765,0.506688,0.510638,0.676056,0.693002,0.693002,0.706859,0.679722,0.249927,0.510638,0.500000,0.510638,1.000000,0.096014,0.339471,0.676056,0.000000,0.003855,0.506809,0.506758,0.506704,0.510638,0.676056
16,0.693513,0.693032,0.693032,0.704561,0.681984,0.249943,0.510638,0.500000,0.510638,1.000000,0.066123,0.335551,0.676056,0.000000,0.004995,0.505675,0.505613,0.505533,0.510638,0.676056,0.693021,0.693021,0.704524,0.681998,0.249937,0.510638,0.500000,0.510638,1.000000,0.105072,0.341466,0.676056,0.000000,0.005008,0.505656,0.505606,0.505551,0.510638,0.676056
17,0.693522,0.693061,0.693060,0.701990,0.684503,0.249957,0.510638,0.500000,0.510638,1.000000,0.077899,0.336996,0.676056,0.000000,0.006267,0.504402,0.504341,0.504257,0.510638,0.676056,0.693048,0.693048,0.701950,0.684517,0.249950,0.510638,0.500000,0.510638,1.000000,0.110507,0.342899,0.676056,0.000000,0.006281,0.504382,0.504334,0.504276,0.510638,0.676056
18,0.693344,0.693095,0.693095,0.699377,0.687074,0.249974,0.510638,0.500000,0.510638,1.000000,0.072464,0.336488,0.676056,0.000000,0.007563,0.503105,0.503046,0.502962,0.510638,0.676056,0.693081,0.693081,0.699335,0.687088,0.249967,0.510638,0.500000,0.510638,1.000000,0.132246,0.348175,0.676056,0.000000,0.007577,0.503084,0.503039,0.502979,0.510638,0.676056
