layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
gap,"(1, 1, 24)",24,0.490966796875,0.490966796875,0.09745279947916667,0.13029012591726186,0.248046875,0.16937904392103847,0.9857869849137906,1,auto,auto,
output_dense,"(1,)",1,0.100341796875,0.100341796875,0.087158203125,0.087158203125,0.14990234375,0.8375853856146909,0.9999999999357265,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
pool2,"(16, 16, 24)",6144,0.490966796875,0.490966796875,0.00543212890625,0.05126203082340227,0.5,0.06289030659901958,0.9979585593300834,1,auto,auto,
act2,"(32, 32, 24)",24576,0.3249664306640625,0.3249664306640625,0.004638671875,0.047743181441090174,0.5,0.07451270914158913,0.9971757996173167,1,"ufixed<3,2,RND_CONV,SAT,0>",,
conv2,"(32, 32, 24)",24576,0.7432963053385416,0.7432963053385416,0.01020050048828125,0.041391224159987874,0.75,0.04508064768297946,0.99896843596629,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
pool1,"(32, 32, 16)",16384,0.4002532958984375,0.4002532958984375,0.001190185546875,0.02416359919340216,0.5,0.035548021751033665,0.9993566253180812,1,auto,auto,
pad_conv2,"(34, 34, 16)",18496,0.3545496323529412,0.3545496323529412,0.0010542820069204153,0.022742211005554975,0.5,0.035548021751033665,0.9993566253180812,1,auto,,
act1,"(64, 64, 16)",65536,0.2909870147705078,0.2909870147705078,0.000946044921875,0.021671919430440407,0.5,0.03917629341051911,0.9992275928575532,1,"ufixed<3,2,RND_CONV,SAT,0>",,
conv1,"(64, 64, 16)",65536,0.7388300895690918,0.7388300895690918,0.00186920166015625,0.015205971249545635,0.25,0.01629881796509723,0.9998654532453651,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
pool0,"(64, 64, 8)",32768,0.27193450927734375,0.27193450927734375,0.000213623046875,0.010277529806466809,0.5,0.01988190639854337,0.9998001690891982,1,auto,auto,
pad_conv1,"(66, 66, 8)",34848,0.25570334022038566,0.25570334022038566,0.00020087235996326904,0.009966089509301149,0.5,0.01988190639854337,0.9998001690891982,1,auto,,
act0,"(128, 128, 8)",131072,0.20360565185546875,0.20360565185546875,0.00015354156494140625,0.0087219717787536,0.5,0.020666519645642478,0.9997844898616913,1,"ufixed<3,2,RND_CONV,SAT,0>",,
conv0,"(128, 128, 8)",131072,0.7291512125962392,0.7291512125962392,0.00036452524724595037,0.00048082678568087546,0.002385854721069336,0.0005171249807305906,0.9999999010249904,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
pad_conv0,"(260, 260, 1)",67600,0.8846841305467633,0.8846841305467633,0.00027427549984205526,0.00046882548768631394,0.000972747802734375,0.0005115040917160544,0.9999999038147784,1,auto,,
