layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,2.4731850028038025,2.4731850028038025,5.76773077249527,5.76773077249527,5.96758759021759,2.6516797749687933,0.999999999999943,1,auto,auto,auto
pool4,"(8, 8, 32)",2048,4.031790151391078,4.031790151391078,0.8996727631740669,1.3127493485679773,3.2904253005981445,0.2412047252871553,0.9743333679599757,1,auto,auto,
conv4,"(16, 16, 32)",8192,4.373794998461335,4.373794998461335,0.9396866753573931,1.2557500747803696,3.2903995513916016,0.24476225100221471,0.9709412717093688,1,auto,auto,auto
act4,"(16, 16, 32)",8192,3.3246176883894236,3.3246176883894236,0.756134559317104,1.1628597728897119,3.2904253005981445,0.2462941193106762,0.972122731415565,1,auto,,
gap,"(1, 1, 32)",32,4.031790128909051,4.031790128909051,0.7987556075677276,0.9733913962257266,1.8142075538635254,0.19548718849487223,0.9822458767747145,1,auto,auto,
pool3,"(16, 16, 24)",6144,1.3513076238167845,1.3513076238167845,0.18464381320146592,0.2581387541320589,0.9268560409545898,0.1428421914454109,0.9941295775377919,1,auto,auto,
conv3,"(32, 32, 24)",24576,1.3236464254959834,1.3236464254959834,0.18343115291906167,0.24573147206884316,0.9265871047973633,0.14572192002071183,0.993070337540185,1,auto,auto,auto
act3,"(32, 32, 24)",24576,1.1493024248950146,1.1493024248950146,0.1656249317681239,0.2398428843901736,0.9270081520080566,0.14743511563447112,0.993346019817433,1,auto,,
pad_conv4,"(18, 18, 24)",7776,1.0676998509169655,1.0676998509169655,0.14589140796165206,0.22945667033960793,0.9268560409545898,0.14284219144541094,0.9941295775377919,1,auto,,
pool2,"(32, 32, 24)",24576,0.46718107842315487,0.46718107842315487,0.04462270565750496,0.06166341655351977,0.21680450439453125,0.08775678539092246,0.9979861767451154,1,auto,auto,
conv2,"(64, 64, 24)",98304,0.4564888966486431,0.4564888966486431,0.04703425884784022,0.05921628560857817,0.21654081344604492,0.08951706472759113,0.9971682042114477,1,auto,auto,auto
pad_conv3,"(34, 34, 24)",27744,0.4138351421326216,0.4138351421326216,0.03952737940595595,0.0580361567562539,0.21680450439453125,0.08775678539092246,0.9979861767451155,1,auto,,
act2,"(64, 64, 24)",98304,0.3828987209308998,0.3828987209308998,0.037317713014565136,0.05554687110942337,0.2168729305267334,0.08804485855342954,0.9977921592521912,1,auto,,
pool1,"(64, 64, 16)",65536,0.36995006708730505,0.36995006708730505,0.016954115846789408,0.023762304365761187,0.07082140445709229,0.03900033865725126,0.9997344877174161,1,auto,auto,
conv1,"(128, 128, 16)",262144,0.6022364389825001,0.6022364389825001,0.020033369179268734,0.023383083052558006,0.0742957592010498,0.02907182741029473,0.9996668121655017,1,auto,auto,auto
pad_conv2,"(66, 66, 16)",69696,0.34786856629697005,0.34786856629697005,0.015942162192022363,0.023042234536495697,0.07082140445709229,0.03900033865725126,0.9997344877174161,1,auto,,
act1,"(128, 128, 16)",262144,0.30965117284233645,0.30965117284233645,0.013811769050660838,0.02121947982073574,0.07488036155700684,0.038947369570330945,0.999734376754454,1,auto,,
conv0,"(256, 256, 8)",524288,0.5091246022076363,0.5091246022076363,0.011818004475488031,0.012037387830045241,0.017251253128051758,0.017125201565367558,0.9998744910191311,1,auto,auto,auto
pool0,"(128, 128, 8)",131072,0.45184951559823316,0.45184951559823316,0.006904444705660762,0.009334126688662413,0.017718791961669922,0.01225474467207906,0.9999810715279128,1,auto,auto,
pad_conv1,"(130, 130, 8)",135200,0.4380534002107368,0.4380534002107368,0.006693634441274907,0.00919052473960607,0.017718791961669922,0.012254744672079057,0.9999810715279125,1,auto,,
act0,"(256, 256, 8)",524288,0.36634034131113125,0.36634034131113125,0.005422798715714938,0.00846939754279502,0.018083810806274414,0.012676688224337748,0.999986746960219,1,auto,,
pad_conv0,"(516, 516, 1)",266256,0.8983074584757923,0.8983074584757923,0.000278150568177056,0.00047209380757258593,0.000972747802734375,0.0005111580352788126,0.9999999038617555,1,auto,,
