epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.693480,0.693830,0.693830,0.672075,0.714678,0.250341,0.489362,0.500000,0.000000,0.000000,0.416667,0.467256,0.000000,0.000000,0.021287,0.489352,0.489350,0.489353,0.553191,0.533333,0.693828,0.693828,0.672072,0.714677,0.250340,0.489362,0.500000,0.000000,0.000000,0.501812,0.520135,0.000000,0.000000,0.021288,0.489351,0.489350,0.489356,0.553191,0.363636
2,0.693339,0.693647,0.693647,0.676079,0.710482,0.250250,0.489362,0.500000,0.000000,0.000000,0.833333,0.861106,0.000000,0.000000,0.019238,0.491393,0.491407,0.491409,0.765957,0.717949,0.693646,0.693646,0.676077,0.710482,0.250249,0.489362,0.500000,0.000000,0.000000,0.825181,0.848484,0.000000,0.000000,0.019239,0.491392,0.491407,0.491410,0.765957,0.717949
3,0.693257,0.693550,0.693550,0.678234,0.708228,0.250202,0.489362,0.500000,0.000000,0.000000,0.884058,0.910209,0.000000,0.000000,0.018136,0.492488,0.492516,0.492519,0.808511,0.769231,0.693550,0.693550,0.678234,0.708228,0.250201,0.489362,0.500000,0.000000,0.000000,0.872283,0.901420,0.000000,0.000000,0.018136,0.492488,0.492516,0.492513,0.808511,0.780488
4,0.693437,0.693627,0.693627,0.675978,0.710541,0.250240,0.489362,0.500000,0.000000,0.000000,0.916667,0.931583,0.000000,0.000000,0.019278,0.491341,0.491378,0.491367,0.851064,0.844444,0.693628,0.693628,0.675977,0.710543,0.250240,0.489362,0.500000,0.000000,0.000000,0.900362,0.922541,0.000000,0.000000,0.019279,0.491341,0.491377,0.491370,0.851064,0.837209
5,0.693245,0.693413,0.693413,0.681045,0.705265,0.250133,0.489362,0.500000,0.000000,0.000000,0.927536,0.942592,0.000000,0.000000,0.016693,0.493912,0.493978,0.493954,0.872340,0.869565,0.693413,0.693413,0.681043,0.705267,0.250133,0.489362,0.500000,0.000000,0.000000,0.929348,0.945912,0.000000,0.000000,0.016694,0.493911,0.493977,0.493958,0.893617,0.888889
6,0.693262,0.693174,0.693174,0.687320,0.698785,0.250014,0.489362,0.500000,0.000000,0.000000,0.934783,0.951428,0.000000,0.000000,0.013504,0.497078,0.497189,0.497161,0.893617,0.888889,0.693175,0.693175,0.687317,0.698789,0.250014,0.489362,0.500000,0.000000,0.000000,0.929348,0.945693,0.000000,0.000000,0.013505,0.497076,0.497187,0.497150,0.893617,0.893617
7,0.693280,0.693235,0.693235,0.685239,0.700898,0.250044,0.489362,0.500000,0.000000,0.000000,0.945652,0.961218,0.000000,0.000000,0.014552,0.496030,0.496140,0.496115,0.893617,0.883721,0.693235,0.693235,0.685235,0.700902,0.250044,0.489362,0.500000,0.000000,0.000000,0.947464,0.962947,0.000000,0.000000,0.014554,0.496028,0.496138,0.496106,0.914894,0.913043
8,0.693172,0.693068,0.693068,0.689218,0.696757,0.249960,0.489362,0.500000,0.000000,0.000000,0.945652,0.961792,0.000000,0.000000,0.012522,0.498031,0.498198,0.498165,0.914894,0.909091,0.693068,0.693068,0.689213,0.696763,0.249960,0.489362,0.500000,0.000000,0.000000,0.943841,0.959808,0.000000,0.000000,0.012524,0.498029,0.498195,0.498166,0.893617,0.883721
9,0.693169,0.693206,0.693206,0.684709,0.701349,0.250030,0.489362,0.500000,0.000000,0.000000,0.949275,0.964931,0.000000,0.000000,0.014797,0.495763,0.495916,0.495875,0.914894,0.909091,0.693206,0.693206,0.684704,0.701354,0.250030,0.489362,0.500000,0.000000,0.000000,0.952899,0.967265,0.000000,0.000000,0.014800,0.495761,0.495913,0.495875,0.914894,0.909091
10,0.693208,0.693133,0.693133,0.685974,0.699994,0.249993,0.489362,0.500000,0.000000,0.000000,0.952899,0.968120,0.000000,0.000000,0.014142,0.496401,0.496588,0.496516,0.936170,0.936170,0.693133,0.693133,0.685970,0.699998,0.249993,0.489362,0.500000,0.000000,0.000000,0.956522,0.969719,0.000000,0.000000,0.014144,0.496399,0.496586,0.496516,0.936170,0.936170
