epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.693258,0.693539,0.693539,0.708712,0.677707,0.250196,0.489362,0.500000,0.489362,1.000000,0.938406,0.942009,0.657143,0.000000,0.018389,0.507722,0.507780,0.507733,0.851064,0.867925,0.693534,0.693534,0.708669,0.677741,0.250193,0.489362,0.500000,0.489362,1.000000,0.903080,0.917819,0.657143,0.000000,0.018369,0.507701,0.507763,0.507745,0.829787,0.800000
2,0.693177,0.693555,0.693555,0.709407,0.677013,0.250204,0.489362,0.500000,0.489362,1.000000,0.923913,0.931501,0.657143,0.000000,0.018736,0.508064,0.508133,0.508085,0.851064,0.857143,0.693547,0.693547,0.709351,0.677055,0.250200,0.489362,0.500000,0.489362,1.000000,0.909420,0.922579,0.657143,0.000000,0.018712,0.508037,0.508111,0.508071,0.851064,0.851064
3,0.693193,0.693499,0.693499,0.707687,0.678694,0.250176,0.489362,0.500000,0.489362,1.000000,0.943841,0.944314,0.657143,0.000000,0.017886,0.507217,0.507279,0.507231,0.893617,0.901961,0.693495,0.693495,0.707655,0.678720,0.250174,0.489362,0.500000,0.489362,1.000000,0.929348,0.936471,0.657143,0.000000,0.017871,0.507202,0.507266,0.507231,0.851064,0.851064
4,0.693154,0.693508,0.693508,0.708329,0.678043,0.250181,0.489362,0.500000,0.489362,1.000000,0.928442,0.935006,0.657143,0.000000,0.018209,0.507534,0.507610,0.507561,0.851064,0.857143,0.693503,0.693503,0.708285,0.678078,0.250178,0.489362,0.500000,0.489362,1.000000,0.933877,0.941828,0.657143,0.000000,0.018189,0.507512,0.507592,0.507555,0.872340,0.863636
5,0.693233,0.693455,0.693455,0.706597,0.679742,0.250154,0.489362,0.500000,0.489362,1.000000,0.951087,0.952706,0.657143,0.000000,0.017351,0.506680,0.506748,0.506695,0.872340,0.884615,0.693452,0.693452,0.706564,0.679771,0.250153,0.489362,0.500000,0.489362,1.000000,0.949275,0.956822,0.657143,0.000000,0.017336,0.506664,0.506733,0.506701,0.893617,0.883721
6,0.693173,0.693478,0.693478,0.707601,0.678741,0.250166,0.489362,0.500000,0.489362,1.000000,0.958333,0.961199,0.657143,0.000000,0.017853,0.507175,0.507255,0.507196,0.893617,0.901961,0.693476,0.693476,0.707570,0.678770,0.250164,0.489362,0.500000,0.489362,1.000000,0.965580,0.969946,0.657143,0.000000,0.017838,0.507160,0.507241,0.507195,0.936170,0.933333
7,0.693165,0.693435,0.693435,0.706311,0.679998,0.250144,0.489362,0.500000,0.489362,1.000000,0.961957,0.964954,0.657143,0.000000,0.017216,0.506539,0.506618,0.506562,0.893617,0.901961,0.693432,0.693432,0.706279,0.680026,0.250142,0.489362,0.500000,0.489362,1.000000,0.965580,0.972131,0.657143,0.000000,0.017201,0.506523,0.506604,0.506561,0.936170,0.933333
8,0.693112,0.693417,0.693417,0.706117,0.680165,0.250135,0.489362,0.500000,0.489362,1.000000,0.960145,0.962648,0.657143,0.000000,0.017126,0.506443,0.506534,0.506465,0.893617,0.901961,0.693413,0.693413,0.706075,0.680200,0.250133,0.489362,0.500000,0.489362,1.000000,0.958333,0.962575,0.657143,0.000000,0.017106,0.506422,0.506516,0.506463,0.914894,0.913043
9,0.693215,0.693403,0.693403,0.705804,0.680463,0.250128,0.489362,0.500000,0.489362,1.000000,0.965580,0.967416,0.657143,0.000000,0.016973,0.506289,0.506383,0.506312,0.893617,0.901961,0.693404,0.693404,0.705779,0.680491,0.250128,0.489362,0.500000,0.489362,1.000000,0.965580,0.969784,0.657143,0.000000,0.016960,0.506276,0.506369,0.506323,0.914894,0.909091
10,0.693405,0.693513,0.693513,0.709686,0.676636,0.250183,0.489362,0.500000,0.489362,1.000000,0.948370,0.952173,0.657143,0.000000,0.018900,0.508202,0.508324,0.508261,0.872340,0.875000,0.693517,0.693517,0.709668,0.676664,0.250185,0.489362,0.500000,0.489362,1.000000,0.956522,0.962000,0.657143,0.000000,0.018888,0.508192,0.508310,0.508253,0.893617,0.888889
