layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,0.11328125,0.11328125,0.13671875,0.13671875,0.1611328125,1.321205287466157,0.9999999999628608,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
gap,"(1, 1, 24)",24,0.65948486328125,0.65948486328125,0.08184814453125,0.11578571929848751,0.251953125,0.1296681634735545,0.9921187010776373,1,auto,auto,
conv2,"(32, 32, 24)",24576,1.99066162109375,1.99066162109375,0.0027898152669270835,0.022170926145481867,0.5,0.008324498079764948,0.9999491352911211,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
conv1,"(64, 64, 16)",65536,3.701366424560547,3.701366424560547,0.0018358230590820312,0.020754149427601357,0.25,0.0051069981546064125,0.9999861025400242,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
pool2,"(16, 16, 24)",6144,0.65948486328125,0.65948486328125,0.0008544921875,0.01707256288037126,0.5,0.017949266135820548,0.9997638641052222,1,auto,auto,
act2,"(32, 32, 24)",24576,0.5416819254557291,0.5416819254557291,0.0006510416666666666,0.014768989313486573,0.5,0.017083417987125087,0.9997823074404328,1,"ufixed<2,1,RND_CONV,SAT,0>",,
act1,"(64, 64, 16)",65536,0.5535430908203125,0.5535430908203125,0.0001163482666015625,0.007467055048771457,0.5,0.008278657069445413,0.9999642445235032,1,"ufixed<2,1,RND_CONV,SAT,0>",,
act0,"(128, 128, 8)",131072,0.5464878082275391,0.5464878082275391,9.918212890625e-05,0.007033348258264702,0.5,0.008352865480745748,0.9999650283896258,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool0,"(64, 64, 8)",32768,0.6245384216308594,0.6245384216308594,8.392333984375e-05,0.006283701153528037,0.5,0.006926274950554442,0.9999745044143022,1,auto,auto,
pad_conv1,"(66, 66, 8)",34848,0.5872611053719008,0.5872611053719008,7.891414141414142e-05,0.00609328596705749,0.5,0.006926274950554443,0.9999745044143022,1,auto,,
pool1,"(32, 32, 16)",16384,0.5833816528320312,0.5833816528320312,8.392333984375e-05,0.005321767326936697,0.5,0.005732128308689356,0.9999756577487711,1,auto,auto,
pad_conv2,"(34, 34, 16)",18496,0.5167671388408305,0.5167671388408305,7.434039792387543e-05,0.005008722190058068,0.5,0.005732128308689357,0.9999756577487711,1,auto,,
conv0,"(128, 128, 8)",131072,1.3127405426575134,1.3127405426575134,0.0006151252109365402,0.0008048794179226231,0.003981113433837891,0.0005257171988768593,0.9999998957718563,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
pad_conv0,"(260, 260, 1)",67600,0.8846841305467633,0.8846841305467633,0.00027427549984205526,0.00046882548768631394,0.000972747802734375,0.0005115040917160544,0.9999999038147784,1,auto,,
