sample_index,sample_id,class_label,class_name,app_name,ro_count,bitstream_path,input_path,input_sha256,input_bytes
0,it1_B003,0,benign,user_interrupts,0,config_003/vfpga_c003_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0000.bin,09c54b55eb371dbc64695cbb45f102d2703fb33368819d995f36f75094945cd9,524288
1,it1_B008,0,benign,hello_world_nodbg,0,config_008/vfpga_c008_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0001.bin,c00a56c79565172890d3bd0dc3641b89af0ad6d277f0a85df945314736effa1b,524288
2,it1_B011,0,benign,user_interrupts_nodbg,0,config_011/vfpga_c011_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0002.bin,7fb91395f4588e194025fd3d59dac4cb8debb6e4dbdec9ec62d0a5f682189b7b,524288
3,it1_B013,0,benign,multithreading_aes_nodbg,0,config_013/vfpga_c013_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0003.bin,160b3cd01540611463e64119e5bb9c42f1365050e457d62717d828d51af5a7f1,524288
4,it1_B019,0,benign,perf_fpga,0,config_019/vfpga_c019_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0004.bin,103bf605a03e5ef3476c6e1fcb8012dafbbb1df6431f45737553dad44fc83ca4,524288
5,it1_B029,0,benign,euclidean_nodbg,0,config_029/vfpga_c029_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0005.bin,2c8acd53f453a39d2b780d172b2d2378e0fe6a60a2c8a4274e7ac61bd1815723,524288
6,it1_B030,0,benign,hello_world,0,config_030/vfpga_c030_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0006.bin,4f37c6c3351c351b08b8bc8a291136a1b2236b70eedbb09b31b5d7d4dc004897,524288
7,it1_B035,0,benign,multithreading_aes,0,config_035/vfpga_c035_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0007.bin,c77f68e345a0b053a050a52f891066687796fdc9dbfa9c347b5083f7cb5ca0ad,524288
8,it1_B044,0,benign,euclidean_nodbg,0,config_044/vfpga_c044_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0008.bin,e3048aefc8ea14aa70c22f62fe78e45463ac3ceba598ba77ba6684bdaae4c43c,524288
9,it1_B053,0,benign,hello_world_nodbg,0,config_053/vfpga_c053_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0009.bin,8e765c7fab3d86710d42b8ede89771ad02452297d93a3a602efdbffc18417261,524288
10,it1_B062,0,benign,multitenancy_aes,0,config_062/vfpga_c062_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0010.bin,4b0d38ea5acac29b11666e037bd97be9216e74a721556a13fe2a3106250809da,524288
11,it1_B066,0,benign,euclidean,0,config_066/vfpga_c066_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0011.bin,71f1df18b8aa699605491b06052533e2010373ee38878103e44747d8e27dd51b,524288
12,it1_B072,0,benign,perf_fpga_nodbg,0,config_072/vfpga_c072_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0012.bin,60340e93a1b34e3918190d753c07127cec9ec939266f5d1d9d28209bce512265,524288
13,it2_B002,0,benign,multitenancy_aes,0,config_002/vfpga_c002_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0013.bin,21de1d99ec994ad367e01c82757f12417d4b275a0208457d64dd3751be4603f9,524288
14,it2_B003,0,benign,user_interrupts,0,config_003/vfpga_c003_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0014.bin,0d9a19baafa4f7b7e9f09e653140bec1e260cfe7c3575f03136dfcd589038df8,524288
15,it2_B005,0,benign,multithreading_aes,0,config_005/vfpga_c005_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0015.bin,c775090cb6713d8d7da53b48166edfe085881578d2b67b45862b52b243817ad6,524288
16,it2_B006,0,benign,euclidean,0,config_006/vfpga_c006_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0016.bin,6e83542deb1c4508158cd7487728719041aff44f51c589abd472357637694cb3,524288
17,it2_B009,0,benign,hls_vadd_nodbg,0,config_009/vfpga_c009_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0017.bin,590609986844f4dae7fc363479d54b7cb6f1682ed7b51ac5cb3c93df170f0210,524288
18,it2_B048,0,benign,user_interrupts,0,config_048/vfpga_c048_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0018.bin,960ef4e4719c046adc8515286f0342616f3b695c1b1d35c774b0ea39c6f66f02,524288
19,it2_B051,0,benign,euclidean,0,config_051/vfpga_c051_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0019.bin,7835e10163616a536556b3bd27f3589fe78a8668a0a42450eea069884945e359,524288
20,it2_B052,0,benign,cosine,0,config_052/vfpga_c052_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0020.bin,ff6867aa2b2c80b88384b719cd9b7a87eb02985e97b21e692789b3eae03c665a,524288
21,it2_B053,0,benign,hello_world_nodbg,0,config_053/vfpga_c053_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0021.bin,d254b8a0bbe818cc2c73658faa120619573420ad5c015a1d491ecf9a4ead9eaa,524288
22,it2_B064,0,benign,perf_fpga,0,config_064/vfpga_c064_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0022.bin,63dc369f20e3f3ba2aeaa73f326080d194495f1effda0d315cd59dbc45aaa49b,524288
23,it2_B070,0,benign,multitenancy_aes_nodbg,0,config_070/vfpga_c070_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0023.bin,3bea851bb1343fe1357d9f2c3198feedae9be7342ef398a479f30a31ef05fcf4,524288
24,it1_S008,1,standalone,ro_12000,12000,config_083/vfpga_c083_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0024.bin,c59c3d4c76a16f3e80201bc9f07dea58377ad79cca348f3afd6867b3e6e29969,524288
25,it1_S009,1,standalone,ro_14000,14000,config_084/vfpga_c084_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0025.bin,454963463ba8cf6411436b50280e8b1cb1eb11dd4e6e8384b70bc41c849e3eb8,524288
26,it1_S027,1,standalone,ro_19000,19000,config_102/vfpga_c102_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0026.bin,79fb4877aede1a1e419a5a12fb586cacd91a850d140817aa596d8af67aece372,524288
27,it1_S036,1,standalone,ro_8192,8192,config_111/vfpga_c111_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0027.bin,fbe60bfd5cb455c6bee964e51fde4e3322e5e2b37fc994d1d04edfc21c37a9da,524288
28,it1_S037,1,standalone,ro_10000,10000,config_112/vfpga_c112_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0028.bin,27ba93eaf347ea96dd3886503fd71f01056d31cd5c061e5be891eb6db3274aa4,524288
29,it1_S040,1,standalone,ro_16000,16000,config_115/vfpga_c115_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/BASELINE_pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/512_rf2_clk10_aclk100_safe_hls_da10ab9741f6/fold_0/u55c_deployment/prepared_inputs/sample_0029.bin,ad7fc04fcb5184b776a368719147f2e42926b83cd714b232c4db3d1b7ee4ec07,524288
