sample_index,logit_fixed_raw,logit,magic,frame_counter,input_beats,tlast_count,first_tlast_beat,last_tlast_beat,early_tlast,missing_tlast,keep_error_count,full_sum_raw,weighted_sum_raw,first_lane0_raw,last_lane0_raw,latency_us
21,-4059,-3.9638671875,17986,193,2048,1,2047,2047,0,0,0,59424,17632,32,32,3185.172
44,-4100,-4.00390625,17986,194,2048,1,2047,2047,0,0,0,56224,57056,32,32,3173.47
13,-4018,-3.923828125,17986,195,2048,1,2047,2047,0,0,0,12704,5952,32,32,3200.001
47,-4059,-3.9638671875,17986,196,2048,1,2047,2047,0,0,0,56864,45984,32,32,3554.34
12,-4018,-3.923828125,17986,197,2048,1,2047,2047,0,0,0,30176,15456,32,32,3225.629
22,-4059,-3.9638671875,17986,198,2048,1,2047,2047,0,0,0,52800,6880,32,32,3194.47
27,-4059,-3.9638671875,17986,199,2048,1,2047,2047,0,0,0,35744,65408,32,32,3245.397
16,-4059,-3.9638671875,17986,200,2048,1,2047,2047,0,0,0,15616,42240,32,32,3233.534
26,-4098,-4.001953125,17986,201,2048,1,2047,2047,0,0,0,53376,35648,32,32,3233.995
19,-4059,-3.9638671875,17986,202,2048,1,2047,2047,0,0,0,9184,43584,32,32,3206.122
25,-4018,-3.923828125,17986,203,2048,1,2047,2047,0,0,0,21024,18336,32,32,3186.726
9,-4059,-3.9638671875,17986,204,2048,1,2047,2047,0,0,0,6752,13312,32,32,3192.306
10,-4059,-3.9638671875,17986,205,2048,1,2047,2047,0,0,0,16704,25056,57280,32,3187.998
4,-4098,-4.001953125,17986,206,2048,1,2047,2047,0,0,0,16096,56320,57280,32,3196.123
30,-4018,-3.923828125,17986,207,2048,1,2047,2047,0,0,0,24608,18528,32,32,3181.495
20,-4018,-3.923828125,17986,208,2048,1,2047,2047,0,0,0,25696,28000,32,32,3198.638
6,-4098,-4.001953125,17986,209,2048,1,2047,2047,0,0,0,29824,45280,32,32,3185.844
28,-4059,-3.9638671875,17986,210,2048,1,2047,2047,0,0,0,50720,3072,32,32,3194.08
40,-4059,-3.9638671875,17986,211,2048,1,2047,2047,0,0,0,64480,41376,32,32,3185.243
18,-4018,-3.923828125,17986,212,2048,1,2047,2047,0,0,0,19328,29568,32,32,3157.781
11,-4059,-3.9638671875,17986,213,2048,1,2047,2047,0,0,0,48000,54176,32,32,3192.927
14,-4059,-3.9638671875,17986,214,2048,1,2047,2047,0,0,0,36832,31520,32,32,3182.949
29,-4018,-3.923828125,17986,215,2048,1,2047,2047,0,0,0,18656,27168,32,32,3185.323
39,-4059,-3.9638671875,17986,216,2048,1,2047,2047,0,0,0,21920,63392,63424,32,3186.154
43,-4018,-3.923828125,17986,217,2048,1,2047,2047,0,0,0,53312,53152,32,32,3195.372
34,-4059,-3.9638671875,17986,218,2048,1,2047,2047,0,0,0,40640,25792,32,32,3181.807
5,-4059,-3.9638671875,17986,219,2048,1,2047,2047,0,0,0,15488,48416,65216,32,3192.637
17,-4018,-3.923828125,17986,220,2048,1,2047,2047,0,0,0,40544,60512,32,32,3184.932
2,-4059,-3.9638671875,17986,221,2048,1,2047,2047,0,0,0,42944,10752,20800,32,3184.802
46,-4059,-3.9638671875,17986,222,2048,1,2047,2047,0,0,0,27264,35968,32,32,3194.1
24,-4059,-3.9638671875,17986,223,2048,1,2047,2047,0,0,0,19744,59296,32,32,3187.427
42,-4018,-3.923828125,17986,224,2048,1,2047,2047,0,0,0,864,16288,32,32,3154.254
15,-4059,-3.9638671875,17986,225,2048,1,2047,2047,0,0,0,448,1632,32,32,3212.344
1,-4018,-3.923828125,17986,226,2048,1,2047,2047,0,0,0,35584,12224,32,32,3229.136
32,-4059,-3.9638671875,17986,227,2048,1,2047,2047,0,0,0,58528,34048,32,32,3187.958
45,-4018,-3.923828125,17986,228,2048,1,2047,2047,0,0,0,1568,64736,32,32,3172.489
38,-4059,-3.9638671875,17986,229,2048,1,2047,2047,0,0,0,18176,33696,32,32,3206.934
35,-4059,-3.9638671875,17986,230,2048,1,2047,2047,0,0,0,30624,8832,32,32,3204.589
36,-4018,-3.923828125,17986,231,2048,1,2047,2047,0,0,0,53248,3936,65216,32,3177.278
8,-4018,-3.923828125,17986,232,2048,1,2047,2047,0,0,0,31008,31136,32,32,3203.708
3,-4059,-3.9638671875,17986,233,2048,1,2047,2047,0,0,0,22944,30880,32,32,3213.336
0,-4059,-3.9638671875,17986,234,2048,1,2047,2047,0,0,0,55936,39008,32,32,3199.189
41,-4059,-3.9638671875,17986,235,2048,1,2047,2047,0,0,0,44096,58560,32,32,3215.19
31,-4018,-3.923828125,17986,236,2048,1,2047,2047,0,0,0,9792,8800,32,32,3199.45
7,-4018,-3.923828125,17986,237,2048,1,2047,2047,0,0,0,7616,24000,32,32,3192.307
23,-4018,-3.923828125,17986,238,2048,1,2047,2047,0,0,0,22112,51072,32,32,3189.02
33,-4059,-3.9638671875,17986,239,2048,1,2047,2047,0,0,0,13664,63552,32,32,3197.316
37,-4018,-3.923828125,17986,240,2048,1,2047,2047,0,0,0,26976,28960,32,32,3190.913
