layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
pool4,"(4, 4, 32)",512,0.710693359375,0.710693359375,0.053466796875,0.16321877707365456,0.5,0.1555966622333183,0.9878563353598179,1,auto,auto,
act4,"(8, 8, 32)",2048,0.46978759765625,0.46978759765625,0.04937744140625,0.15725370212972445,1.0,0.19758646622735335,0.9805089499445312,1,"ufixed<4,3,RND_CONV,SAT,0>",,
gap,"(1, 1, 32)",32,0.710693359375,0.710693359375,0.115966796875,0.14410096466373032,0.3125,0.14848883303933386,0.9891637877903188,1,auto,auto,
conv4,"(8, 8, 32)",2048,0.7191314697265625,0.7191314697265625,0.0781707763671875,0.11601633183832577,0.6875,0.12566051124050306,0.9921077129672683,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pool3,"(8, 8, 24)",1536,0.4969889322916667,0.4969889322916667,0.019287109375,0.09814484638542434,0.5,0.14550197583217622,0.9893982758813119,1,auto,auto,
act3,"(16, 16, 24)",6144,0.3279012044270833,0.3279012044270833,0.0179443359375,0.09457947735502044,0.5,0.18058303289657981,0.9836423816713441,1,"ufixed<4,3,RND_CONV,SAT,0>",,
output_dense,"(1,)",1,0.0703125,0.0703125,0.083984375,0.083984375,0.21875,1.2471395881006866,0.999999999749331,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pad_conv4,"(10, 10, 24)",2400,0.31807291666666665,0.31807291666666665,0.01234375,0.07851587710833947,0.5,0.14550197583217622,0.9893982758813119,1,auto,,
conv3,"(16, 16, 24)",6144,0.47669219970703125,0.47669219970703125,0.02439117431640625,0.050099472918328884,0.375,0.08374146169144094,0.996469008062328,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pool2,"(16, 16, 24)",6144,0.2959391276041667,0.2959391276041667,0.003173828125,0.03967033783021953,0.5,0.0862347317723618,0.9962503121678834,1,auto,auto,
act2,"(32, 32, 24)",24576,0.20858256022135416,0.20858256022135416,0.003143310546875,0.03946181173040427,0.5,0.1044117587146049,0.9945011422135278,1,"ufixed<4,3,RND_CONV,SAT,0>",,
pad_conv3,"(18, 18, 24)",7776,0.2338284465020576,0.2338284465020576,0.002507716049382716,0.0352625225157507,0.5,0.0862347317723618,0.9962503121678834,1,auto,,
conv2,"(32, 32, 24)",24576,0.3492918014526367,0.3492918014526367,0.00461578369140625,0.014467523138233424,0.15625,0.033358387052706245,0.9994336343056958,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pool1,"(32, 32, 16)",16384,0.2746467590332031,0.2746467590332031,0.000682830810546875,0.0129407422102524,0.25,0.028481012468773353,0.9995865960221983,1,auto,auto,
act1,"(64, 64, 16)",65536,0.2027111053466797,0.2027111053466797,0.0006284713745117188,0.012456814904242424,0.25,0.03337789024959402,0.999435967873228,1,"ufixed<4,2,RND_CONV,SAT,0>",,
pad_conv2,"(34, 34, 16)",18496,0.24328571042387542,0.24328571042387542,0.0006048605103806229,0.012179522080237554,0.25,0.02848101246877336,0.9995865960221983,1,auto,,
conv1,"(64, 64, 16)",65536,0.5857062339782715,0.5857062339782715,0.0010976791381835938,0.006541674886473512,0.125,0.008662536776154205,0.9999621042270319,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pool0,"(64, 64, 8)",32768,0.3800983428955078,0.3800983428955078,0.000156402587890625,0.006219434922869803,0.25,0.010538423079412728,0.9999438632694606,1,auto,auto,
act0,"(128, 128, 8)",131072,0.2920656204223633,0.2920656204223633,0.00015020370483398438,0.006123385942005298,0.25,0.012543013717259813,0.9999212349757567,1,"ufixed<4,2,RND_CONV,SAT,0>",,
pad_conv1,"(66, 66, 8)",34848,0.35741111398071623,0.35741111398071623,0.00014706726354453628,0.006030967197934355,0.25,0.010538423079412725,0.9999438632694606,1,auto,,
conv0,"(128, 128, 8)",131072,0.7414263988820529,0.7414263988820529,0.0003685911660311625,0.0004842777845924232,0.002331376075744629,0.000512406136987089,0.9999999037576978,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pad_conv0,"(260, 260, 1)",67600,0.8846841305467633,0.8846841305467633,0.00027427549984205526,0.00046882548768631394,0.000972747802734375,0.0005115040917160544,0.9999999038147784,1,auto,,
