experiment_name,phase,status,tier,input_resolution,num_layers,conv_filters,final_feature_map_shape,final_avg_pool,final_pool_area,final_pool_work,weight_bits,activation_bits,pruning_target,actual_global_sparsity,actual_sparsity_per_layer,nonzero_parameter_count,reuse_factor,software_accuracy,software_auc,software_pr_auc,software_precision,software_recall,software_f1,false_positive_rate,false_negative_rate,confusion_matrix,keras_hls4ml_prediction_agreement,changed_predictions,mean_output_difference,max_output_difference,hls4ml_conversion_status,hls4ml_csim_status,synthesis_status,LUT,FF,BRAM,DSP,latency,clock_period,failure_stage,failure_reason,run_root,hls_sweep_root,config_path
res64_layers2_WfloatAfloat_P0_RFbase,2,success,green,64,2,"[8, 16]",8x8x16,"[8, 8]",64,1024,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""output_dense"": 0.0}",1368,1,0.680672268907563,0.7918226113975001,0.7788217127452985,0.6242774566473989,0.907563025210084,0.7397260273972602,0.5462184873949579,0.09243697478991597,"[[54, 65], [11, 108]]",0.6041666666666667,19,0.03811277076601982,0.041590139269828796,success,success,success,103589,57419,73,1018,18505,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers2_WfloatAfloat_P0_RFbase_ec0f07d332b7,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers2_WfloatAfloat_P0_RFbase_ec0f07d332b7/hls_sweeps/RFbase_hls_84c85e9c365b,configs/hls4ml_experiment_global/res64_layers2_WfloatAfloat_P0_RFbase.yaml
res64_layers3_WfloatAfloat_P0_RFbase,2,success,green,64,3,"[8, 16, 24]",4x4x24,"[4, 4]",16,384,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""conv2"": 0.0, ""output_dense"": 0.0}",4832,1,0.7310924369747899,0.8089824164960102,0.804733929722102,0.7007299270072993,0.8067226890756303,0.75,0.3445378151260504,0.19327731092436976,"[[78, 41], [23, 96]]",0.39583333333333337,29,0.24662037193775177,0.2856684923171997,success,success,success,231445,89716,125,3286,18505,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers3_WfloatAfloat_P0_RFbase_534826658db6,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers3_WfloatAfloat_P0_RFbase_534826658db6/hls_sweeps/RFbase_hls_e4f230890ace,configs/hls4ml_experiment_global/res64_layers3_WfloatAfloat_P0_RFbase.yaml
res64_layers4_WfloatAfloat_P0_RFbase,2,success,green,64,4,"[8, 16, 24, 24]",2x2x24,"[2, 2]",4,96,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""conv2"": 0.0, ""conv3"": 0.0, ""output_dense"": 0.0}",10016,1,0.7352941176470589,0.78031212484994,0.7781053027189213,0.7545454545454545,0.6974789915966386,0.7248908296943232,0.226890756302521,0.3025210084033613,"[[92, 27], [36, 83]]",0.5625,21,0.5252406001091003,0.603149950504303,success,success,success,367885,208020,140,6527,18505,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers4_WfloatAfloat_P0_RFbase_e6efd4e24919,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers4_WfloatAfloat_P0_RFbase_e6efd4e24919/hls_sweeps/RFbase_hls_d3590ed16b3b,configs/hls4ml_experiment_global/res64_layers4_WfloatAfloat_P0_RFbase.yaml
res64_layers5_WfloatAfloat_P0_RFbase,2,success,green,64,5,"[8, 16, 24, 24, 32]",1x1x32,"[1, 1]",1,32,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""conv2"": 0.0, ""conv3"": 0.0, ""conv4"": 0.0, ""output_dense"": 0.0}",16936,1,0.7016806722689075,0.7759339029729538,0.7871751354301209,0.6935483870967742,0.7226890756302521,0.7078189300411523,0.31932773109243695,0.2773109243697479,"[[81, 38], [33, 86]]",0.5208333333333333,23,1.246747374534607,1.412515640258789,success,success,success,558815,366607,140,10878,18505,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers5_WfloatAfloat_P0_RFbase_bebca77cccaa,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers5_WfloatAfloat_P0_RFbase_bebca77cccaa/hls_sweeps/RFbase_hls_7631ee638d56,configs/hls4ml_experiment_global/res64_layers5_WfloatAfloat_P0_RFbase.yaml
res128_layers2_WfloatAfloat_P0_RFbase,2,success,green,128,2,"[8, 16]",16x16x16,"[16, 16]",256,4096,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""output_dense"": 0.0}",1368,1,0.6974789915966386,0.8643810465362616,0.8734026193730124,0.6284153005464481,0.9663865546218487,0.7615894039735099,0.5714285714285714,0.03361344537815126,"[[51, 68], [4, 115]]",0.47916666666666663,25,0.03923076018691063,0.0419422909617424,success,success,success,210415,122234,73,1018,69708,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers2_WfloatAfloat_P0_RFbase_19d67b30d6ad,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers2_WfloatAfloat_P0_RFbase_19d67b30d6ad/hls_sweeps/RFbase_hls_43b5759e8df8,configs/hls4ml_experiment_global/res128_layers2_WfloatAfloat_P0_RFbase.yaml
res128_layers3_WfloatAfloat_P0_RFbase,2,success,green,128,3,"[8, 16, 24]",8x8x24,"[8, 8]",64,1536,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""conv2"": 0.0, ""output_dense"": 0.0}",4832,1,0.7899159663865546,0.8760680742885391,0.8943533076181789,0.8,0.773109243697479,0.7863247863247863,0.19327731092436976,0.226890756302521,"[[96, 23], [27, 92]]",0.35416666666666663,31,0.3413592278957367,0.38127511739730835,success,success,success,270104,119966,140,3307,69708,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers3_WfloatAfloat_P0_RFbase_44c4a1acb7be,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers3_WfloatAfloat_P0_RFbase_44c4a1acb7be/hls_sweeps/RFbase_hls_a9ecafaec866,configs/hls4ml_experiment_global/res128_layers3_WfloatAfloat_P0_RFbase.yaml
res128_layers4_WfloatAfloat_P0_RFbase,2,success,green,128,4,"[8, 16, 24, 24]",4x4x24,"[4, 4]",16,384,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""conv2"": 0.0, ""conv3"": 0.0, ""output_dense"": 0.0}",10016,1,0.773109243697479,0.8758562248428784,0.8935136392802147,0.7407407407407407,0.8403361344537815,0.7874015748031497,0.29411764705882354,0.15966386554621848,"[[84, 35], [19, 100]]",0.375,30,1.6113039255142212,1.946946620941162,success,success,success,378021,214950,199,6490,69708,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers4_WfloatAfloat_P0_RFbase_98796c4a9828,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers4_WfloatAfloat_P0_RFbase_98796c4a9828/hls_sweeps/RFbase_hls_e0438af6026c,configs/hls4ml_experiment_global/res128_layers4_WfloatAfloat_P0_RFbase.yaml
res128_layers5_WfloatAfloat_P0_RFbase,2,success,green,128,5,"[8, 16, 24, 24, 32]",2x2x32,"[2, 2]",4,128,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""conv2"": 0.0, ""conv3"": 0.0, ""conv4"": 0.0, ""output_dense"": 0.0}",16936,1,0.819327731092437,0.8920273991949721,0.9053338369370715,0.8064516129032258,0.8403361344537815,0.823045267489712,0.20168067226890757,0.15966386554621848,"[[95, 24], [19, 100]]",0.4375,27,2.579791784286499,3.977398157119751,success,success,success,566109,367718,214,10785,69708,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers5_WfloatAfloat_P0_RFbase_dc1ddf52e359,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers5_WfloatAfloat_P0_RFbase_dc1ddf52e359/hls_sweeps/RFbase_hls_4712843b454e,configs/hls4ml_experiment_global/res128_layers5_WfloatAfloat_P0_RFbase.yaml
res256_layers2_WfloatAfloat_P0_RFbase_boundary,2,failed,yellow,256,2,"[8, 16]",32x32x16,"[32, 32]",1024,16384,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""output_dense"": 0.0}",1368,1,0.7100840336134454,0.8690064260998517,0.8750823241621314,0.6436781609195402,0.9411764705882353,0.764505119453925,0.5210084033613446,0.058823529411764705,"[[57, 62], [7, 112]]",0.35416666666666663,31,0.06808345764875412,0.0711277425289154,success,success,,,,,,,,hls,manual timeout after boundary HLS exceeded 10h,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers2_WfloatAfloat_P0_RFbase_boundary_96c0f6b8d882,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers2_WfloatAfloat_P0_RFbase_boundary_96c0f6b8d882/hls_sweeps/RFbase_hls_712fd6316cc8,configs/hls4ml_experiment_global/res256_layers2_WfloatAfloat_P0_RFbase_boundary.yaml
res256_layers3_WfloatAfloat_P0_RFbase,2,success,green,256,3,"[8, 16, 24]",16x16x24,"[16, 16]",256,6144,float,float,0,0.0,"{""conv0"": 0.0, ""conv1"": 0.0, ""conv2"": 0.0, ""output_dense"": 0.0}",4832,1,0.8403361344537815,0.9050914483440434,0.9180162833493583,0.8648648648648649,0.8067226890756303,0.8347826086956521,0.12605042016806722,0.19327731092436976,"[[104, 15], [23, 96]]",0.4375,27,0.4999731481075287,0.5459889769554138,success,success,success,430950,217769,140,3287,270412,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers3_WfloatAfloat_P0_RFbase_4dfacfa4f748,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers3_WfloatAfloat_P0_RFbase_4dfacfa4f748/hls_sweeps/RFbase_hls_6dc9737e76ce,configs/hls4ml_experiment_global/res256_layers3_WfloatAfloat_P0_RFbase.yaml
