layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,0.108154296875,0.108154296875,0.217529296875,0.217529296875,0.23828125,2.1161341778090543,-0.9999999999076694,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
gap,"(1, 1, 24)",24,0.34912109375,0.34912109375,0.07942708333333333,0.11434304227584255,0.25,0.23287066679106624,0.9755532288822693,1,auto,auto,
act2,"(16, 16, 24)",6144,0.25347900390625,0.25347900390625,0.003987630208333333,0.04447688945556179,0.5,0.10331511633388646,0.9946170207811789,1,"ufixed<4,3,RND_CONV,SAT,0>",,
pool2,"(8, 8, 24)",1536,0.34912109375,0.34912109375,0.003987630208333333,0.044370728772695725,0.5,0.08449534648308876,0.9963840681362743,1,auto,auto,
conv2,"(16, 16, 24)",6144,0.4438336690266927,0.4438336690266927,0.006693522135416667,0.017363330704263952,0.15625,0.03343575507670561,0.9994350064104407,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pool1,"(16, 16, 16)",4096,0.360076904296875,0.360076904296875,0.0010528564453125,0.01612988948447599,0.25,0.02788156342940002,0.9996071655565371,1,auto,auto,
act1,"(32, 32, 16)",16384,0.26403045654296875,0.26403045654296875,0.0008544921875,0.014575685045779559,0.25,0.030552400209987545,0.999530628644542,1,"ufixed<4,2,RND_CONV,SAT,0>",,
pad_conv2,"(18, 18, 16)",5184,0.2845052083333333,0.2845052083333333,0.0008318865740740741,0.014337679541756434,0.25,0.027881563429400024,0.9996071655565371,1,auto,,
conv1,"(32, 32, 16)",16384,0.7177896499633789,0.7177896499633789,0.0017313957214355469,0.008358787596256793,0.125,0.009041785265458277,0.9999585144168219,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pool0,"(32, 32, 8)",8192,0.45940399169921875,0.45940399169921875,0.0002593994140625,0.007982118737596355,0.25,0.011481388410229868,0.999932905023672,1,auto,auto,
pad_conv1,"(34, 34, 8)",9248,0.4069460964532872,0.4069460964532872,0.00022977941176470588,0.007512582341267159,0.25,0.011481388410229868,0.999932905023672,1,auto,,
act0,"(64, 64, 8)",32768,0.33856964111328125,0.33856964111328125,0.0002117156982421875,0.007256815803818976,0.25,0.012671053800959437,0.999919344912586,1,"ufixed<4,2,RND_CONV,SAT,0>",,
pad_conv0,"(132, 132, 1)",17424,0.8573087178783104,0.8573087178783104,0.0002639969877643306,0.00045957961463377036,0.000972747802734375,0.0005094566319584558,0.9999999041934331,1,auto,,
conv0,"(64, 64, 8)",32768,0.5732503988866444,0.5732503988866444,0.00034546020595804805,0.00044754390376201315,0.0022007226943969727,0.0005871159392029475,0.9999998567981221,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
