sample_index,logit_fixed_raw,logit,latency_us
0,-24916,-24.33203125,2117.795
1,18028,17.60546875,2137.812
2,17166,16.763671875,2130.348
3,16268,15.88671875,2123.265
4,18288,17.859375,2125.579
5,21365,20.8642578125,2180.563
6,17615,17.2021484375,2133.204
7,21282,20.783203125,2131.801
8,19342,18.888671875,2139.035
9,18283,17.8544921875,2138.343
10,19861,19.3955078125,2131.4
11,19562,19.103515625,2135.789
12,19589,19.1298828125,2130.448
13,21038,20.544921875,2136.129
14,16969,16.5712890625,2124.236
15,16867,16.4716796875,2131.821
16,20121,19.6494140625,2134.025
17,17554,17.142578125,2123.826
18,20191,19.7177734375,2137.542
19,19497,19.0400390625,2098.869
20,18535,18.1005859375,2123.556
21,18881,18.4384765625,2136.91
22,18782,18.341796875,2123.545
23,22077,21.5595703125,2125.69
24,20066,19.595703125,2138.463
25,23651,23.0966796875,2084.832
26,24567,23.9912109375,2114.057
27,24704,24.125,2132.332
28,21559,21.0537109375,2135.097
29,25108,24.51953125,2124.417
30,22911,22.3740234375,2128.745
31,25313,24.7197265625,2142.671
32,23040,22.5,2130.097
33,23814,23.255859375,2130.959
34,27768,27.1171875,2130.849
35,21562,21.056640625,2115.139
36,22297,21.7744140625,2127.232
37,18713,18.2744140625,2136.43
38,22936,22.3984375,2133.033
39,23624,23.0703125,2130.739
40,21975,21.4599609375,2131.45
41,22889,22.3525390625,2123.535
42,23201,22.6572265625,2128.004
43,19079,18.6318359375,2136.9
44,23373,22.8251953125,2131.47
45,22643,22.1123046875,2140.898
46,26855,26.2255859375,2126.941
47,26415,25.7958984375,2124.317
