phase,sample_index,repetition,latency_us,lane_00_raw,lane_01_raw,lane_02_raw,lane_03_raw,lane_04_raw,lane_05_raw,lane_06_raw,lane_07_raw,lane_08_raw,lane_09_raw,lane_10_raw,lane_11_raw,lane_12_raw,lane_13_raw,lane_14_raw,lane_15_raw,lane_16_raw,lane_17_raw,lane_18_raw,lane_19_raw,lane_20_raw,lane_21_raw,lane_22_raw,lane_23_raw,lane_24_raw,lane_25_raw,lane_26_raw,lane_27_raw,lane_28_raw,lane_29_raw,lane_30_raw,lane_31_raw
sample,0,1,3193.618,7106,21069,0,2048,1,2047,2047,0,0,0,62179,35286,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,1,1,3192.557,7106,21069,1,2048,1,2047,2047,0,0,0,50724,38676,0,895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,2,1,3191.766,7106,21069,2,2048,1,2047,2047,0,0,0,4960,43642,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,3,1,3260.435,7106,21069,3,2048,1,2047,2047,0,0,0,54604,59430,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,4,1,3191.685,7106,21069,4,2048,1,2047,2047,0,0,0,56699,5949,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,5,1,3245.276,7106,21069,5,2048,1,2047,2047,0,0,0,19121,20446,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,6,1,3205.381,7106,21069,6,2048,1,2047,2047,0,0,0,17470,3454,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,7,1,3266.196,7106,21069,7,2048,1,2047,2047,0,0,0,20821,33814,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,8,1,3223.325,7106,21069,8,2048,1,2047,2047,0,0,0,59751,28730,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,9,1,3216.121,7106,21069,9,2048,1,2047,2047,0,0,0,28418,23750,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,10,1,3234.225,7106,21069,10,2048,1,2047,2047,0,0,0,6615,195,0,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,11,1,3197.285,7106,21069,11,2048,1,2047,2047,0,0,0,13129,46848,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,12,1,3237.943,7106,21069,12,2048,1,2047,2047,0,0,0,20425,6345,0,895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,13,1,3208.607,7106,21069,13,2048,1,2047,2047,0,0,0,57511,34895,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,14,1,3205.932,7106,21069,14,2048,1,2047,2047,0,0,0,27042,17153,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,15,1,3198.107,7106,21069,15,2048,1,2047,2047,0,0,0,46870,55366,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,16,1,3196.805,7106,21069,16,2048,1,2047,2047,0,0,0,20383,20031,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,17,1,3192.627,7106,21069,17,2048,1,2047,2047,0,0,0,49738,49538,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,18,1,3196.154,7106,21069,18,2048,1,2047,2047,0,0,0,7397,34834,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,19,1,3199.76,7106,21069,19,2048,1,2047,2047,0,0,0,2450,15095,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,20,1,3221.431,7106,21069,20,2048,1,2047,2047,0,0,0,52470,63045,0,895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,21,1,3193.789,7106,21069,21,2048,1,2047,2047,0,0,0,30364,16260,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,22,1,3197.256,7106,21069,22,2048,1,2047,2047,0,0,0,42916,7361,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,23,1,3228.254,7106,21069,23,2048,1,2047,2047,0,0,0,14667,49655,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,24,1,3263.942,7106,21069,24,2048,1,2047,2047,0,0,0,36474,21957,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,25,1,3195.823,7106,21069,25,2048,1,2047,2047,0,0,0,52337,7218,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,26,1,3226.211,7106,21069,26,2048,1,2047,2047,0,0,0,28868,52880,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,27,1,3222.262,7106,21069,27,2048,1,2047,2047,0,0,0,60156,29362,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,28,1,3226.531,7106,21069,28,2048,1,2047,2047,0,0,0,41702,38976,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,29,1,3253.402,7106,21069,29,2048,1,2047,2047,0,0,0,57212,30389,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,30,1,3226.782,7106,21069,30,2048,1,2047,2047,0,0,0,16130,38087,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,31,1,3213.566,7106,21069,31,2048,1,2047,2047,0,0,0,18134,28798,0,899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,32,1,3211.132,7106,21069,32,2048,1,2047,2047,0,0,0,41122,53956,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,33,1,3228.876,7106,21069,33,2048,1,2047,2047,0,0,0,38298,21777,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,34,1,3198.798,7106,21069,34,2048,1,2047,2047,0,0,0,5051,36471,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,35,1,3208.958,7106,21069,35,2048,1,2047,2047,0,0,0,3261,2129,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
