epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.694611,0.693894,0.693894,0.653267,0.734521,0.250373,0.500000,0.500000,0.000000,0.000000,0.959201,0.968904,0.000000,0.000000,0.020304,0.479657,0.479735,0.479708,0.916667,0.909091,0.693896,0.693896,0.653273,0.734519,0.250374,0.500000,0.500000,0.000000,0.000000,0.952257,0.963021,0.000000,0.000000,0.020302,0.479660,0.479736,0.479711,0.916667,0.909091
2,0.694040,0.693550,0.693550,0.660656,0.726444,0.250201,0.500000,0.500000,0.000000,0.000000,0.964410,0.972920,0.000000,0.000000,0.016443,0.483487,0.483626,0.483578,0.937500,0.933333,0.693552,0.693552,0.660666,0.726437,0.250202,0.500000,0.500000,0.000000,0.000000,0.957465,0.963838,0.000000,0.000000,0.016439,0.483493,0.483629,0.483575,0.916667,0.913043
3,0.693676,0.693208,0.693208,0.668531,0.717885,0.250030,0.500000,0.500000,0.000000,0.000000,0.960069,0.968612,0.000000,0.000000,0.012339,0.487539,0.487783,0.487690,0.916667,0.913043,0.693208,0.693208,0.668547,0.717870,0.250030,0.500000,0.500000,0.000000,0.000000,0.953125,0.961264,0.000000,0.000000,0.012331,0.487547,0.487790,0.487691,0.895833,0.888889
4,0.693915,0.693366,0.693366,0.664496,0.722236,0.250110,0.500000,0.500000,0.000000,0.000000,0.968750,0.975732,0.000000,0.000000,0.014434,0.485467,0.485665,0.485589,0.937500,0.933333,0.693369,0.693369,0.664513,0.722224,0.250111,0.500000,0.500000,0.000000,0.000000,0.960069,0.966542,0.000000,0.000000,0.014427,0.485476,0.485671,0.485585,0.916667,0.913043
5,0.693061,0.692868,0.692868,0.677607,0.708128,0.249860,0.500000,0.500000,0.000000,0.000000,0.963542,0.970036,0.000000,0.000000,0.007633,0.492169,0.492565,0.492399,0.916667,0.913043,0.692868,0.692868,0.677633,0.708102,0.249860,0.500000,0.500000,0.000000,0.000000,0.960069,0.966140,0.000000,0.000000,0.007620,0.492183,0.492578,0.492411,0.895833,0.888889
6,0.693377,0.692882,0.692882,0.677074,0.708690,0.249867,0.500000,0.500000,0.000000,0.000000,0.965278,0.971228,0.000000,0.000000,0.007907,0.491898,0.492289,0.492133,0.916667,0.913043,0.692882,0.692882,0.677097,0.708667,0.249867,0.500000,0.500000,0.000000,0.000000,0.960069,0.966140,0.000000,0.000000,0.007895,0.491910,0.492300,0.492133,0.895833,0.888889
7,0.693063,0.692567,0.692567,0.695262,0.689872,0.249710,0.500000,0.500000,0.500000,1.000000,0.961806,0.968307,0.666667,0.000000,0.001348,0.501056,0.501640,0.501386,0.895833,0.888889,0.692568,0.692568,0.695294,0.689842,0.249710,0.500000,0.500000,0.500000,1.000000,0.949653,0.955886,0.666667,0.000000,0.001364,0.501072,0.501655,0.501460,0.875000,0.863636
8,0.692895,0.692549,0.692549,0.690802,0.694297,0.249701,0.500000,0.500000,0.000000,0.000000,0.965278,0.971138,0.000000,0.000000,0.000874,0.498826,0.499425,0.499160,0.916667,0.913043,0.692549,0.692549,0.690831,0.694267,0.249701,0.520833,0.520833,1.000000,0.041667,0.958333,0.964336,0.080000,0.145865,0.019972,0.498840,0.499441,0.499125,0.895833,0.893617
9,0.693300,0.692558,0.692558,0.688471,0.696645,0.249706,0.500000,0.500000,0.000000,0.000000,0.965278,0.971138,0.000000,0.000000,0.002045,0.497657,0.498254,0.497991,0.916667,0.913043,0.692557,0.692557,0.688497,0.696618,0.249705,0.500000,0.500000,0.000000,0.000000,0.961806,0.967170,0.000000,0.000000,0.002031,0.497670,0.498268,0.497991,0.895833,0.888889
10,0.693305,0.692636,0.692636,0.681598,0.703674,0.249744,0.500000,0.500000,0.000000,0.000000,0.968750,0.973265,0.000000,0.000000,0.005522,0.494192,0.494764,0.494518,0.916667,0.913043,0.692636,0.692636,0.681623,0.703649,0.249744,0.500000,0.500000,0.000000,0.000000,0.967014,0.971529,0.000000,0.000000,0.005509,0.494205,0.494777,0.494498,0.916667,0.913043
