idx,label,keras_logit,hls_logit,abs_err,rel_err
0,0,0.026336669921875,0.01171875,0.014617919921875,0.5550405561993047
1,0,0.05511474609375,0.041015625,0.01409912109375,0.2558139534883721
2,0,0.064178466796875,0.083984375,0.019805908203125,0.30860675225867806
3,0,0.10430908203125,0.103515625,0.00079345703125,0.0076067875950848445
4,0,0.05767822265625,0.072265625,0.01458740234375,0.2529100529100529
5,0,0.1512451171875,0.1328125,0.0184326171875,0.12187247780468119
6,0,0.0574951171875,0.05078125,0.0067138671875,0.11677282377919321
7,0,0.052154541015625,0.04296875,0.009185791015625,0.17612638970157987
8,0,0.084564208984375,0.099609375,0.015045166015625,0.17791411042944785
9,0,0.074981689453125,0.0625,0.012481689453125,0.16646316646316647
10,0,0.087188720703125,0.0625,0.024688720703125,0.2831641582079104
11,0,0.09375,0.099609375,0.005859375,0.0625
12,0,0.095123291015625,0.099609375,0.004486083984375,0.04716073147256978
13,0,0.109588623046875,0.1171875,0.007598876953125,0.06934001670843776
14,0,0.086517333984375,0.072265625,0.014251708984375,0.16472663139329807
15,0,0.06402587890625,0.072265625,0.00823974609375,0.12869399428026693
16,0,0.09375,0.078125,0.015625,0.16666666666666666
17,0,0.092559814453125,0.09375,0.001190185546875,0.012858555885262116
18,0,0.06878662109375,0.041015625,0.02777099609375,0.40372670807453415
19,0,0.0484619140625,0.041015625,0.0074462890625,0.15365239294710328
20,0,0.146453857421875,0.154296875,0.007843017578125,0.05355282350489685
21,0,0.0687255859375,0.072265625,0.0035400390625,0.05150976909413854
22,0,0.0992431640625,0.09375,0.0054931640625,0.055350553505535055
23,0,0.0548095703125,0.072265625,0.0174560546875,0.3184855233853007
24,1,0.131378173828125,0.109375,0.022003173828125,0.16747967479674797
25,1,0.082000732421875,0.08984375,0.007843017578125,0.09564570152586528
26,1,0.19305419921875,0.205078125,0.01202392578125,0.06228264306038571
27,1,0.128997802734375,0.126953125,0.002044677734375,0.01585048497752543
28,1,0.1044921875,0.099609375,0.0048828125,0.04672897196261682
29,1,0.100616455078125,0.09375,0.006866455078125,0.06824385805277525
30,1,0.07568359375,0.080078125,0.00439453125,0.05806451612903226
31,1,0.078338623046875,0.072265625,0.006072998046875,0.07752239968835216
32,1,0.06011962890625,0.0625,0.00238037109375,0.03959390862944162
33,1,0.120269775390625,0.1484375,0.028167724609375,0.23420451662014716
34,1,0.121978759765625,0.099609375,0.022369384765625,0.18338754065549162
35,1,0.090728759765625,0.072265625,0.018463134765625,0.20349815001681804
36,1,0.173492431640625,0.205078125,0.031585693359375,0.1820580474934037
37,1,0.121124267578125,0.1171875,0.003936767578125,0.03250188964474679
38,1,0.168060302734375,0.17578125,0.007720947265625,0.04594152896313782
39,1,0.116363525390625,0.1171875,0.000823974609375,0.007081038552321007
40,1,0.109375,0.095703125,0.013671875,0.125
41,1,0.050567626953125,0.072265625,0.021697998046875,0.42908871454435726
42,1,0.119415283203125,0.099609375,0.019805908203125,0.16585739841553795
43,1,0.092498779296875,0.099609375,0.007110595703125,0.07687231936654569
44,1,0.1221923828125,0.099609375,0.0225830078125,0.1848151848151848
45,1,0.097503662109375,0.09375,0.003753662109375,0.038497652582159626
46,1,0.0797119140625,0.09375,0.0140380859375,0.17611026033690658
47,1,0.08721923828125,0.09375,0.00653076171875,0.0748775367389783
