layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,0.5813539177179337,0.5813539177179337,1.5035271495580673,1.5035271495580673,1.5695087611675262,5.174886532009461,0.9999999999981483,1,auto,auto,auto
pool3,"(4, 4, 24)",384,1.5196705050245025,1.5196705050245025,0.31119928956832155,0.44859656639375717,0.9829096794128418,0.23755062195016752,0.978394315215449,1,auto,auto,
gap,"(1, 1, 24)",24,1.5196705140794318,1.5196705140794318,0.2968468613301714,0.3924133692694047,0.6920101642608643,0.23618344884515582,0.9762952748548626,1,auto,auto,
conv3,"(8, 8, 24)",1536,1.2946324852321898,1.2946324852321898,0.28554832504338873,0.3818773445731126,0.9828457832336426,0.24299665541548152,0.9745117013955633,1,auto,auto,auto
act3,"(8, 8, 24)",1536,1.096893333493199,1.096893333493199,0.2508633257112554,0.3700987292492052,0.9829096794128418,0.2503114354913159,0.973808259157336,1,auto,,
pool2,"(8, 8, 24)",1536,0.6103489433788809,0.6103489433788809,0.0626928633563466,0.08128313756962754,0.1709505319595337,0.10109503586245572,0.9962135343384915,1,auto,auto,
conv2,"(16, 16, 24)",6144,0.5566796432325702,0.5566796432325702,0.06329045202442292,0.07778479546018786,0.17065203189849854,0.10690632584805858,0.9949981212349627,1,auto,auto,auto
act2,"(16, 16, 24)",6144,0.48665574439132797,0.48665574439132797,0.05224760730281256,0.0729481586430304,0.1709505319595337,0.10540553295171974,0.9955676913424968,1,auto,,
pad_conv3,"(10, 10, 24)",2400,0.39062332376248377,0.39062332376248377,0.040123432548061826,0.06502651005570204,0.1709505319595337,0.10109503586245572,0.9962135343384914,1,auto,,
conv1,"(32, 32, 16)",16384,0.6616212073143366,0.6616212073143366,0.02066972415916979,0.024160541236171288,0.056700050830841064,0.028379656942028986,0.9996560690402174,1,auto,auto,auto
pool1,"(16, 16, 16)",4096,0.4196307047842609,0.4196307047842609,0.018427549266682774,0.024159657160543094,0.05626022815704346,0.038437704663068194,0.9996487764835822,1,auto,auto,
pad_conv2,"(18, 18, 16)",5184,0.33156006303941604,0.33156006303941604,0.014560038926761698,0.02147525080937164,0.05626022815704346,0.038437704663068194,0.9996487764835822,1,auto,,
act1,"(32, 32, 16)",16384,0.3332625532528457,0.3332625532528457,0.014177320754962253,0.02080283746833607,0.05687648057937622,0.03836291953846967,0.9996513667785845,1,auto,,
conv0,"(64, 64, 8)",32768,0.6223821426342502,0.6223821426342502,0.011635239758317262,0.011769382612538582,0.0163545161485672,0.014624249999977808,0.9998941910637845,1,auto,auto,auto
pool0,"(32, 32, 8)",8192,0.46106808554159784,0.46106808554159784,0.007351777663103576,0.009386382569475783,0.016017019748687744,0.012410679603363577,0.9999663441614872,1,auto,auto,
pad_conv1,"(34, 34, 8)",9248,0.4084201726596853,0.4084201726596853,0.00651230132094988,0.008834242418330147,0.016017019748687744,0.012410679603363577,0.9999663441614872,1,auto,,
act0,"(64, 64, 8)",32768,0.3581087220667225,0.3581087220667225,0.0053989220617634,0.008019845840219371,0.016058292239904404,0.012345700874017443,0.9999730290659097,1,auto,,
pad_conv0,"(132, 132, 1)",17424,0.8573087178783104,0.8573087178783104,0.0002639969877643306,0.00045957961463377036,0.000972747802734375,0.0005094566319584558,0.9999999041934331,1,auto,,
