layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
conv5,"(32, 32, 32)",32768,4.644800186157227,4.644800186157227,0.05916786193847656,0.14157673721876618,1.5,0.02464846934296493,0.999695984973399,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
conv4,"(64, 64, 32)",131072,4.727845191955566,4.727845191955566,0.03888130187988281,0.11546671935131474,1.5,0.020443306340311024,0.9997908284626267,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
conv3,"(128, 128, 24)",393216,5.663708209991455,5.663708209991455,0.022949695587158203,0.09660862913314544,2.0,0.0141785163912761,0.9998993599136755,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
gap,"(1, 1, 32)",32,0.7102508544921875,0.7102508544921875,0.0540008544921875,0.08732602451580102,0.2421875,0.08779547494279112,0.9961514979747516,1,auto,auto,
output_dense,"(1,)",1,0.056640625,0.056640625,0.056640625,0.056640625,0.0625,1.0,0.0,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
pool5,"(16, 16, 32)",8192,0.7102508544921875,0.7102508544921875,0.0036468505859375,0.04492452043665163,1.0,0.04379356641031173,0.9990393496570178,1,auto,auto,
act5,"(32, 32, 32)",32768,0.6519241333007812,0.6519241333007812,0.003246307373046875,0.041923676213683016,1.0,0.042672923264779214,0.9990880869975957,1,"ufixed<2,1,RND_CONV,SAT,0>",,
conv2,"(256, 256, 24)",1572864,2.6106800635655723,2.6106800635655723,0.00361021359761556,0.03287282587541172,1.0,0.010640064379219237,0.9999433290368266,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
act4,"(64, 64, 32)",131072,0.7645301818847656,0.7645301818847656,0.0019807815551757812,0.03285691231586268,1.0,0.030963232308919945,0.9995204306880316,1,"ufixed<2,1,RND_CONV,SAT,0>",,
act3,"(128, 128, 24)",393216,0.7252531051635742,0.7252531051635742,0.001575469970703125,0.030502445666378497,1.5,0.029595531849449953,0.999561560244828,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool4,"(32, 32, 32)",32768,0.8030281066894531,0.8030281066894531,0.001461029052734375,0.028061943642508216,1.0,0.02568219404764147,0.9996701024765193,1,auto,auto,
pad_conv5,"(34, 34, 32)",36992,0.7113328557525952,0.7113328557525952,0.0012941987456747406,0.02641124107530185,1.0,0.025682194047641473,0.9996701024765193,1,auto,,
pool3,"(64, 64, 24)",98304,0.7947413126627604,0.7947413126627604,0.0010579427083333333,0.02388624542731608,1.0,0.022039786934733373,0.9997569552903209,1,auto,auto,
pad_conv4,"(66, 66, 24)",104544,0.7473049625038262,0.7473049625038262,0.0009947964493419038,0.023162419808306498,1.0,0.02203978693473337,0.9997569552903209,1,auto,,
act2,"(256, 256, 24)",1572864,0.706044594446818,0.706044594446818,0.0008420944213867188,0.02112779319276956,1.0,0.021406385411981785,0.9997706038888614,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool2,"(128, 128, 24)",393216,0.8371343612670898,0.8371343612670898,0.0007534027099609375,0.019761689505063476,1.0,0.01821052128776645,0.999833988837993,1,auto,auto,
pad_conv3,"(130, 130, 24)",405600,0.8115745192307692,0.8115745192307692,0.0007303994082840236,0.019457663512677886,1.0,0.018210521287766446,0.999833988837993,1,auto,,
conv1,"(512, 512, 16)",4194304,3.0851268619298935,3.0851268619298935,0.0009490400552749634,0.015425680554562438,0.5,0.004345479731361028,0.9999905579588702,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
pool1,"(256, 256, 16)",1048576,0.5245325565338135,0.5245325565338135,0.00012934207916259766,0.008037448238901887,0.5,0.009254840520569615,0.9999571284657761,1,auto,auto,
pad_conv2,"(258, 258, 16)",1065024,0.5164317893305691,0.5164317893305691,0.0001273445481040803,0.007975142438600322,0.5,0.009254840520569615,0.9999571284657761,1,auto,,
act1,"(512, 512, 16)",4194304,0.4894763231277466,0.4894763231277466,8.383393287658691e-05,0.006475196400812435,1.0,0.0076289526737205425,0.9999708663340973,1,"ufixed<2,1,RND_CONV,SAT,0>",,
act0,"(1024, 1024, 8)",8388608,0.5421196520328522,0.5421196520328522,8.340179920196533e-05,0.006456835316892963,0.5,0.007693111461562175,0.9999704014369275,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool0,"(512, 512, 8)",2097152,0.6075007319450378,0.6075007319450378,4.5299530029296875e-05,0.00475897283959509,0.5,0.005286625449802983,0.9999860247025353,1,auto,auto,
pad_conv1,"(514, 514, 8)",2113568,0.6027822975177519,0.6027822975177519,4.494769035110297e-05,0.004740455435549972,0.5,0.005286625449802983,0.9999860247025353,1,auto,,
conv0,"(1024, 1024, 8)",8388608,1.4845773923729373,1.4845773923729373,0.0006195020020718783,0.0008137276194006141,0.004256725311279297,0.0005052328719505273,0.9999999075189117,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
pad_conv0,"(2052, 2052, 1)",4210704,0.9089026631248298,0.9089026631248298,0.00028158933465526076,0.0004750707588833279,0.000972747802734375,0.0005113669894638752,0.9999999038085053,1,auto,,
