experiment_name,phase,status,tier,input_resolution,num_layers,conv_filters,final_feature_map_shape,final_avg_pool,final_pool_area,final_pool_work,weight_bits,activation_bits,pruning_target,actual_global_sparsity,actual_sparsity_per_layer,nonzero_parameter_count,reuse_factor,software_accuracy,software_auc,software_pr_auc,software_precision,software_recall,software_f1,false_positive_rate,false_negative_rate,confusion_matrix,keras_hls4ml_prediction_agreement,changed_predictions,mean_output_difference,max_output_difference,hls4ml_conversion_status,hls4ml_csim_status,synthesis_status,LUT,FF,BRAM,DSP,latency,clock_period,failure_stage,failure_reason,run_root,hls_sweep_root,config_path
res256_layers6_W8A8_P50_RF1,5,success,green,256,6,"[8, 16, 24, 24, 32, 32]",2x2x32,"[2, 2]",4,128,8,8,50,0.49938819210767815,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""output_dense"": 0.0}",13092,1,0.8907563025210085,0.9635618953463738,0.9693129342090775,0.8780487804878049,0.907563025210084,0.8925619834710744,0.12605042016806722,0.09243697478991597,"[[104, 15], [11, 108]]",0.9791666666666666,1,0.0719502791762352,0.2451171875,success,success,success,550498,140473,193,455,202814,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8/hls_sweeps/RF1_hls_0b76287d64be,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers6_W8A8_P50_RF1.yaml
res256_layers6_W8A8_P50_RF16,5,success,green,256,6,"[8, 16, 24, 24, 32, 32]",2x2x32,"[2, 2]",4,128,8,8,50,0.49938819210767815,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""output_dense"": 0.0}",13092,16,0.8907563025210085,0.9635618953463738,0.9693129342090775,0.8780487804878049,0.907563025210084,0.8925619834710744,0.12605042016806722,0.09243697478991597,"[[104, 15], [11, 108]]",0.9791666666666666,1,0.0719502791762352,0.2451171875,success,success,success,399861,132792,201,327,743609,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8/hls_sweeps/RF16_hls_2ae4f9f993ba,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers6_W8A8_P50_RF16.yaml
res256_layers6_W8A8_P50_RF2,5,success,green,256,6,"[8, 16, 24, 24, 32, 32]",2x2x32,"[2, 2]",4,128,8,8,50,0.49938819210767815,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""output_dense"": 0.0}",13092,2,0.8907563025210085,0.9635618953463738,0.9693129342090775,0.8780487804878049,0.907563025210084,0.8925619834710744,0.12605042016806722,0.09243697478991597,"[[104, 15], [11, 108]]",0.9791666666666666,1,0.0719502791762352,0.2451171875,success,success,success,551688,210022,201,2610,202814,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8/hls_sweeps/RF2_hls_03b2e6380d64,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers6_W8A8_P50_RF2.yaml
res256_layers6_W8A8_P50_RF32,5,success,green,256,6,"[8, 16, 24, 24, 32, 32]",2x2x32,"[2, 2]",4,128,8,8,50,0.49938819210767815,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""output_dense"": 0.0}",13092,32,0.8907563025210085,0.9635618953463738,0.9693129342090775,0.8780487804878049,0.907563025210084,0.8925619834710744,0.12605042016806722,0.09243697478991597,"[[104, 15], [11, 108]]",0.9791666666666666,1,0.0719502791762352,0.2451171875,success,success,success,380490,137196,201,164,1081609,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8/hls_sweeps/RF32_hls_a52a4f5c8eb0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers6_W8A8_P50_RF32.yaml
res256_layers6_W8A8_P50_RF4,5,success,green,256,6,"[8, 16, 24, 24, 32, 32]",2x2x32,"[2, 2]",4,128,8,8,50,0.49938819210767815,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""output_dense"": 0.0}",13092,4,0.8907563025210085,0.9635618953463738,0.9693129342090775,0.8780487804878049,0.907563025210084,0.8925619834710744,0.12605042016806722,0.09243697478991597,"[[104, 15], [11, 108]]",0.9791666666666666,1,0.0719502791762352,0.2451171875,success,success,success,480508,161915,201,1305,270412,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8/hls_sweeps/RF4_hls_4d37d781c0e9,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers6_W8A8_P50_RF4.yaml
res256_layers6_W8A8_P50_RF8,5,success,green,256,6,"[8, 16, 24, 24, 32, 32]",2x2x32,"[2, 2]",4,128,8,8,50,0.49938819210767815,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""output_dense"": 0.0}",13092,8,0.8907563025210085,0.9635618953463738,0.9693129342090775,0.8780487804878049,0.907563025210084,0.8925619834710744,0.12605042016806722,0.09243697478991597,"[[104, 15], [11, 108]]",0.9791666666666666,1,0.0719502791762352,0.2451171875,success,success,success,433611,140574,201,653,473209,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers6_W8A8_P50_RFbase_e7705f9077f8/hls_sweeps/RF8_hls_6a8b77936ad4,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers6_W8A8_P50_RF8.yaml
res256_layers7_W8A8_P50_RF1,5,success,green,256,7,"[8, 16, 24, 24, 32, 32, 32]",1x1x32,"[1, 1]",1,32,8,8,50,0.49954761366206746,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""conv6"": 0.5, ""output_dense"": 0.0}",17700,1,0.9453781512605042,0.9835463597203588,0.985193861014664,0.9649122807017544,0.9243697478991597,0.944206008583691,0.03361344537815126,0.07563025210084033,"[[115, 4], [9, 110]]",0.9583333333333334,2,0.0935872420668602,0.4697265625,success,success,success,701645,181479,193,894,202814,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_74abd8967440,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_74abd8967440/hls_sweeps/RF1_hls_ec24b5cc81fe,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers7_W8A8_P50_RF1.yaml
res256_layers7_W8A8_P50_RF16,5,success,green,256,7,"[8, 16, 24, 24, 32, 32, 32]",1x1x32,"[1, 1]",1,32,8,8,50,0.49954761366206746,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""conv6"": 0.5, ""output_dense"": 0.0}",17700,16,0.9453781512605042,0.9835463597203588,0.985193861014664,0.9649122807017544,0.9243697478991597,0.944206008583691,0.03361344537815126,0.07563025210084033,"[[115, 4], [9, 110]]",0.9583333333333334,2,0.0935872420668602,0.4697265625,success,success,success,438312,163508,209,647,743609,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_74abd8967440,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_74abd8967440/hls_sweeps/RF16_hls_45017a6dee1e,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers7_W8A8_P50_RF16.yaml
res256_layers7_W8A8_P50_RF2,5,success,green,256,7,"[8, 16, 24, 24, 32, 32, 32]",1x1x32,"[1, 1]",1,32,8,8,50,0.49954761366206746,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""conv6"": 0.5, ""output_dense"": 0.0}",17700,2,0.9453781512605042,0.9835463597203588,0.985193861014664,0.9649122807017544,0.9243697478991597,0.944206008583691,0.03361344537815126,0.07563025210084033,"[[115, 4], [9, 110]]",0.9583333333333334,2,0.0935872420668602,0.4697265625,success,success,success,712599,324810,209,5166,202814,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_74abd8967440,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_74abd8967440/hls_sweeps/RF2_hls_2f69d3274d82,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers7_W8A8_P50_RF2.yaml
res256_layers7_W8A8_P50_RF32,5,success,green,256,7,"[8, 16, 24, 24, 32, 32, 32]",1x1x32,"[1, 1]",1,32,8,8,50,0.49954761366206746,"{""conv0"": 0.5, ""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5, ""conv4"": 0.5, ""conv5"": 0.5, ""conv6"": 0.5, ""output_dense"": 0.0}",17700,32,0.9453781512605042,0.9835463597203588,0.985193861014664,0.9649122807017544,0.9243697478991597,0.944206008583691,0.03361344537815126,0.07563025210084033,"[[115, 4], [9, 110]]",0.9583333333333334,2,0.0935872420668602,0.4697265625,success,success,success,410496,161393,209,324,1149209,5.00 ns,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_74abd8967440,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_74abd8967440/hls_sweeps/RF32_hls_5e0f667cf9a3,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/configs/hls4ml_selected_feasible_candidates_rf_p50_existing/all/res256_layers7_W8A8_P50_RF32.yaml
