layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,0.101837158203125,0.101837158203125,0.124725341796875,0.124725341796875,0.144287109375,1.236231488769663,0.9999999999500837,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
gap,"(1, 1, 16)",16,0.3450164794921875,0.3450164794921875,0.0332794189453125,0.04867992908968413,0.1240234375,0.10657831223183108,0.9942777154286594,1,auto,auto,
pool1,"(16, 16, 16)",4096,0.3450164794921875,0.3450164794921875,0.0014801025390625,0.01886722531142277,0.25,0.03955590324947042,0.999185157915121,1,auto,auto,
act1,"(32, 32, 16)",16384,0.2422943115234375,0.2422943115234375,0.00130462646484375,0.01784469286237434,0.25,0.04690780810072812,0.9988715501261175,1,"ufixed<4,2,RND_CONV,SAT,0>",,
conv1,"(32, 32, 16)",16384,0.7219748497009277,0.7219748497009277,0.002007007598876953,0.008913637886911803,0.125,0.009177774901835248,0.9999563960055409,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pool0,"(32, 32, 8)",8192,0.48503875732421875,0.48503875732421875,0.00030517578125,0.008570703025337082,0.25,0.01135406436892031,0.9999330403125808,1,auto,auto,
pad_conv1,"(34, 34, 8)",9248,0.4296537089100346,0.4296537089100346,0.0002703287197231834,0.008066544023846666,0.25,0.011354064368920311,0.9999330403125808,1,auto,,
act0,"(64, 64, 8)",32768,0.3763542175292969,0.3763542175292969,0.00019073486328125,0.006874474252202691,0.25,0.010778191383726057,0.9999414100250505,1,"ufixed<4,2,RND_CONV,SAT,0>",,
conv0,"(64, 64, 8)",32768,0.7580593854056747,0.7580593854056747,0.00037233925799462497,0.0004836119712218154,0.0023347139358520508,0.0005133582355454764,0.999999902955264,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pad_conv0,"(132, 132, 1)",17424,0.8573087178783104,0.8573087178783104,0.0002639969877643306,0.00045957961463377036,0.000972747802734375,0.0005094566319584558,0.9999999041934331,1,auto,,
