epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.694983,0.696355,0.696355,0.633147,0.756930,0.251601,0.489362,0.500000,0.000000,0.000000,0.764493,0.786504,0.000000,0.000000,0.041545,0.469081,0.469104,0.469080,0.723404,0.779661,0.696354,0.696354,0.633146,0.756929,0.251601,0.489362,0.500000,0.000000,0.000000,0.771739,0.790377,0.000000,0.000000,0.041545,0.469081,0.469105,0.469093,0.744681,0.760000
2,0.694750,0.695972,0.695972,0.637451,0.752055,0.251410,0.489362,0.500000,0.000000,0.000000,0.801630,0.806404,0.000000,0.000000,0.039259,0.471362,0.471397,0.471371,0.787234,0.821429,0.695971,0.695971,0.637450,0.752054,0.251410,0.489362,0.500000,0.000000,0.000000,0.813406,0.817627,0.000000,0.000000,0.039259,0.471361,0.471397,0.471372,0.787234,0.814815
3,0.694454,0.695454,0.695454,0.643748,0.745005,0.251152,0.489362,0.500000,0.000000,0.000000,0.846014,0.834777,0.000000,0.000000,0.035932,0.474680,0.474732,0.474708,0.829787,0.846154,0.695453,0.695453,0.643747,0.745005,0.251152,0.489362,0.500000,0.000000,0.000000,0.842391,0.831427,0.000000,0.000000,0.035932,0.474680,0.474732,0.474708,0.829787,0.840000
4,0.694136,0.694883,0.694883,0.651373,0.736580,0.250867,0.489362,0.500000,0.000000,0.000000,0.865942,0.850175,0.000000,0.000000,0.031928,0.478671,0.478749,0.478746,0.808511,0.790698,0.694883,0.694883,0.651370,0.736582,0.250867,0.489362,0.500000,0.000000,0.000000,0.864130,0.849307,0.000000,0.000000,0.031929,0.478669,0.478747,0.478741,0.808511,0.790698
5,0.694144,0.694349,0.694349,0.659396,0.727846,0.250601,0.489362,0.500000,0.000000,0.000000,0.898551,0.888767,0.000000,0.000000,0.027745,0.482836,0.482948,0.482911,0.872340,0.869565,0.694349,0.694349,0.659391,0.727850,0.250601,0.489362,0.500000,0.000000,0.000000,0.903080,0.893610,0.000000,0.000000,0.027747,0.482834,0.482946,0.482909,0.893617,0.893617
6,0.693494,0.694307,0.694307,0.659808,0.727367,0.250579,0.489362,0.500000,0.000000,0.000000,0.913043,0.915698,0.000000,0.000000,0.027522,0.483050,0.483179,0.483134,0.893617,0.893617,0.694307,0.694307,0.659803,0.727373,0.250579,0.489362,0.500000,0.000000,0.000000,0.916667,0.920078,0.000000,0.000000,0.027525,0.483047,0.483177,0.483136,0.893617,0.893617
7,0.693589,0.693851,0.693851,0.667239,0.719353,0.250352,0.489362,0.500000,0.000000,0.000000,0.907609,0.908178,0.000000,0.000000,0.023664,0.486877,0.487067,0.487005,0.893617,0.893617,0.693851,0.693851,0.667232,0.719361,0.250352,0.489362,0.500000,0.000000,0.000000,0.909420,0.911966,0.000000,0.000000,0.023668,0.486873,0.487064,0.487007,0.893617,0.893617
8,0.693270,0.693692,0.693692,0.669778,0.716609,0.250272,0.489362,0.500000,0.000000,0.000000,0.909420,0.911116,0.000000,0.000000,0.022344,0.488178,0.488405,0.488328,0.893617,0.893617,0.693692,0.693692,0.669771,0.716617,0.250273,0.489362,0.500000,0.000000,0.000000,0.909420,0.911966,0.000000,0.000000,0.022348,0.488174,0.488402,0.488330,0.893617,0.893617
9,0.693119,0.693438,0.693438,0.674139,0.711933,0.250145,0.489362,0.500000,0.000000,0.000000,0.896739,0.895715,0.000000,0.000000,0.020085,0.490405,0.490695,0.490645,0.872340,0.869565,0.693439,0.693439,0.674130,0.711942,0.250146,0.489362,0.500000,0.000000,0.000000,0.903986,0.903437,0.000000,0.000000,0.020090,0.490401,0.490690,0.490628,0.872340,0.869565
10,0.693326,0.692969,0.692969,0.685045,0.700562,0.249911,0.489362,0.500000,0.000000,0.000000,0.875000,0.867681,0.000000,0.000000,0.014515,0.495933,0.496306,0.496247,0.851064,0.844444,0.692969,0.692969,0.685033,0.700573,0.249911,0.489362,0.500000,0.000000,0.000000,0.878623,0.869318,0.000000,0.000000,0.014521,0.495926,0.496301,0.496226,0.851064,0.844444
