epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.694951,0.693118,0.693118,0.700587,0.685649,0.249986,0.500000,0.500000,0.500000,1.000000,0.828125,0.887568,0.666667,0.000000,0.003735,0.503706,0.503763,0.503748,0.833333,0.809524,0.693117,0.693117,0.700587,0.685648,0.249985,0.500000,0.500000,0.500000,1.000000,0.828125,0.888498,0.666667,0.000000,0.003735,0.503706,0.503764,0.503744,0.854167,0.829268
2,0.693828,0.693154,0.693154,0.704993,0.681315,0.250003,0.500000,0.500000,0.500000,1.000000,0.821181,0.882517,0.666667,0.000000,0.005920,0.505888,0.505951,0.505947,0.833333,0.800000,0.693152,0.693152,0.704989,0.681315,0.250002,0.500000,0.500000,0.500000,1.000000,0.835069,0.891706,0.666667,0.000000,0.005919,0.505886,0.505951,0.505931,0.854167,0.829268
3,0.693410,0.693108,0.693108,0.697331,0.688885,0.249980,0.500000,0.500000,0.500000,1.000000,0.832465,0.888377,0.666667,0.000000,0.002112,0.502088,0.502136,0.502135,0.833333,0.800000,0.693107,0.693107,0.697330,0.688884,0.249980,0.500000,0.500000,0.500000,1.000000,0.845486,0.896915,0.666667,0.000000,0.002112,0.502087,0.502136,0.502119,0.854167,0.829268
4,0.693249,0.693078,0.693078,0.696271,0.689885,0.249965,0.500000,0.500000,0.500000,1.000000,0.861979,0.905384,0.666667,0.000000,0.001597,0.501560,0.501634,0.501611,0.854167,0.829268,0.693077,0.693077,0.696273,0.689882,0.249965,0.500000,0.500000,0.500000,1.000000,0.873264,0.911391,0.666667,0.000000,0.001598,0.501560,0.501635,0.501608,0.854167,0.829268
5,0.693594,0.693048,0.693048,0.701234,0.684861,0.249950,0.500000,0.500000,0.500000,1.000000,0.876736,0.911694,0.666667,0.000000,0.004094,0.504027,0.504160,0.504122,0.854167,0.829268,0.693047,0.693047,0.701235,0.684859,0.249950,0.500000,0.500000,0.500000,1.000000,0.890625,0.919067,0.666667,0.000000,0.004094,0.504028,0.504161,0.504112,0.854167,0.829268
6,0.693864,0.693119,0.693119,0.687279,0.698958,0.249986,0.500000,0.500000,0.000000,0.000000,0.906250,0.934576,0.000000,0.000000,0.002920,0.497057,0.497103,0.497078,0.875000,0.857143,0.693117,0.693117,0.687279,0.698955,0.249985,0.500000,0.500000,0.000000,0.000000,0.918403,0.942328,0.000000,0.000000,0.002919,0.497057,0.497104,0.497082,0.875000,0.857143
7,0.693179,0.693075,0.693075,0.690667,0.695484,0.249964,0.500000,0.500000,0.000000,0.000000,0.906250,0.932632,0.000000,0.000000,0.001204,0.498758,0.498833,0.498783,0.875000,0.875000,0.693074,0.693074,0.690668,0.695479,0.249963,0.500000,0.500000,0.000000,0.000000,0.916667,0.941306,0.000000,0.000000,0.001203,0.498759,0.498835,0.498792,0.895833,0.883721
8,0.693152,0.692996,0.692996,0.693130,0.692862,0.249924,0.708333,0.708333,0.647059,0.916667,0.934028,0.951094,0.758621,0.458349,0.208243,0.499991,0.500143,0.500038,0.895833,0.893617,0.692995,0.692995,0.693131,0.692858,0.249924,0.708333,0.708333,0.638889,0.958333,0.940972,0.955762,0.766667,0.481125,0.208242,0.499992,0.500145,0.500054,0.895833,0.883721
9,0.693176,0.692911,0.692911,0.694599,0.691224,0.249882,0.500000,0.500000,0.500000,1.000000,0.961806,0.969793,0.666667,0.000000,0.000844,0.500725,0.500962,0.500809,0.916667,0.913043,0.692909,0.692909,0.694596,0.691221,0.249881,0.500000,0.500000,0.500000,1.000000,0.970486,0.977412,0.666667,0.000000,0.000844,0.500724,0.500964,0.500797,0.937500,0.938776
10,0.693779,0.692876,0.692876,0.697760,0.687993,0.249865,0.500000,0.500000,0.500000,1.000000,0.958333,0.967313,0.666667,0.000000,0.002442,0.502301,0.502584,0.502406,0.895833,0.888889,0.692873,0.692872,0.697756,0.687989,0.249863,0.500000,0.500000,0.500000,1.000000,0.963542,0.972491,0.666667,0.000000,0.002442,0.502299,0.502586,0.502398,0.916667,0.913043
