sample_index,sample_id,class_label,class_name,app_name,ro_count,bitstream_path,input_path,input_sha256,input_bytes
0,it1_B003,0,benign,user_interrupts,0,config_003/vfpga_c003_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0000.bin,cb571726fb190ad03643f85b8c90e3a45994cf0d401ef7d1058179b6b70f9019,131072
1,it1_B008,0,benign,hello_world_nodbg,0,config_008/vfpga_c008_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0001.bin,70aad8c14eef2090d2870f02b0c2e3b795ca07797fde5ad78eafdb2f04ae4f85,131072
2,it1_B011,0,benign,user_interrupts_nodbg,0,config_011/vfpga_c011_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0002.bin,802e7a52cef048d3180aed990136a5389ca43ca61b348c93d9dc663fdeb9eeae,131072
3,it1_B013,0,benign,multithreading_aes_nodbg,0,config_013/vfpga_c013_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0003.bin,563e8f923162f55ffb86ba2e9d68dadaf8d020df3afd01745c577ba75059e748,131072
4,it1_B019,0,benign,perf_fpga,0,config_019/vfpga_c019_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0004.bin,8b8b967b1c2dff9e260ce0f39f37df1176331b56913a8e599651fae43efc7808,131072
5,it1_B029,0,benign,euclidean_nodbg,0,config_029/vfpga_c029_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0005.bin,a9532e988222c7f7155cc933523d40bc6a55877318dba55fcb5fb448b0cd5c97,131072
6,it1_B030,0,benign,hello_world,0,config_030/vfpga_c030_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0006.bin,f3cc0b0e562ffd17386a645563bc91b9be2c37f2a52ac994ab4b526323acb5a6,131072
7,it1_B035,0,benign,multithreading_aes,0,config_035/vfpga_c035_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0007.bin,45094a544339dccc016de7e3ba491d241f29269949c21fa94a42fd96a376e8af,131072
8,it1_B044,0,benign,euclidean_nodbg,0,config_044/vfpga_c044_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0008.bin,55e6fa72ea17f7363a0f9cd39236e1d2c3cac8ab401d4c473b274453382645d9,131072
9,it1_B053,0,benign,hello_world_nodbg,0,config_053/vfpga_c053_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0009.bin,3112484f51bb4871e9621ebf9b447e8cd59195b08f80856b4348aa949361cdbf,131072
10,it1_B062,0,benign,multitenancy_aes,0,config_062/vfpga_c062_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0010.bin,91f930438f1df6947fdbfd95aed150eee3be68efd7073ca1b71dc8e7e9fe14d3,131072
11,it1_B066,0,benign,euclidean,0,config_066/vfpga_c066_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_pruned_qat/20260428_215305_pruned_qat_w6_a6_s50_img256_lr3e4_kfold5_9e1fd8d44ec9/hls_sweeps/rf1_hls_8628c19d5607/fold_0/u55c_deployment/prepared_inputs/sample_0011.bin,0202701e444d8692879eed51c0ed100a3c6d7f386525becb9566aed54ff88348,131072
