layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,0.0390625,0.0390625,0.158203125,0.158203125,0.2109375,3.6974025974025975,0.7499999999328415,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
gap,"(1, 1, 24)",24,0.7217610677083334,0.7217610677083334,0.063232421875,0.10257245323132187,0.25,0.10498636451486287,0.9944799528662406,1,auto,auto,
act0,"(64, 64, 8)",32768,0.48427581787109375,0.48427581787109375,4.9591064453125e-05,0.004969187672410022,0.5,0.00607897045147391,0.9999814482469833,1,"ufixed<2,1,RND_CONV,SAT,0>",,
conv1,"(32, 32, 16)",16384,2.4953536987304688,2.4953536987304688,0.0003204345703125,0.004475171577105312,0.25,0.0015300443985545053,0.9999953210335877,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
pool0,"(32, 32, 8)",8192,0.5434417724609375,0.5434417724609375,1.52587890625e-05,0.0013810679320049757,0.5,0.0015721094101458575,0.9999950570906029,1,auto,auto,
pad_conv1,"(34, 34, 8)",9248,0.4813878676470588,0.4813878676470588,1.351643598615917e-05,0.001299828641887036,0.5,0.0015721094101458575,0.9999950570906029,1,auto,,
conv0,"(64, 64, 8)",32768,1.4083808677926868,1.4083808677926868,0.0006442161144661895,0.0008412303569110415,0.003977298736572266,0.0005095109649292353,0.999999905008818,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
pad_conv0,"(132, 132, 1)",17424,0.8573087178783104,0.8573087178783104,0.0002639969877643306,0.00045957961463377036,0.000972747802734375,0.0005094566319584558,0.9999999041934331,1,auto,,
act1,"(32, 32, 16)",16384,0.46279144287109375,0.46279144287109375,0.0,0.0,0.0,0.0,0.9999999999999999,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool1,"(16, 16, 16)",4096,0.487152099609375,0.487152099609375,0.0,0.0,0.0,0.0,0.9999999999999997,1,auto,auto,
pad_conv2,"(18, 18, 16)",5184,0.38491030092592593,0.38491030092592593,0.0,0.0,0.0,0.0,0.9999999999999997,1,auto,,
conv2,"(16, 16, 24)",6144,2.2343241373697915,2.2343241373697915,0.0,0.0,0.0,0.0,1.0,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
act2,"(16, 16, 24)",6144,0.6347452799479166,0.6347452799479166,0.0,0.0,0.0,0.0,0.9999999999999998,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool2,"(8, 8, 24)",1536,0.7217610677083334,0.7217610677083334,0.0,0.0,0.0,0.0,0.9999999999999994,1,auto,auto,
