layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
conv5,"(4, 4, 32)",512,7.88189697265625,7.88189697265625,0.32684326171875,0.4210575088471604,1.625,0.04441420044106243,0.9990000036745772,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
conv4,"(8, 8, 32)",2048,5.9744720458984375,5.9744720458984375,0.2015533447265625,0.31337053378880536,2.0,0.04255780427122206,0.999075187073172,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
pool5,"(2, 2, 32)",128,1.8515625,1.8515625,0.03515625,0.15482201139077734,1.5,0.061926575358572614,0.9979949415225375,1,auto,auto,
act5,"(4, 4, 32)",512,1.340087890625,1.340087890625,0.03515625,0.15064480603122396,1.5,0.0713004655858232,0.9973959052496246,1,"ufixed<3,2,RND_CONV,SAT,0>",,
conv3,"(16, 16, 24)",6144,3.373046875,3.373046875,0.0584259033203125,0.1423610826607868,1.375,0.03529399424319545,0.9993627022126927,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
act4,"(8, 8, 32)",2048,1.5098876953125,1.5098876953125,0.02447509765625,0.12431426710638895,1.5,0.05556317047631114,0.99841839508572,1,"ufixed<3,2,RND_CONV,SAT,0>",,
gap,"(1, 1, 32)",32,1.8515625,1.8515625,0.0625,0.12222911481649323,0.375,0.050823387117343494,0.9987419370823034,1,auto,auto,
pool4,"(4, 4, 32)",512,1.903564453125,1.903564453125,0.025146484375,0.12108048681840144,1.5,0.048147517475546166,0.9988133651997607,1,auto,auto,
pool3,"(8, 8, 24)",1536,1.5091959635416667,1.5091959635416667,0.013997395833333334,0.08709708656218576,1.0,0.039703616139486,0.9991890310623688,1,auto,auto,
act3,"(16, 16, 24)",6144,1.249267578125,1.249267578125,0.0135498046875,0.08657591554148089,1.0,0.044060050304030235,0.9990077539460551,1,"ufixed<3,2,RND_CONV,SAT,0>",,
output_dense,"(1,)",1,0.1796875,0.1796875,0.0859375,0.0859375,0.1875,0.55,0.7499999999752001,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
pad_conv5,"(6, 6, 32)",1152,0.8460286458333334,0.8460286458333334,0.011176215277777778,0.08072032454560096,1.5,0.04814751747554616,0.9988133651997607,1,auto,,
pad_conv4,"(10, 10, 24)",2400,0.9658854166666667,0.9658854166666667,0.008958333333333334,0.06967766924974861,1.0,0.039703616139486,0.9991890310623688,1,auto,,
pool2,"(16, 16, 24)",6144,0.5308634440104166,0.5308634440104166,0.0029093424479166665,0.037579841722833775,0.5,0.041703511567934566,0.9991049886145575,1,auto,auto,
act2,"(32, 32, 24)",24576,0.4111480712890625,0.4111480712890625,0.0024515787760416665,0.03467917454841447,0.5,0.04553079225208354,0.9989432766351373,1,"ufixed<3,2,RND_CONV,SAT,0>",,
pad_conv3,"(18, 18, 24)",7776,0.41944765946502055,0.41944765946502055,0.0022987397119341563,0.03340430375363002,0.5,0.041703511567934566,0.9991049886145575,1,auto,,
conv2,"(32, 32, 24)",24576,0.7537002563476562,0.7537002563476562,0.005132039388020833,0.027653816858317685,0.5,0.029099406510665282,0.9995719850160005,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
act1,"(64, 64, 16)",65536,0.27811241149902344,0.27811241149902344,0.0005855560302734375,0.017029568740758033,0.5,0.03302776188189859,0.9994492205121448,1,"ufixed<3,2,RND_CONV,SAT,0>",,
pool1,"(32, 32, 16)",16384,0.3509063720703125,0.3509063720703125,0.00052642822265625,0.016115174930753245,0.5,0.026329877276512967,0.9996488735789262,1,auto,auto,
pad_conv2,"(34, 34, 16)",18496,0.3108374783737024,0.3108374783737024,0.00046631704152249134,0.01516722346423835,0.5,0.026329877276512967,0.9996488735789262,1,auto,,
conv1,"(64, 64, 16)",65536,0.8609557151794434,0.8609557151794434,0.0015492439270019531,0.013902846883165516,0.25,0.013994469146560704,0.9999015214513086,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
pool0,"(64, 64, 8)",32768,0.2852020263671875,0.2852020263671875,0.0001678466796875,0.009137097481092775,0.5,0.016852011837488797,0.9998572605529902,1,auto,auto,
pad_conv1,"(66, 66, 8)",34848,0.26817894857667585,0.26817894857667585,0.00015782828282828284,0.00886021573924148,0.5,0.016852011837488797,0.9998572605529902,1,auto,,
act0,"(128, 128, 8)",131072,0.2342996597290039,0.2342996597290039,0.00013446807861328125,0.008186729603522007,0.5,0.017261487590737912,0.9998505471675084,1,"ufixed<3,2,RND_CONV,SAT,0>",,
conv0,"(128, 128, 8)",131072,0.8104675105833392,0.8104675105833392,0.0003689716245682817,0.00047641721858243284,0.0021398067474365234,0.0005149924809109004,0.9999999022560414,1,auto,auto,"fixed<3,1,TRN,WRAP,0>"
pad_conv0,"(260, 260, 1)",67600,0.8846841305467633,0.8846841305467633,0.00027427549984205526,0.00046882548768631394,0.000972747802734375,0.0005115040917160544,0.9999999038147784,1,auto,,
