idx,label,keras_logit,hls_logit,abs_err,rel_err
0,0,-1.96783447265625,-1.84375,0.12408447265625,0.06305635681275394
1,0,-2.0816650390625,-2.109375,0.0277099609375,0.01331144080220489
2,0,-2.1368408203125,-2.140625,0.0037841796875,0.0017709225935447015
3,0,-2.0001220703125,-1.765625,0.2344970703125,0.11724137931034483
4,0,-1.7034912109375,-1.578125,0.1253662109375,0.07359369401648155
5,0,-1.254150390625,-1.34375,0.089599609375,0.07144247615339692
6,0,-1.06317138671875,-0.953125,0.11004638671875,0.10350766404500833
7,0,-0.5714111328125,-0.5625,0.0089111328125,0.015594958342234566
8,0,-0.81744384765625,-0.65625,0.16119384765625,0.19719256327932502
9,0,-1.32305908203125,-1.421875,0.09881591796875,0.07468745675139549
10,0,-1.23504638671875,-1.125,0.11004638671875,0.08910303928836175
11,0,-2.08740234375,-1.84375,0.24365234375,0.11672514619883041
12,0,-1.8203125,-1.578125,0.2421875,0.13304721030042918
13,0,-0.53033447265625,-0.453125,0.07720947265625,0.14558637357578547
14,0,-1.00909423828125,-0.859375,0.14971923828125,0.1483699268130406
15,0,-0.92315673828125,-1.15625,0.23309326171875,0.25249586776859506
16,0,-1.625732421875,-1.578125,0.047607421875,0.02928367622766181
17,0,-1.489013671875,-1.453125,0.035888671875,0.024102311854402363
18,0,-2.34942626953125,-2.171875,0.17755126953125,0.07557218195516067
19,0,-2.00189208984375,-2.03125,0.02935791015625,0.01466508125247721
20,0,-2.4951171875,-2.5,0.0048828125,0.0019569471624266144
21,0,-2.864990234375,-2.84375,0.021240234375,0.007413719642096293
22,0,-3.178466796875,-2.875,0.303466796875,0.09547584299869422
23,0,-1.1177978515625,-1.203125,0.0853271484375,0.0763350442284591
24,1,1.46563720703125,2.0,0.53436279296875,0.3645941781535002
25,1,2.08837890625,2.078125,0.01025390625,0.004909983633387889
26,1,5.71234130859375,5.953125,0.24078369140625,0.04215148892521717
27,1,0.84417724609375,0.875,0.03082275390625,0.036512182777817946
28,1,2.32122802734375,2.328125,0.00689697265625,0.0029712602876600666
29,1,2.717041015625,2.59375,0.123291015625,0.04537694312157427
30,1,2.09124755859375,1.890625,0.20062255859375,0.09593438986661997
31,1,3.51397705078125,3.484375,0.02960205078125,0.008424087679988883
32,1,1.9686279296875,1.890625,0.0780029296875,0.03962299249705463
33,1,4.9420166015625,5.125,0.1829833984375,0.037026059034210204
34,1,5.06622314453125,4.90625,0.15997314453125,0.031576411059574726
35,1,0.99359130859375,1.140625,0.14703369140625,0.14798206278026907
36,1,1.4288330078125,1.359375,0.0694580078125,0.048611704399829134
37,1,-0.50433349609375,-0.34375,0.16058349609375,0.31840735810238413
38,1,2.09259033203125,2.25,0.15740966796875,0.07522240046667639
39,1,5.6553955078125,5.921875,0.2664794921875,0.04711951477476311
40,1,-0.27105712890625,-0.171875,0.09918212890625,0.36590857914884034
41,1,0.99871826171875,0.921875,0.07684326171875,0.07694188107315285
42,1,1.24676513671875,1.296875,0.05010986328125,0.04019190287364762
43,1,1.36810302734375,1.6875,0.31939697265625,0.23345973678340398
44,1,2.17999267578125,2.1875,0.00750732421875,0.0034437382758910322
45,1,2.5093994140625,2.625,0.1156005859375,0.04606703312740186
46,1,4.22125244140625,4.265625,0.04437255859375,0.010511704573386736
47,1,5.0860595703125,5.21875,0.1326904296875,0.02608904356174247
