epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.695617,0.695448,0.695448,0.763329,0.627567,0.251148,0.500000,0.500000,0.500000,1.000000,0.552083,0.566307,0.666667,0.000000,0.033889,0.533888,0.533889,0.533888,0.562500,0.571429,0.695453,0.695453,0.763353,0.627553,0.251150,0.500000,0.500000,0.500000,1.000000,0.426215,0.498215,0.666667,0.000000,0.033898,0.533899,0.533897,0.533904,0.541667,0.388889
2,0.695358,0.695029,0.695029,0.756339,0.633720,0.250939,0.500000,0.500000,0.500000,1.000000,0.342014,0.415686,0.666667,0.000000,0.030616,0.530618,0.530614,0.530629,0.500000,0.076923,0.695030,0.695030,0.756341,0.633718,0.250939,0.500000,0.500000,0.500000,1.000000,0.328993,0.410460,0.666667,0.000000,0.030617,0.530619,0.530615,0.530602,0.520833,0.676056
3,0.695096,0.694763,0.694763,0.751462,0.638064,0.250807,0.500000,0.500000,0.500000,1.000000,0.223958,0.364634,0.666667,0.000000,0.028319,0.528323,0.528314,0.528292,0.500000,0.666667,0.694758,0.694758,0.751450,0.638066,0.250804,0.500000,0.500000,0.500000,1.000000,0.337674,0.430343,0.666667,0.000000,0.028316,0.528318,0.528313,0.528322,0.500000,0.294118
4,0.694799,0.694590,0.694590,0.748141,0.641039,0.250720,0.500000,0.500000,0.500000,1.000000,0.206597,0.358993,0.666667,0.000000,0.026750,0.526755,0.526745,0.526729,0.500000,0.666667,0.694586,0.694586,0.748134,0.641038,0.250718,0.500000,0.500000,0.500000,1.000000,0.286458,0.388934,0.666667,0.000000,0.026748,0.526751,0.526745,0.526730,0.500000,0.666667
5,0.694612,0.694497,0.694497,0.746285,0.642709,0.250674,0.500000,0.500000,0.500000,1.000000,0.235243,0.368150,0.666667,0.000000,0.025871,0.525875,0.525866,0.525847,0.500000,0.666667,0.694493,0.694493,0.746277,0.642709,0.250672,0.500000,0.500000,0.500000,1.000000,0.286458,0.391694,0.666667,0.000000,0.025869,0.525872,0.525866,0.525847,0.500000,0.666667
6,0.694558,0.694085,0.694085,0.737053,0.651117,0.250468,0.500000,0.500000,0.500000,1.000000,0.230903,0.368190,0.666667,0.000000,0.021471,0.521478,0.521463,0.521434,0.500000,0.666667,0.694079,0.694079,0.737041,0.651117,0.250466,0.500000,0.500000,0.500000,1.000000,0.310764,0.401946,0.666667,0.000000,0.021468,0.521472,0.521463,0.521434,0.500000,0.666667
7,0.694386,0.693760,0.693760,0.728330,0.659191,0.250306,0.500000,0.500000,0.500000,1.000000,0.269097,0.388567,0.666667,0.000000,0.017278,0.517285,0.517270,0.517232,0.500000,0.666667,0.693759,0.693759,0.728350,0.659169,0.250306,0.500000,0.500000,0.500000,1.000000,0.300347,0.397159,0.666667,0.000000,0.017288,0.517295,0.517281,0.517241,0.500000,0.666667
8,0.693884,0.693702,0.693702,0.726796,0.660608,0.250277,0.500000,0.500000,0.500000,1.000000,0.358507,0.457088,0.666667,0.000000,0.016541,0.516545,0.516537,0.516524,0.520833,0.634921,0.693695,0.693695,0.726792,0.660598,0.250274,0.500000,0.500000,0.500000,1.000000,0.491319,0.514152,0.666667,0.000000,0.016542,0.516542,0.516542,0.516530,0.562500,0.666667
9,0.693891,0.693348,0.693348,0.713510,0.673186,0.250100,0.500000,0.500000,0.500000,1.000000,0.500000,0.531481,0.666667,0.000000,0.010080,0.510078,0.510081,0.510064,0.604167,0.688525,0.693337,0.693337,0.713496,0.673179,0.250095,0.500000,0.500000,0.500000,1.000000,0.640625,0.660212,0.666667,0.000000,0.010078,0.510071,0.510084,0.510073,0.645833,0.679245
10,0.694621,0.693684,0.693684,0.727073,0.660295,0.250268,0.500000,0.500000,0.500000,1.000000,0.789062,0.780334,0.666667,0.000000,0.016689,0.516678,0.516699,0.516684,0.770833,0.807018,0.693683,0.693683,0.727072,0.660295,0.250268,0.500000,0.500000,0.500000,1.000000,0.813368,0.769991,0.666667,0.000000,0.016688,0.516678,0.516699,0.516689,0.791667,0.800000
11,0.693991,0.693546,0.693546,0.722405,0.664686,0.250199,0.500000,0.500000,0.500000,1.000000,0.743056,0.718394,0.666667,0.000000,0.014426,0.514417,0.514435,0.514420,0.729167,0.763636,0.693552,0.693552,0.722445,0.664659,0.250202,0.500000,0.500000,0.500000,1.000000,0.619792,0.620215,0.666667,0.000000,0.014443,0.514436,0.514449,0.514420,0.645833,0.730159
12,0.693845,0.693531,0.693531,0.722217,0.664845,0.250192,0.500000,0.500000,0.500000,1.000000,0.795139,0.779526,0.666667,0.000000,0.014340,0.514326,0.514353,0.514337,0.770833,0.792453,0.693531,0.693531,0.722236,0.664826,0.250192,0.500000,0.500000,0.500000,1.000000,0.769097,0.758134,0.666667,0.000000,0.014349,0.514335,0.514363,0.514331,0.729167,0.779661
13,0.693446,0.693345,0.693345,0.714573,0.672117,0.250099,0.500000,0.500000,0.500000,1.000000,0.798611,0.768300,0.666667,0.000000,0.010612,0.510599,0.510626,0.510619,0.791667,0.782609,0.693344,0.693344,0.714580,0.672108,0.250098,0.500000,0.500000,0.500000,1.000000,0.782986,0.764232,0.666667,0.000000,0.010617,0.510603,0.510631,0.510611,0.750000,0.769231
14,0.693327,0.693146,0.693146,0.702962,0.683329,0.249999,0.500000,0.500000,0.500000,1.000000,0.821181,0.826539,0.666667,0.000000,0.004908,0.504884,0.504933,0.504917,0.812500,0.808511,0.693139,0.693139,0.702940,0.683338,0.249996,0.500000,0.500000,0.500000,1.000000,0.864583,0.833098,0.666667,0.000000,0.004901,0.504873,0.504929,0.504898,0.854167,0.857143
15,0.694572,0.693100,0.693100,0.681530,0.704670,0.249976,0.500000,0.500000,0.000000,0.000000,0.850694,0.855650,0.000000,0.000000,0.005785,0.494157,0.494272,0.494218,0.812500,0.816327,0.693093,0.693093,0.681486,0.704700,0.249973,0.500000,0.500000,0.000000,0.000000,0.875000,0.874597,0.000000,0.000000,0.005804,0.494135,0.494257,0.494184,0.854167,0.862745
16,0.693786,0.693347,0.693347,0.720238,0.666456,0.250100,0.500000,0.500000,0.500000,1.000000,0.817708,0.809616,0.666667,0.000000,0.013444,0.513363,0.513525,0.513418,0.791667,0.807692,0.693334,0.693334,0.720201,0.666468,0.250093,0.500000,0.500000,0.500000,1.000000,0.803819,0.788648,0.666667,0.000000,0.013432,0.513345,0.513519,0.513368,0.770833,0.807018
17,0.694148,0.693152,0.693152,0.706939,0.679365,0.250003,0.500000,0.500000,0.500000,1.000000,0.901042,0.897677,0.666667,0.000000,0.006894,0.506849,0.506939,0.506906,0.833333,0.833333,0.693153,0.693153,0.706913,0.679393,0.250003,0.500000,0.500000,0.500000,1.000000,0.918403,0.927328,0.666667,0.000000,0.006880,0.506836,0.506924,0.506881,0.875000,0.880000
18,0.693468,0.693196,0.693196,0.710944,0.675449,0.250025,0.500000,0.500000,0.500000,1.000000,0.907986,0.911258,0.666667,0.000000,0.008874,0.508820,0.508928,0.508856,0.833333,0.851852,0.693192,0.693192,0.710900,0.675483,0.250022,0.500000,0.500000,0.500000,1.000000,0.925347,0.927565,0.666667,0.000000,0.008854,0.508798,0.508910,0.508873,0.895833,0.888889
19,0.693173,0.693091,0.693091,0.705182,0.680999,0.249972,0.500000,0.500000,0.500000,1.000000,0.909722,0.908062,0.666667,0.000000,0.006046,0.505981,0.506111,0.506018,0.833333,0.851852,0.693083,0.693083,0.705100,0.681066,0.249968,0.500000,0.500000,0.500000,1.000000,0.918403,0.909941,0.666667,0.000000,0.006009,0.505941,0.506077,0.506025,0.895833,0.893617
20,0.693235,0.693042,0.693042,0.704132,0.681953,0.249948,0.500000,0.500000,0.500000,1.000000,0.904514,0.903766,0.666667,0.000000,0.005545,0.505462,0.505628,0.505503,0.833333,0.857143,0.693029,0.693029,0.704010,0.682049,0.249941,0.500000,0.500000,0.500000,1.000000,0.914931,0.909159,0.666667,0.000000,0.005491,0.505402,0.505580,0.505505,0.916667,0.913043
21,0.693976,0.692989,0.692989,0.691554,0.694424,0.249921,0.500000,0.500000,0.000000,0.000000,0.902778,0.906546,0.000000,0.000000,0.000717,0.499203,0.499362,0.499327,0.812500,0.800000,0.692993,0.692993,0.691504,0.694483,0.249923,0.500000,0.500000,0.000000,0.000000,0.909722,0.903907,0.000000,0.000000,0.000745,0.499178,0.499333,0.499283,0.854167,0.851064
22,0.693233,0.692918,0.692918,0.694396,0.691441,0.249886,0.500000,0.500000,0.500000,1.000000,0.899306,0.902184,0.666667,0.000000,0.000739,0.500624,0.500854,0.500788,0.812500,0.808511,0.692916,0.692916,0.694323,0.691508,0.249884,0.500000,0.500000,0.500000,1.000000,0.928819,0.925819,0.666667,0.000000,0.000704,0.500588,0.500820,0.500767,0.895833,0.888889
23,0.692882,0.692953,0.692953,0.708516,0.677390,0.249903,0.500000,0.500000,0.500000,1.000000,0.883681,0.884517,0.666667,0.000000,0.007783,0.507625,0.507941,0.507837,0.833333,0.833333,0.692921,0.692921,0.708379,0.677463,0.249887,0.500000,0.500000,0.500000,1.000000,0.907986,0.902900,0.666667,0.000000,0.007731,0.507558,0.507904,0.507831,0.854167,0.837209
24,0.693028,0.692820,0.692820,0.705508,0.680133,0.249837,0.500000,0.500000,0.500000,1.000000,0.899306,0.904083,0.666667,0.000000,0.006346,0.506142,0.506550,0.506414,0.833333,0.833333,0.692781,0.692781,0.705310,0.680252,0.249817,0.500000,0.500000,0.500000,1.000000,0.925347,0.916703,0.666667,0.000000,0.006267,0.506044,0.506490,0.506368,0.895833,0.888889
