sample_index,logit_fixed_raw,logit,magic,frame_counter,input_beats,tlast_count,first_tlast_beat,last_tlast_beat,early_tlast,missing_tlast,keep_error_count,full_sum_raw,weighted_sum_raw,first_lane0_raw,last_lane0_raw,latency_us
0,4778,4.666015625,21069,0,2048,1,2047,2047,0,0,0,62179,35286,0,1024,3194.501
1,4778,4.666015625,21069,1,2048,1,2047,2047,0,0,0,50724,38676,0,895,3195.202
2,4778,4.666015625,21069,2,2048,1,2047,2047,0,0,0,4960,43642,0,1024,3198.157
3,4778,4.666015625,21069,3,2048,1,2047,2047,0,0,0,54604,59430,0,1024,3196.905
4,4778,4.666015625,21069,4,2048,1,2047,2047,0,0,0,56699,5949,0,1024,3209.459
5,4778,4.666015625,21069,5,2048,1,2047,2047,0,0,0,19121,20446,0,1024,3258.863
6,4778,4.666015625,21069,6,2048,1,2047,2047,0,0,0,17470,3454,0,1024,3224.928
7,4778,4.666015625,21069,7,2048,1,2047,2047,0,0,0,20821,33814,0,1024,3197.195
8,4778,4.666015625,21069,8,2048,1,2047,2047,0,0,0,59751,28730,0,1024,3225.62
9,4778,4.666015625,21069,9,2048,1,2047,2047,0,0,0,28418,23750,0,1024,3225.489
10,4778,4.666015625,21069,10,2048,1,2047,2047,0,0,0,6615,195,0,971,3225.69
11,4778,4.666015625,21069,11,2048,1,2047,2047,0,0,0,13129,46848,0,1024,3251.068
12,4778,4.666015625,21069,12,2048,1,2047,2047,0,0,0,20425,6345,0,895,3224.016
13,4778,4.666015625,21069,13,2048,1,2047,2047,0,0,0,57511,34895,0,1024,3224.307
14,4778,4.666015625,21069,14,2048,1,2047,2047,0,0,0,27042,17153,0,1024,3226.451
15,4778,4.666015625,21069,15,2048,1,2047,2047,0,0,0,46870,55366,0,1024,3192.236
16,4778,4.666015625,21069,16,2048,1,2047,2047,0,0,0,20383,20031,0,1024,3232.062
17,4778,4.666015625,21069,17,2048,1,2047,2047,0,0,0,49738,49538,0,1024,3197.696
18,4778,4.666015625,21069,18,2048,1,2047,2047,0,0,0,7397,34834,0,1024,3233.995
19,4778,4.666015625,21069,19,2048,1,2047,2047,0,0,0,2450,15095,0,1024,3211.021
20,4778,4.666015625,21069,20,2048,1,2047,2047,0,0,0,52470,63045,0,895,3229.616
21,4778,4.666015625,21069,21,2048,1,2047,2047,0,0,0,30364,16260,0,1024,3269.993
22,4778,4.666015625,21069,22,2048,1,2047,2047,0,0,0,42916,7361,0,1024,3224.898
23,4778,4.666015625,21069,23,2048,1,2047,2047,0,0,0,14667,49655,0,1024,3237.181
24,4778,4.666015625,21069,24,2048,1,2047,2047,0,0,0,36474,21957,0,1024,3219.668
25,4778,4.666015625,21069,25,2048,1,2047,2047,0,0,0,52337,7218,0,1024,3219.066
26,4778,4.666015625,21069,26,2048,1,2047,2047,0,0,0,28868,52880,0,1024,3251.418
27,4778,4.666015625,21069,27,2048,1,2047,2047,0,0,0,60156,29362,0,1024,3212.394
28,4778,4.666015625,21069,28,2048,1,2047,2047,0,0,0,41702,38976,0,1024,3233.895
29,4778,4.666015625,21069,29,2048,1,2047,2047,0,0,0,57212,30389,0,1024,3209.288
30,4778,4.666015625,21069,30,2048,1,2047,2047,0,0,0,16130,38087,0,1024,3233.555
31,4778,4.666015625,21069,31,2048,1,2047,2047,0,0,0,18134,28798,0,899,3193.508
32,4778,4.666015625,21069,32,2048,1,2047,2047,0,0,0,41122,53956,0,1024,3226.06
33,4778,4.666015625,21069,33,2048,1,2047,2047,0,0,0,38298,21777,0,1024,3217.303
34,4778,4.666015625,21069,34,2048,1,2047,2047,0,0,0,5051,36471,0,1024,3226.711
35,4778,4.666015625,21069,35,2048,1,2047,2047,0,0,0,3261,2129,0,1024,3197.096
36,4778,4.666015625,21069,36,2048,1,2047,2047,0,0,0,24306,59792,0,1024,3209.418
37,4778,4.666015625,21069,37,2048,1,2047,2047,0,0,0,65111,2260,0,1024,3209.278
38,4778,4.666015625,21069,38,2048,1,2047,2047,0,0,0,5246,30483,0,1024,3198.408
39,4778,4.666015625,21069,39,2048,1,2047,2047,0,0,0,18488,18377,0,1024,3264.633
40,4778,4.666015625,21069,40,2048,1,2047,2047,0,0,0,43932,52544,0,1024,3232.633
41,4778,4.666015625,21069,41,2048,1,2047,2047,0,0,0,3042,16079,0,1024,3230.659
42,4778,4.666015625,21069,42,2048,1,2047,2047,0,0,0,39359,38659,0,1024,3216.883
43,4778,4.666015625,21069,43,2048,1,2047,2047,0,0,0,29535,24751,0,895,3222.473
44,4778,4.666015625,21069,44,2048,1,2047,2047,0,0,0,12485,36959,0,1024,3205.621
45,4778,4.666015625,21069,45,2048,1,2047,2047,0,0,0,32651,62463,0,1024,3230.418
46,4778,4.666015625,21069,46,2048,1,2047,2047,0,0,0,26928,39677,0,895,3193.468
47,4778,4.666015625,21069,47,2048,1,2047,2047,0,0,0,1495,47601,0,1024,3286.955
