epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_ece,val_roc_auc,val_pr_auc,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,val_benign_mean_score,val_standalone_mean_score,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_roc_auc,aug_val_pr_auc,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1,aug_val_benign_mean_score,aug_val_standalone_mean_score
1,0.710145115852356,0.7067547501292126,0.7067547477922923,0.8751908027375732,0.5383186928470114,0.25671177849865384,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.08347201347351074,0.5659722222222223,0.5932705257743178,0.5847135186195374,0.625,0.5,0.5832124352455139,0.5837315917015076,0.7065433365778456,0.7065433315641463,0.8734152212117854,0.5396714419165071,0.25660860768989097,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.08270639181137085,0.5590277777777778,0.5650283567518282,0.5823060870170593,0.5833333333333334,0.6296296296296297,0.5824690461158752,0.5829436182975769
2,0.7030008435249329,0.699158271005797,0.6991582710492921,0.811822791194389,0.5864937509041949,0.25298734310144483,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.056112051010131836,0.5503472222222223,0.5555328964308643,0.5547463893890381,0.5833333333333334,0.6774193548387096,0.5559466481208801,0.556277334690094,0.6991146953545467,0.6991146962348264,0.8111179878313909,0.5871114046382617,0.25296572336114526,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.05578333139419556,0.560763888888889,0.5462466160240298,0.554398775100708,0.6041666666666666,0.6779661016949152,0.5556319952011108,0.555934727191925
3,0.6966792941093445,0.6963758611093475,0.6963758610399188,0.7788524494058914,0.6138992726739466,0.25160895100939035,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.04115074872970581,0.5329861111111112,0.5426029973283897,0.5397855639457703,0.5833333333333334,0.6666666666666666,0.5410619378089905,0.5412395596504211,0.6963589927042761,0.6963589887691013,0.7787397536222608,0.613978223915942,0.25160056617014054,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.0411035418510437,0.5625,0.5470710632093345,0.5390597581863403,0.625,0.71875,0.5410091280937195,0.5411978363990784
4,0.6956700086593628,0.6940387188797144,0.6940387251645882,0.7346121222481615,0.6534653280810149,0.2504452744596574,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.020272910594940186,0.5121527777777778,0.5007597873911855,0.5195012092590332,0.5833333333333334,0.6296296296296297,0.5203025937080383,0.520243227481842,0.6940278299862092,0.6940278306850184,0.7352946391072112,0.6527610222628257,0.25043982504472745,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.02061980962753296,0.5277777777777778,0.5300192090855542,0.5195060968399048,0.5833333333333334,0.6428571428571429,0.5206280946731567,0.520611584186554
5,0.6937893629074097,0.6935799809217317,0.6935799814722143,0.7176530968071096,0.669506866137319,0.25021625830051847,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.012031376361846924,0.4895833333333333,0.488427469153862,0.5108270645141602,0.5625,0.6440677966101694,0.5120983123779297,0.5119643807411194,0.693562413598364,0.6935624128157922,0.7184265085275877,0.668698317103997,0.25020747468791416,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.012427091598510742,0.515625,0.526139083267195,0.5104800462722778,0.5833333333333334,0.6875,0.5124737024307251,0.5123805403709412
6,0.6930163502693176,0.6934447188922735,0.6934447178530695,0.7065405928515008,0.680348842854638,0.2501487138281617,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.006545007228851318,0.4756944444444445,0.4784062825975877,0.5056144595146179,0.5416666666666666,0.6071428571428571,0.5066463351249695,0.5064437389373779,0.6933962432164122,0.6933962453535744,0.7073084503667353,0.6794840403404137,0.2501244778753098,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.0069536566734313965,0.5121527777777778,0.5258422899099012,0.5049509406089783,0.5833333333333334,0.6875,0.5070231556892395,0.5068840980529785
7,0.6931413412094116,0.6934229904892996,0.6934229913158543,0.7004787072591224,0.6863672753725858,0.25013787946229993,0.5208333333333334,0.5208333333333334,0.5111111111111111,0.9583333333333334,0.6666666666666666,0.08606629658238706,0.017264192923903465,0.4756944444444444,0.47888556102764346,0.5024732351303101,0.5625,0.631578947368421,0.5036465525627136,0.503404974937439,0.6933302650414893,0.6933302770601806,0.7012410736507579,0.6854194804696029,0.2500915197919828,0.4791666666666667,0.4791666666666667,0.48936170212765956,0.9583333333333334,0.647887323943662,-0.14586499149789456,0.024858709424734116,0.5069444444444444,0.5233176290200479,0.5018360614776611,0.5833333333333334,0.6875,0.504023015499115,0.5038845539093018
8,0.6931560039520264,0.6934275265168113,0.6934275250279324,0.6945474607053473,0.6923075893505174,0.25014016450005055,0.5,0.5,0.5,0.5833333333333334,0.5384615384615384,0.0,0.001696760455767314,0.4774305555555556,0.47866415751485375,0.49949800968170166,0.5625,0.631578947368421,0.5006937980651855,0.5004234910011292,0.6933116749294349,0.6933116684074093,0.6952987287792979,0.6913246080355204,0.2500822314876221,0.4791666666666667,0.4791666666666667,0.4827586206896552,0.5833333333333334,0.5283018867924528,-0.0426014322842305,0.02278582751750946,0.5017361111111112,0.5009344720535577,0.4987763464450836,0.5833333333333334,0.6875,0.501067042350769,0.500917911529541
9,0.6932746767997742,0.6934243630537303,0.6934243704802361,0.6921854293234596,0.6946633116370124,0.2501385924733433,0.4791666666666667,0.47916666666666663,0.47058823529411764,0.3333333333333333,0.3902439024390244,-0.04356068418690321,0.022693229218324028,0.4756944444444444,0.4785402158927503,0.4983082413673401,0.5416666666666666,0.6206896551724138,0.49951300024986267,0.4992460310459137,0.6933024075237993,0.6933024098412522,0.6929362356217698,0.693668584060735,0.2500776060468451,0.4791666666666667,0.4791666666666667,0.47368421052631576,0.375,0.4186046511627907,-0.0426014322842305,0.022874152287840843,0.5034722222222222,0.5023053535255303,0.4986996054649353,0.5625,0.631578947368421,0.49988695979118347,0.4997452199459076
10,0.6922235488891602,0.6934087806529213,0.6934087787272362,0.6905891897221497,0.6962283677323224,0.25013080084090317,0.4375,0.4375,0.36363636363636365,0.16666666666666666,0.22857142857142856,-0.1487044791289829,0.06466481275856495,0.4791666666666667,0.4798497597320056,0.49723342061042786,0.5625,0.6557377049180327,0.4987134635448456,0.49846526980400085,0.6932822971114682,0.6932822999832803,0.691387732786803,0.6951768671797575,0.25006755326907887,0.4375,0.4375,0.4,0.25,0.3076923076923077,-0.13483997249264842,0.06473344750702381,0.5052083333333334,0.5033071307534475,0.4978827238082886,0.5625,0.631578947368421,0.49911198019981384,0.4989919662475586
