epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.694090,0.693824,0.693824,0.730915,0.656733,0.250338,0.500000,0.500000,0.500000,1.000000,0.659722,0.694110,0.666667,0.000000,0.018537,0.518532,0.518543,0.518552,0.666667,0.555556,0.693825,0.693825,0.730920,0.656729,0.250339,0.500000,0.500000,0.500000,1.000000,0.640625,0.637964,0.666667,0.000000,0.018539,0.518534,0.518545,0.518543,0.645833,0.638298
2,0.693751,0.693663,0.693663,0.725587,0.661738,0.250258,0.500000,0.500000,0.500000,1.000000,0.396701,0.505467,0.666667,0.000000,0.015957,0.515960,0.515954,0.515971,0.562500,0.400000,0.693665,0.693665,0.725594,0.661736,0.250259,0.500000,0.500000,0.500000,1.000000,0.401042,0.454334,0.666667,0.000000,0.015959,0.515963,0.515955,0.515971,0.520833,0.378378
3,0.693826,0.693501,0.693501,0.719977,0.667026,0.250177,0.500000,0.500000,0.500000,1.000000,0.466146,0.506478,0.666667,0.000000,0.013235,0.513236,0.513233,0.513222,0.541667,0.620690,0.693511,0.693511,0.719964,0.667058,0.250182,0.500000,0.500000,0.500000,1.000000,0.392361,0.459087,0.666667,0.000000,0.013223,0.513230,0.513216,0.513249,0.520833,0.258065
4,0.693894,0.693337,0.693337,0.711247,0.675427,0.250095,0.500000,0.500000,0.500000,1.000000,0.228299,0.371872,0.666667,0.000000,0.008954,0.508969,0.508939,0.508900,0.500000,0.666667,0.693344,0.693344,0.711227,0.675461,0.250098,0.500000,0.500000,0.500000,1.000000,0.210069,0.369581,0.666667,0.000000,0.008940,0.508959,0.508922,0.508846,0.500000,0.666667
5,0.693758,0.693431,0.693431,0.717036,0.669825,0.250142,0.500000,0.500000,0.500000,1.000000,0.441840,0.464343,0.666667,0.000000,0.011801,0.511803,0.511798,0.511793,0.541667,0.607143,0.693445,0.693445,0.717045,0.669846,0.250149,0.500000,0.500000,0.500000,1.000000,0.241319,0.370052,0.666667,0.000000,0.011797,0.511807,0.511787,0.511744,0.500000,0.666667
6,0.693597,0.693359,0.693359,0.713546,0.673172,0.250106,0.500000,0.500000,0.500000,1.000000,0.388021,0.469392,0.666667,0.000000,0.010092,0.510096,0.510088,0.510084,0.520833,0.596491,0.693371,0.693371,0.713570,0.673173,0.250112,0.500000,0.500000,0.500000,1.000000,0.269965,0.407936,0.666667,0.000000,0.010098,0.510108,0.510087,0.510139,0.520833,0.148148
7,0.693460,0.693385,0.693385,0.714978,0.671791,0.250119,0.500000,0.500000,0.500000,1.000000,0.416667,0.506428,0.666667,0.000000,0.010795,0.510797,0.510793,0.510826,0.541667,0.153846,0.693395,0.693395,0.715002,0.671788,0.250124,0.500000,0.500000,0.500000,1.000000,0.321181,0.429891,0.666667,0.000000,0.010802,0.510809,0.510794,0.510841,0.520833,0.148148
8,0.693676,0.693306,0.693306,0.710976,0.675637,0.250080,0.500000,0.500000,0.500000,1.000000,0.453125,0.513347,0.666667,0.000000,0.008834,0.508835,0.508832,0.508843,0.562500,0.461538,0.693328,0.693328,0.711005,0.675651,0.250090,0.500000,0.500000,0.500000,1.000000,0.220486,0.363524,0.666667,0.000000,0.008837,0.508850,0.508825,0.508788,0.500000,0.666667
9,0.693446,0.693270,0.693270,0.708590,0.677950,0.250061,0.500000,0.500000,0.500000,1.000000,0.430556,0.482631,0.666667,0.000000,0.007659,0.507662,0.507657,0.507670,0.562500,0.363636,0.693286,0.693286,0.708612,0.677960,0.250069,0.500000,0.500000,0.500000,1.000000,0.284722,0.385362,0.666667,0.000000,0.007662,0.507673,0.507652,0.507602,0.500000,0.666667
10,0.693508,0.693289,0.693289,0.709976,0.676603,0.250071,0.500000,0.500000,0.500000,1.000000,0.447917,0.523166,0.666667,0.000000,0.008342,0.508344,0.508341,0.508380,0.541667,0.153846,0.693302,0.693302,0.709983,0.676621,0.250077,0.500000,0.500000,0.500000,1.000000,0.323785,0.408108,0.666667,0.000000,0.008340,0.508347,0.508332,0.508288,0.500000,0.666667
