layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,0.9804698824882507,0.9804698824882507,2.0533624291419983,2.0533624291419983,2.386514574289322,4.102086373605566,0.9999999999993304,1,auto,auto,auto
pool4,"(2, 2, 32)",128,1.2467800291797175,1.2467800291797175,0.2914803909679904,0.39677935488453075,1.097627878189087,0.24919324181816002,0.9684669915447602,1,auto,auto,
conv4,"(4, 4, 32)",512,0.8866266949621604,0.8866266949621604,0.2936319942523369,0.368073014317992,1.097449541091919,0.32243690026994953,0.9466066837579898,1,auto,auto,auto
act4,"(4, 4, 32)",512,0.769955073573783,0.769955073573783,0.22341175385508905,0.3298942846688146,1.097627878189087,0.29915992443906875,0.9539501213243379,1,auto,,
gap,"(1, 1, 32)",32,1.2467800319427624,1.2467800319427624,0.28023671882692724,0.32322940563501296,0.8900926113128662,0.21724534926352404,0.9756229743652427,1,auto,auto,
pool3,"(4, 4, 24)",384,0.6462309047286302,0.6462309047286302,0.09482476861618731,0.1329907028181471,0.35560357570648193,0.16539450465584346,0.9900873242443472,1,auto,auto,
conv3,"(8, 8, 24)",1536,0.6319270671620719,0.6319270671620719,0.09782004679217,0.12354101272250392,0.3554481267929077,0.166988850094703,0.988067970721759,1,auto,auto,auto
act3,"(8, 8, 24)",1536,0.4719791183842972,0.4719791183842972,0.0763895093168685,0.11275118357584206,0.35560357570648193,0.1746814904029281,0.9879382721635717,1,auto,,
pad_conv4,"(6, 6, 24)",864,0.2872137354349467,0.2872137354349467,0.04214434160719436,0.0886604685454314,0.35560357570648193,0.16539450465584343,0.9900873242443472,1,auto,,
pool2,"(8, 8, 24)",1536,0.3457252479912161,0.3457252479912161,0.03351415457329191,0.04708121934101993,0.15368866920471191,0.0924310112919031,0.9975705860826635,1,auto,auto,
conv2,"(16, 16, 24)",6144,0.34350698879053,0.34350698879053,0.03594814371813252,0.045702907961750104,0.1536027193069458,0.09728296697041326,0.9959977110643146,1,auto,auto,auto
act2,"(16, 16, 24)",6144,0.25697078429263104,0.25697078429263104,0.025567061649181728,0.04048342356605751,0.15411484241485596,0.09484654239946952,0.9972301229079854,1,auto,,
pad_conv3,"(10, 10, 24)",2400,0.22126415871437832,0.22126415871437832,0.021449058926906826,0.03766497547281594,0.15368866920471191,0.0924310112919031,0.9975705860826635,1,auto,,
conv1,"(32, 32, 16)",16384,0.6675281771705395,0.6675281771705395,0.018252322334421756,0.021291143129641494,0.05238717794418335,0.024340275562179492,0.9997354944896328,1,auto,auto,auto
pool1,"(16, 16, 16)",4096,0.3479767329631116,0.3479767329631116,0.014703739398505888,0.020613026447970046,0.051319658756256104,0.03593486023080602,0.9997286510249215,1,auto,auto,
pad_conv2,"(18, 18, 16)",5184,0.27494457913134746,0.27494457913134746,0.011617769401288603,0.018322690175973374,0.051319658756256104,0.03593486023080602,0.9997286510249213,1,auto,,
act1,"(32, 32, 16)",16384,0.2749242367749165,0.2749242367749165,0.011210811161669554,0.017821762538343652,0.05246633291244507,0.036066426447369695,0.9997267152577685,1,auto,,
conv0,"(64, 64, 8)",32768,0.6176766000590335,0.6176766000590335,0.011523596136139513,0.011702170653419892,0.017238616943359375,0.014600292261964107,0.9998955598881152,1,auto,auto,auto
pool0,"(32, 32, 8)",8192,0.4516981934454769,0.4516981934454769,0.007305363312038793,0.009485614363944184,0.0178678035736084,0.012434396052186896,0.9999711505890558,1,auto,auto,
pad_conv1,"(34, 34, 8)",9248,0.4001201990382079,0.4001201990382079,0.00647118687848419,0.008927637048418055,0.0178678035736084,0.012434396052186898,0.9999711505890558,1,auto,,
act0,"(64, 64, 8)",32768,0.3509363234459366,0.3509363234459366,0.005343742710253174,0.008234290310904321,0.017927885055541992,0.01252820522144457,0.9999769408773541,1,auto,,
pad_conv0,"(132, 132, 1)",17424,0.8573087178783104,0.8573087178783104,0.0002639969877643306,0.00045957961463377036,0.000972747802734375,0.0005094566319584558,0.9999999041934331,1,auto,,
