experiment_name,phase,tier,status,requested_stages,completed_stages,failure_stage,failure_reason,run_root,hls_sweep_root,config_path,started_at,finished_at
res512_layers5_WfloatAfloat_P0_RFbase,1,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers5_WfloatAfloat_P0_RFbase_3cbe423918eb,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers5_WfloatAfloat_P0_RFbase_3cbe423918eb/hls_sweeps/RFbase_hls_8c7e3f3350e9,configs/hls4ml_experiment_global/res512_layers5_WfloatAfloat_P0_RFbase.yaml,2026-05-01 04:57:05,2026-05-01 06:42:11
res1024_layers2_WfloatAfloat_P0_RFbase,2,red,skipped_red,"train,hls",,precheck,final_avg_pool > 32x32,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers2_WfloatAfloat_P0_RFbase_55d907f22a9a,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers2_WfloatAfloat_P0_RFbase_55d907f22a9a/hls_sweeps/RFbase_hls_90732c2bc017,configs/hls4ml_experiment_global/res1024_layers2_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:25,2026-05-01 02:35:25
res1024_layers3_WfloatAfloat_P0_RFbase,2,red,skipped_red,"train,hls",,precheck,final_avg_pool > 32x32,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers3_WfloatAfloat_P0_RFbase_e436595dd8df,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers3_WfloatAfloat_P0_RFbase_e436595dd8df/hls_sweeps/RFbase_hls_b0f2ef1bede3,configs/hls4ml_experiment_global/res1024_layers3_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 02:35:26
res1024_layers4_WfloatAfloat_P0_RFbase_boundary,2,yellow,failed,"train,hls",train,hls,manual timeout after boundary HLS exceeded 10h,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers4_WfloatAfloat_P0_RFbase_boundary_ef72a2e544da,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers4_WfloatAfloat_P0_RFbase_boundary_ef72a2e544da/hls_sweeps/RFbase_hls_d6ca3e71c627,configs/hls4ml_experiment_global/res1024_layers4_WfloatAfloat_P0_RFbase_boundary.yaml,2026-05-01 02:35:26,2026-05-01 15:58:59
res1024_layers5_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers5_WfloatAfloat_P0_RFbase_520e1182e461,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers5_WfloatAfloat_P0_RFbase_520e1182e461/hls_sweeps/RFbase_hls_211743516b99,configs/hls4ml_experiment_global/res1024_layers5_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 07:03:42
res1024_layers6_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img1024/notebook_float/res1024_layers6_WfloatAfloat_P0_RFbase_d18b1750bfa1,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img1024/notebook_float/res1024_layers6_WfloatAfloat_P0_RFbase_d18b1750bfa1/hls_sweeps/RFbase_hls_85bb4f62e24d,configs/hls4ml_experiment_global/res1024_layers6_WfloatAfloat_P0_RFbase.yaml,2026-05-03 17:18:50,2026-05-03 21:13:12
res128_layers2_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers2_WfloatAfloat_P0_RFbase_19d67b30d6ad,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers2_WfloatAfloat_P0_RFbase_19d67b30d6ad/hls_sweeps/RFbase_hls_43b5759e8df8,configs/hls4ml_experiment_global/res128_layers2_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 04:01:16
res128_layers3_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers3_WfloatAfloat_P0_RFbase_44c4a1acb7be,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers3_WfloatAfloat_P0_RFbase_44c4a1acb7be/hls_sweeps/RFbase_hls_a9ecafaec866,configs/hls4ml_experiment_global/res128_layers3_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 03:39:15
res128_layers4_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers4_WfloatAfloat_P0_RFbase_98796c4a9828,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers4_WfloatAfloat_P0_RFbase_98796c4a9828/hls_sweeps/RFbase_hls_e0438af6026c,configs/hls4ml_experiment_global/res128_layers4_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 03:45:00
res128_layers5_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers5_WfloatAfloat_P0_RFbase_dc1ddf52e359,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_float/res128_layers5_WfloatAfloat_P0_RFbase_dc1ddf52e359/hls_sweeps/RFbase_hls_4712843b454e,configs/hls4ml_experiment_global/res128_layers5_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 03:57:01
res128_layers6_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img128/notebook_float/res128_layers6_WfloatAfloat_P0_RFbase_06bee8a322d6,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img128/notebook_float/res128_layers6_WfloatAfloat_P0_RFbase_06bee8a322d6/hls_sweeps/RFbase_hls_5af561376e57,configs/hls4ml_experiment_global/res128_layers6_WfloatAfloat_P0_RFbase.yaml,2026-05-03 17:18:50,2026-05-03 19:22:57
res2048_layers6_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_2048x6/cnn_small_hls_opt_img2048/notebook_float/res2048_layers6_WfloatAfloat_P0_RFbase_45c328a923f9,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_2048x6/cnn_small_hls_opt_img2048/notebook_float/res2048_layers6_WfloatAfloat_P0_RFbase_45c328a923f9/hls_sweeps/RFbase_hls_8707f1801e81,configs/hls4ml_experiment_2048x6/res2048_layers6_WfloatAfloat_P0_RFbase.yaml,2026-05-02 20:11:29,2026-05-03 07:54:44
