layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,3.9302031993865967,3.9302031993865967,7.163625717163086,7.163625717163086,7.4277472496032715,1.9733074961393802,0.9999999999999747,1,auto,auto,auto
pool5,"(4, 4, 32)",512,3.1572990784611648,3.1572990784611648,1.269673826622693,1.8497200611172306,4.1613922119140625,0.44118479886088546,0.8998764343202064,1,auto,auto,
conv5,"(8, 8, 32)",2048,3.071357351452548,3.071357351452548,1.2077535929539636,1.6094017568691867,4.1606903076171875,0.44784547287336407,0.8942863393215631,1,auto,auto,auto
act5,"(8, 8, 32)",2048,2.3153798818764244,2.3153798818764244,1.000097880578096,1.5047987349043277,4.1613922119140625,0.4595311744103517,0.8886262760829566,1,auto,,
gap,"(1, 1, 32)",32,3.1572990622371435,3.1572990622371435,1.0832784418016672,1.306224672669209,2.056413173675537,0.3604718507286344,0.9328268546341306,1,auto,auto,
pool4,"(8, 8, 32)",2048,1.1902238998413424,1.1902238998413424,0.25446641062895026,0.3572579537989556,0.9344356060028076,0.23543580130893632,0.9790925654893863,1,auto,auto,
conv4,"(16, 16, 32)",8192,1.0870568887524037,1.0870568887524037,0.2475819872201619,0.3364791644067887,0.9671134948730469,0.2506270953037203,0.9724127764961552,1,auto,auto,auto
act4,"(16, 16, 32)",8192,0.9564454658322354,0.9564454658322354,0.2127731388190348,0.3182514085581178,0.9677114486694336,0.24426026295727135,0.9758590933614941,1,auto,,
pad_conv5,"(10, 10, 32)",3200,0.7617432958984591,0.7617432958984591,0.16285850280252817,0.28580636303916446,0.9344356060028076,0.23543580130893632,0.9790925654893863,1,auto,,
pool3,"(16, 16, 24)",6144,0.5650381175505382,0.5650381175505382,0.08559166534399765,0.11683311589555127,0.39235806465148926,0.15349644204790894,0.9937408265838491,1,auto,auto,
conv3,"(32, 32, 24)",24576,0.537372368793605,0.537372368793605,0.08494892540950379,0.10937725168704719,0.39192891120910645,0.15722235922539937,0.9913383654536929,1,auto,auto,auto
pad_conv4,"(18, 18, 24)",7776,0.4464498706572154,0.4464498706572154,0.06762798249402283,0.10385165857382336,0.39235806465148926,0.15349644204790897,0.9937408265838491,1,auto,,
act3,"(32, 32, 24)",24576,0.4479347173741151,0.4479347173741151,0.07131861269028643,0.10371939377020842,0.39235806465148926,0.15901718076075072,0.9924175855530825,1,auto,,
pool2,"(32, 32, 24)",24576,0.2990656591523475,0.2990656591523475,0.0298982710851116,0.04169390446710264,0.1537487506866455,0.09125998749071276,0.9978644848226761,1,auto,auto,
conv2,"(64, 64, 24)",98304,0.30619495732324187,0.30619495732324187,0.032570225634534634,0.040382885389363896,0.15319561958312988,0.09227165548953212,0.9967317260917099,1,auto,auto,auto
pad_conv3,"(34, 34, 24)",27744,0.264916293228377,0.264916293228377,0.026484281653247645,0.03924132185139072,0.1537487506866455,0.09125998749071279,0.9978644848226761,1,auto,,
act2,"(64, 64, 24)",98304,0.23903100514518552,0.23903100514518552,0.023771540715466926,0.03659606691940103,0.1537487506866455,0.09054585627144315,0.997726041394271,1,auto,,
conv1,"(128, 128, 16)",262144,0.5708837241623902,0.5708837241623902,0.01592316741784988,0.018593006429327135,0.06080448627471924,0.02553207166722875,0.9997091102874672,1,auto,auto,auto
pool1,"(64, 64, 16)",65536,0.2962317630497173,0.2962317630497173,0.012186886106859696,0.018225654362902535,0.059114038944244385,0.03633699528232168,0.9997602825962331,1,auto,auto,
pad_conv2,"(66, 66, 16)",69696,0.27855034468586826,0.27855034468586826,0.011459477845201403,0.017673361806450946,0.059114038944244385,0.03633699528232167,0.9997602825962328,1,auto,,
act1,"(128, 128, 16)",262144,0.24686799160408596,0.24686799160408596,0.00972842692684145,0.016073853059371687,0.06170189380645752,0.03631943583084257,0.9997715904029285,1,auto,,
conv0,"(256, 256, 8)",524288,0.493187444879295,0.493187444879295,0.011724929072742252,0.011856065865549194,0.0162164568901062,0.01835771472675355,0.9998405881158556,1,auto,auto,auto
pool0,"(128, 128, 8)",131072,0.4071851131688531,0.4071851131688531,0.006380079425471585,0.008779206153221078,0.01578451693058014,0.012759096559816727,0.9999738489844001,1,auto,auto,
pad_conv1,"(130, 130, 8)",135200,0.3947527156306798,0.3947527156306798,0.006185279367273755,0.008644141443171523,0.01578451693058014,0.012759096559816727,0.9999738489844003,1,auto,,
act0,"(256, 256, 8)",524288,0.32573223333736173,0.32573223333736173,0.00512791924108974,0.008012076116316227,0.01578451693058014,0.013458434948086432,0.9999744032890747,1,auto,,
pad_conv0,"(516, 516, 1)",266256,0.8983074584757923,0.8983074584757923,0.000278150568177056,0.00047209380757258593,0.000972747802734375,0.0005111580352788126,0.9999999038617555,1,auto,,
