idx,label,pytorch_logit,hls_logit,abs_err,rel_err
0,0,-3.224043846130371,-3.6593587398529053,0.4353148937225342,0.13502139378315742
1,0,-3.7005865573883057,-4.152066230773926,0.4514796733856201,0.12200219245898482
2,0,-4.161770343780518,-4.580892086029053,0.41912174224853516,0.10070756135664335
3,0,-2.1573808193206787,-2.6161117553710938,0.45873093605041504,0.2126332689816262
4,0,-2.6252317428588867,-3.02194881439209,0.3967170715332031,0.15111697190632656
5,0,-1.4836920499801636,-1.9084235429763794,0.4247314929962158,0.28626660970643764
6,0,-3.215212345123291,-3.6782095432281494,0.4629971981048584,0.1440020590886056
7,0,-0.06998072564601898,-0.5795170068740845,0.5095362812280655,7.281094566030006
8,0,-2.7156431674957275,-3.1961002349853516,0.480457067489624,0.17692201731079601
9,0,-3.8942573070526123,-4.334035396575928,0.43977808952331543,0.1129299003244764
10,0,-0.27022063732147217,-0.7598469853401184,0.48962634801864624,1.811950237672464
11,0,-2.0366082191467285,-2.478703498840332,0.4420952796936035,0.21707428828841063
12,0,-3.888655424118042,-4.309739112854004,0.4210836887359619,0.10828516358747957
13,0,-0.029076680541038513,-0.5454696416854858,0.5163929611444473,17.759694419575023
14,0,-2.9131550788879395,-3.3623428344726562,0.4491877555847168,0.15419287453663078
15,0,-1.499026894569397,-1.9760180711746216,0.4769911766052246,0.3182005461898285
16,0,-1.7037020921707153,-2.2085342407226562,0.5048321485519409,0.2963148022602507
17,0,-3.2734415531158447,-3.724120855331421,0.45067930221557617,0.13767751612567952
18,0,-3.3548738956451416,-3.820338249206543,0.46546435356140137,0.13874272716050706
19,0,-2.378345251083374,-2.8460378646850586,0.46769261360168457,0.19664622425555883
20,0,-1.0739620923995972,-1.5626749992370605,0.4887129068374634,0.45505601202879725
21,0,-2.4119415283203125,-2.888887405395508,0.4769458770751953,0.19774354870341432
22,0,-4.910600662231445,-5.304625988006592,0.3940253257751465,0.08023974109841298
23,0,-1.0782688856124878,-1.5336118936538696,0.45534300804138184,0.42229077933815545
24,1,3.8666694164276123,3.402745485305786,0.46392393112182617,0.11998024169090775
25,1,3.5311813354492188,3.0813093185424805,0.4498720169067383,0.12739986258720634
26,1,6.1756439208984375,5.765529632568359,0.4101142883300781,0.06640834439016917
27,1,1.910878300666809,1.3985024690628052,0.5123758316040039,0.26813629702383884
28,1,3.6811349391937256,3.1830217838287354,0.49811315536499023,0.1353151035191585
29,1,5.82980489730835,5.336628437042236,0.4931764602661133,0.08459570585180566
30,1,4.634688377380371,4.132990837097168,0.5016975402832031,0.10824838682396458
31,1,5.1116943359375,4.625124931335449,0.4865694046020508,0.0951875
32,1,4.822103977203369,4.345938205718994,0.476165771484375,0.09874647534260189
33,1,5.880146026611328,5.370434761047363,0.5097112655639648,0.08668343664548524
34,1,8.069655418395996,7.53294563293457,0.5367097854614258,0.06650962868103574
35,1,0.8991652727127075,0.4255621135234833,0.47360315918922424,0.5267142466038558
36,1,2.8050119876861572,2.1831533908843994,0.6218585968017578,0.22169552199123627
37,1,-0.35028064250946045,-0.891547679901123,0.5412670373916626,1.5452382224548533
38,1,3.835543394088745,3.32582426071167,0.5097191333770752,0.13289359055685385
39,1,5.672516822814941,5.168335914611816,0.504180908203125,0.08888134208351792
40,1,0.23302902281284332,-0.25170356035232544,0.48473258316516876,2.0801382476485797
41,1,2.630345106124878,2.1331419944763184,0.49720311164855957,0.1890258090053657
42,1,1.3352593183517456,0.8274369835853577,0.5078223347663879,0.3803173868827575
43,1,2.4161689281463623,1.8967572450637817,0.5194116830825806,0.21497324836515594
44,1,2.033583164215088,1.5271302461624146,0.5064529180526733,0.24904460607498757
45,1,2.99334979057312,2.5565192699432373,0.4368305206298828,0.14593367003267776
46,1,4.4481048583984375,4.017647743225098,0.43045711517333984,0.09677314921220811
47,1,6.003019332885742,5.587972640991211,0.41504669189453125,0.06913965604288867
