layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,3.739168167114258,3.739168167114258,0.07388496398925781,0.07388496398925781,0.12506484985351562,0.023666079886412953,0.999999999999879,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool5,"(16, 16, 32)",8192,4.0240478515625,4.0240478515625,0.02840423583984375,0.06029274901537026,0.25,0.010892547902166129,0.9999424710708831,1,auto,auto,
act5,"(32, 32, 32)",32768,3.1864356994628906,3.1864356994628906,0.025442123413085938,0.057195477269402745,0.375,0.011934168073888033,0.9999311279525641,1,"ufixed<8,5,RND_CONV,SAT,0>",,
conv5,"(32, 32, 32)",32768,4.954486057162285,4.954486057162285,0.03705441951751709,0.04869260799282053,0.2685546875,0.00834562759440154,0.9999661175439813,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool4,"(32, 32, 32)",32768,1.8035507202148438,1.8035507202148438,0.012500762939453125,0.03952824626210609,0.125,0.016021924527667018,0.9998725916994373,1,auto,auto,
gap,"(1, 1, 32)",32,4.0240478515625,4.0240478515625,0.03188323974609375,0.03938448455811147,0.08447265625,0.00859633391303117,0.9999640248531692,1,auto,auto,
act4,"(64, 64, 32)",131072,1.5102829933166504,1.5102829933166504,0.01177835464477539,0.038367277277484374,0.125,0.017654166560504878,0.999845080115144,1,"ufixed<8,5,RND_CONV,SAT,0>",,
pad_conv5,"(34, 34, 32)",36992,1.5976089424740485,1.5976089424740485,0.011073340181660899,0.037203055305511615,0.125,0.01602192452766702,0.9998725916994373,1,auto,,
conv4,"(64, 64, 32)",131072,1.7538925493136048,1.7538925493136048,0.015917310491204262,0.020798925734115303,0.1484375,0.009235383520594628,0.9999581560386311,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool3,"(64, 64, 24)",98304,0.8452097574869791,0.8452097574869791,0.0052509307861328125,0.0181146954776638,0.0625,0.015724771418938892,0.9998765222627077,1,auto,auto,
pad_conv4,"(66, 66, 24)",104544,0.7947610575451485,0.7947610575451485,0.004937514348025712,0.01756576531167399,0.0625,0.015724771418938892,0.9998765222627077,1,auto,,
act3,"(128, 128, 24)",393216,0.7352046966552734,0.7352046966552734,0.0048999786376953125,0.017499176552564128,0.0625,0.01662992247750949,0.9998618298009798,1,"ufixed<8,4,RND_CONV,SAT,0>",,
conv3,"(128, 128, 24)",393216,0.8707031547091901,0.8707031547091901,0.006396090767035882,0.008518006093888312,0.063720703125,0.007642155435285274,0.999970881728349,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool2,"(128, 128, 24)",393216,0.4188015063603719,0.4188015063603719,0.0018852949142456055,0.007675344080906769,0.03125,0.011950837441963947,0.9999286101247201,1,auto,auto,
pad_conv3,"(130, 130, 24)",405600,0.4060144307815582,0.4060144307815582,0.0018277320636094674,0.0075572618642774335,0.03125,0.011950837441963949,0.9999286101247201,1,auto,,
act2,"(256, 256, 24)",1572864,0.3648116538921992,0.3648116538921992,0.0017143090565999348,0.0073189684806635145,0.03125,0.012332763144224542,0.9999239609618844,1,"ufixed<8,3,RND_CONV,SAT,0>",,
conv2,"(256, 256, 24)",1572864,0.46037032672514516,0.46037032672514516,0.002414023755894353,0.0033481042947121,0.025634765625,0.005181926070265003,0.9999865777541721,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool1,"(256, 256, 16)",1048576,0.344854399561882,0.344854399561882,0.0006620064377784729,0.0032160329012684767,0.015625,0.005576652641308056,0.9999844512551208,1,auto,auto,
pad_conv2,"(258, 258, 16)",1065024,0.3395285429013806,0.3395285429013806,0.0006517825537264888,0.0031911024136617445,0.015625,0.005576652641308056,0.9999844512551208,1,auto,,
act1,"(512, 512, 16)",4194304,0.2950177909806371,0.2950177909806371,0.0005446430295705795,0.0029170665984604733,0.015625,0.0056106394517762516,0.9999842596575743,1,"ufixed<8,2,RND_CONV,SAT,0>",,
conv1,"(512, 512, 16)",4194304,0.6568523931418895,0.6568523931418895,0.0010991664821631275,0.0018263372586514192,0.01806640625,0.0021229751387542607,0.9999977511351172,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool0,"(512, 512, 8)",2097152,0.4682442583143711,0.4682442583143711,0.00019978918135166168,0.001766719129607033,0.015625,0.0023044933047602447,0.9999973530135329,1,auto,auto,
pad_conv1,"(514, 514, 8)",2113568,0.4646074234718258,0.4646074234718258,0.00019823742659332466,0.0017598447361066162,0.015625,0.0023044933047602447,0.9999973530135329,1,auto,,
act0,"(1024, 1024, 8)",8388608,0.3867237353697419,0.3867237353697419,0.0001726355403661728,0.0016423702790186185,0.015625,0.002431689591693489,0.9999970764567354,1,"ufixed<8,2,RND_CONV,SAT,0>",,
pad_conv0,"(2052, 2052, 1)",4210704,0.9089026631248298,0.9089026631248298,0.00028158933465526076,0.0004750707588833279,0.000972747802734375,0.0005113669894638752,0.9999999038085053,1,auto,,
conv0,"(1024, 1024, 8)",8388608,0.5280558632802367,0.5280558632802367,0.00031621241595447503,0.0004192991558478464,0.0028438568115234375,0.0005905659527893704,0.9999998554913895,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
