idx,label,pytorch_logit,hls_logit,abs_err,rel_err
0,0,-3.224043846130371,-1.009765625,2.214278221130371,0.6868015221902265
1,0,-3.7005865573883057,-1.009765625,2.6908209323883057,0.7271336288610842
2,0,-4.161770343780518,-1.013671875,3.1480984687805176,0.7564325296048919
3,0,-2.1573808193206787,-1.009765625,1.1476151943206787,0.5319483625899866
4,0,-2.6252317428588867,-1.013671875,1.6115598678588867,0.6138733741288273
5,0,-1.4836920499801636,-1.013671875,0.4700201749801636,0.3167909236869252
6,0,-3.215212345123291,-1.00390625,2.211306095123291,0.6877636242213719
7,0,-0.06998072564601898,-1.009765625,0.939784899353981,13.429196263377742
8,0,-2.7156431674957275,-1.009765625,1.7058775424957275,0.6281670445196336
9,0,-3.8942573070526123,-1.0048828125,2.8893744945526123,0.7419577769860948
10,0,-0.27022063732147217,-1.013671875,0.7434512376785278,2.751274828776566
11,0,-2.0366082191467285,-1.013671875,1.0229363441467285,0.5022744848664634
12,0,-3.888655424118042,-1.0078125,2.880842924118042,0.740832655485649
13,0,-0.029076680541038513,-1.013671875,0.9845951944589615,33.862021941236186
14,0,-2.9131550788879395,-1.00390625,1.9092488288879395,0.6553886687064979
15,0,-1.499026894569397,-1.013671875,0.485355019569397,0.3237800611368068
16,0,-1.7037020921707153,-1.0078125,0.6958895921707153,0.40845732089468223
17,0,-3.2734415531158447,-1.0078125,2.2656290531158447,0.6921244862182715
18,0,-3.3548738956451416,-1.013671875,2.3412020206451416,0.6978509754671208
19,0,-2.378345251083374,-1.013671875,1.364673376083374,0.5737911160971031
20,0,-1.0739620923995972,-1.013671875,0.06029021739959717,0.05613812426552997
21,0,-2.4119415283203125,-1.009765625,1.4021759033203125,0.5813473862680222
22,0,-4.910600662231445,-0.986328125,3.9242725372314453,0.7991430798708444
23,0,-1.0782688856124878,-0.9931640625,0.08510482311248779,0.07892727338055924
24,1,3.8666694164276123,-1.013671875,4.880341291427612,1.2621563329653673
25,1,3.5311813354492188,-1.013671875,4.544853210449219,1.2870631040167315
26,1,6.1756439208984375,-0.9990234375,7.1746673583984375,1.1617683030783714
27,1,1.910878300666809,-1.0078125,2.918690800666809,1.5274079985357099
28,1,3.6811349391937256,-1.013671875,4.694806814193726,1.2753693879045964
29,1,5.82980489730835,-1.013671875,6.84347677230835,1.1738774955347164
30,1,4.634688377380371,-1.013671875,5.648360252380371,1.2187141383544216
31,1,5.1116943359375,-1.013671875,6.1253662109375,1.1983044776119403
32,1,4.822103977203369,-1.013671875,5.835775852203369,1.2102136079587171
33,1,5.880146026611328,-1.013671875,6.893817901611328,1.17238889483569
34,1,8.069655418395996,-1.013671875,9.083327293395996,1.1256152614260557
35,1,0.8991652727127075,-1.0078125,1.9069777727127075,2.1208312093276387
36,1,2.8050119876861572,-1.013671875,3.8186838626861572,1.361378803174447
37,1,-0.35028064250946045,-1.013671875,0.6633912324905396,1.8938849367693007
38,1,3.835543394088745,-1.013671875,4.849215269088745,1.2642837717759232
39,1,5.672516822814941,-1.00390625,6.676423072814941,1.1769772186416927
40,1,0.23302902281284332,-1.013671875,1.2467008978128433,5.349981228793668
41,1,2.630345106124878,-1.013671875,3.644016981124878,1.385375999765057
42,1,1.3352593183517456,-1.013671875,2.3489311933517456,1.7591573120427906
43,1,2.4161689281463623,-1.013671875,3.4298408031463623,1.4195368391636711
44,1,2.033583164215088,-1.017578125,3.051161289215088,1.5003867768509775
45,1,2.99334979057312,-0.998046875,3.99139666557312,1.3334213990436812
46,1,4.4481048583984375,-0.9931640625,5.4412689208984375,1.2232780238138528
47,1,6.003019332885742,-1.013671875,7.016691207885742,1.1688603382379434
