sample_index,logit_fixed_raw,logit,magic,frame_counter,input_beats,tlast_count,first_tlast_beat,last_tlast_beat,early_tlast,missing_tlast,keep_error_count,full_sum_raw,weighted_sum_raw,first_lane0_raw,last_lane0_raw,latency_us
21,8025,7.8369140625,17986,289,2048,1,2047,2047,0,0,0,30364,61156,1019,1024,3187.667
44,12562,12.267578125,17986,290,2048,1,2047,2047,0,0,0,12485,21959,1024,1024,3186.635
13,11406,11.138671875,17986,291,2048,1,2047,2047,0,0,0,57511,62423,1024,1024,3204.98
47,10615,10.3662109375,17986,292,2048,1,2047,2047,0,0,0,1495,62681,1024,1024,3168.331
12,4695,4.5849609375,17986,293,2048,1,2047,2047,0,0,0,20425,65297,1024,1024,3201.594
22,5556,5.42578125,17986,294,2048,1,2047,2047,0,0,0,42916,44193,1024,1024,3203.527
27,10153,9.9150390625,17986,295,2048,1,2047,2047,0,0,0,60156,11442,1024,1024,3201.273
16,13559,13.2412109375,17986,296,2048,1,2047,2047,0,0,0,20383,38231,1024,1024,3204.359
26,12877,12.5751953125,17986,297,2048,1,2047,2047,0,0,0,28868,9200,1024,1024,3248.903
19,7340,7.16796875,17986,298,2048,1,2047,2047,0,0,0,2450,2535,1024,1024,3225.8
25,13342,13.029296875,17986,299,2048,1,2047,2047,0,0,0,52337,27466,1024,1024,3255.365
9,7212,7.04296875,17986,300,2048,1,2047,2047,0,0,0,28418,5126,1024,1019,3208.647
10,11402,11.134765625,17986,301,2048,1,2047,2047,0,0,0,6615,2011,1024,1024,3201.283
4,7045,6.8798828125,17986,302,2048,1,2047,2047,0,0,0,56699,51093,1024,1024,3223.085
30,10653,10.4033203125,17986,303,2048,1,2047,2047,0,0,0,16130,8087,895,1024,3194.42
20,10140,9.90234375,17986,304,2048,1,2047,2047,0,0,0,52470,39861,1024,1024,3207.695
6,7951,7.7646484375,17986,305,2048,1,2047,2047,0,0,0,17470,590,1024,1024,3188.109
28,13986,13.658203125,17986,306,2048,1,2047,2047,0,0,0,41702,28432,1024,1024,3198.257
40,5017,4.8994140625,17986,307,2048,1,2047,2047,0,0,0,43932,33456,1024,1024,3209.95
18,7733,7.5517578125,17986,308,2048,1,2047,2047,0,0,0,7397,13818,1024,1024,3187.247
11,7108,6.94140625,17986,309,2048,1,2047,2047,0,0,0,13129,20296,1024,1024,3213.135
14,5525,5.3955078125,17986,310,2048,1,2047,2047,0,0,0,27042,54705,1024,1024,3203.828
29,13751,13.4287109375,17986,311,2048,1,2047,2047,0,0,0,57212,17493,1024,1019,3198.318
39,11830,11.552734375,17986,312,2048,1,2047,2047,0,0,0,18488,10473,1024,1024,3209.168
43,11105,10.8447265625,17986,313,2048,1,2047,2047,0,0,0,29535,4983,1024,1024,3198.097
34,13088,12.78125,17986,314,2048,1,2047,2047,0,0,0,5051,1423,1024,1024,3276.946
5,12082,11.798828125,17986,315,2048,1,2047,2047,0,0,0,19121,18902,1024,1024,3195.592
17,5443,5.3154296875,17986,316,2048,1,2047,2047,0,0,0,49738,49538,1024,1024,3193.147
2,6664,6.5078125,17986,317,2048,1,2047,2047,0,0,0,4960,49130,1024,1024,3192.146
46,16176,15.796875,17986,318,2048,1,2047,2047,0,0,0,26928,27933,1024,1024,3194.13
24,11261,10.9970703125,17986,319,2048,1,2047,2047,0,0,0,36474,53477,1024,1019,3198.839
42,12256,11.96875,17986,320,2048,1,2047,2047,0,0,0,39359,29275,1024,1024,3170.906
15,7539,7.3623046875,17986,321,2048,1,2047,2047,0,0,0,46870,54870,967,1024,3194.45
1,7564,7.38671875,17986,322,2048,1,2047,2047,0,0,0,50724,6196,1024,1024,3199.83
32,10691,10.4404296875,17986,323,2048,1,2047,2047,0,0,0,41122,17652,1024,895,3192.808
45,10000,9.765625,17986,324,2048,1,2047,2047,0,0,0,32651,28775,895,1024,3202.466
38,12174,11.888671875,17986,325,2048,1,2047,2047,0,0,0,5246,11299,1024,1024,3198.448
35,9269,9.0517578125,17986,326,2048,1,2047,2047,0,0,0,3261,8345,1024,1024,3195.412
36,10395,10.1513671875,17986,327,2048,1,2047,2047,0,0,0,24306,18448,1024,1024,3189.2
8,5991,5.8505859375,17986,328,2048,1,2047,2047,0,0,0,59751,8834,1024,1019,3196.264
3,6793,6.6337890625,17986,329,2048,1,2047,2047,0,0,0,54604,41734,766,1024,3199.36
0,3837,3.7470703125,17986,330,2048,1,2047,2047,0,0,0,62179,54558,1024,1024,3202.886
41,11378,11.111328125,17986,331,2048,1,2047,2047,0,0,0,3042,48159,1024,1024,3189.531
31,14629,14.2861328125,17986,332,2048,1,2047,2047,0,0,0,18134,2542,1024,1024,3189.361
7,9281,9.0634765625,17986,333,2048,1,2047,2047,0,0,0,20821,41230,1024,955,3192.386
23,10045,9.8095703125,17986,334,2048,1,2047,2047,0,0,0,14667,10207,1024,1024,3189.792
33,11397,11.1298828125,17986,335,2048,1,2047,2047,0,0,0,38298,65185,1024,1024,3193.699
37,8603,8.4013671875,17986,336,2048,1,2047,2047,0,0,0,65111,54508,1024,1024,3195.753
