layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
gap,"(1, 1, 24)",24,0.6180013020833334,0.6180013020833334,0.07877604166666667,0.11061807691666323,0.1953125,0.12741194765526204,0.9920375171665946,1,auto,auto,
output_dense,"(1,)",1,0.04296875,0.04296875,0.04296875,0.04296875,0.05078125,1.0,0.0,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
conv3,"(16, 16, 24)",6144,3.9373677571614585,3.9373677571614585,0.0038350423177083335,0.03176429328124606,1.0,0.006128336526070828,0.9999721292712382,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
conv2,"(32, 32, 24)",24576,2.3493016560872397,2.3493016560872397,0.0014495849609375,0.01798944263842499,0.5,0.006353482144519737,0.9999728012174682,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
act3,"(16, 16, 24)",6144,0.518310546875,0.518310546875,0.0005696614583333334,0.015709121058247708,1.0,0.01820159669795055,0.9997679476203014,1,"ufixed<2,1,RND_CONV,SAT,0>",,
conv1,"(64, 64, 16)",65536,2.751516342163086,2.751516342163086,0.0008420944213867188,0.014386810875159549,0.25,0.004457233158802265,0.9999898973014448,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
act2,"(32, 32, 24)",24576,0.6695302327473959,0.6695302327473959,0.000274658203125,0.010192938923814617,1.0,0.010437352821118125,0.9999253520733906,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool2,"(16, 16, 24)",6144,0.748779296875,0.748779296875,0.00018310546875,0.007922757815725342,0.5,0.007639482794317094,0.9999574376163604,1,auto,auto,
pool3,"(8, 8, 24)",1536,0.6180013020833334,0.6180013020833334,0.000244140625,0.007699988747292881,0.5,0.008140046773044432,0.999931784066755,1,auto,auto,
pad_conv3,"(18, 18, 24)",7776,0.5916280864197531,0.5916280864197531,0.00014467592592592592,0.007042451391755859,0.5,0.007639482794317094,0.9999574376163604,1,auto,,
act1,"(64, 64, 16)",65536,0.4389076232910156,0.4389076232910156,5.340576171875e-05,0.004970863327886559,0.5,0.006249980046089159,0.9999788947959845,1,"ufixed<2,1,RND_CONV,SAT,0>",,
act0,"(128, 128, 8)",131072,0.48711109161376953,0.48711109161376953,4.9591064453125e-05,0.004963180759587017,0.5,0.006036758271023831,0.9999816593306402,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool0,"(64, 64, 8)",32768,0.5343170166015625,0.5343170166015625,4.1961669921875e-05,0.0045302328454733245,0.5,0.005201600123308756,0.9999861707138877,1,auto,auto,
pool1,"(32, 32, 16)",16384,0.46209716796875,0.46209716796875,5.340576171875e-05,0.004453591730776433,0.5,0.00540860109022586,0.9999803102470095,1,auto,auto,
pad_conv1,"(66, 66, 8)",34848,0.5024248163452709,0.5024248163452709,3.945707070707071e-05,0.004392953062277163,0.5,0.005201600123308755,0.9999861707138877,1,auto,,
pad_conv2,"(34, 34, 16)",18496,0.4093317474048443,0.4093317474048443,4.730752595155709e-05,0.0041916157466131134,0.5,0.00540860109022586,0.9999803102470095,1,auto,,
conv0,"(128, 128, 8)",131072,1.5291940509750077,1.5291940509750077,0.0006520461068717509,0.000845770636478743,0.0039598941802978516,0.0005052620047911269,0.9999999080331357,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
pad_conv0,"(260, 260, 1)",67600,0.8846841305467633,0.8846841305467633,0.00027427549984205526,0.00046882548768631394,0.000972747802734375,0.0005115040917160544,0.9999999038147784,1,auto,,
