epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.693884,0.693200,0.693200,0.677032,0.709367,0.250026,0.500000,0.500000,0.000000,0.000000,0.956597,0.964063,0.000000,0.000000,0.008084,0.491877,0.491955,0.491911,0.895833,0.888889,0.693204,0.693204,0.677040,0.709367,0.250028,0.500000,0.500000,0.000000,0.000000,0.946181,0.955193,0.000000,0.000000,0.008081,0.491881,0.491956,0.491922,0.875000,0.857143
2,0.693770,0.693303,0.693303,0.671619,0.714987,0.250078,0.500000,0.500000,0.000000,0.000000,0.977431,0.980494,0.000000,0.000000,0.010841,0.489119,0.489198,0.489151,0.937500,0.933333,0.693305,0.693305,0.671625,0.714985,0.250079,0.500000,0.500000,0.000000,0.000000,0.965278,0.971735,0.000000,0.000000,0.010839,0.489122,0.489199,0.489160,0.916667,0.909091
3,0.693197,0.693070,0.693070,0.679226,0.706915,0.249962,0.500000,0.500000,0.000000,0.000000,0.972222,0.976453,0.000000,0.000000,0.006923,0.492991,0.493163,0.493067,0.937500,0.936170,0.693072,0.693072,0.679237,0.706907,0.249963,0.500000,0.500000,0.000000,0.000000,0.965278,0.969800,0.000000,0.000000,0.006918,0.492997,0.493167,0.493067,0.916667,0.916667
4,0.693092,0.692805,0.692805,0.697398,0.688211,0.249829,0.500000,0.500000,0.500000,1.000000,0.940972,0.951037,0.666667,0.000000,0.002297,0.502121,0.502474,0.502334,0.875000,0.857143,0.692808,0.692808,0.697415,0.688201,0.249830,0.500000,0.500000,0.500000,1.000000,0.934028,0.945663,0.666667,0.000000,0.002304,0.502129,0.502479,0.502334,0.875000,0.857143
5,0.693985,0.692829,0.692829,0.694954,0.690704,0.249841,0.500000,0.500000,0.500000,1.000000,0.937500,0.947940,0.666667,0.000000,0.001063,0.500903,0.501223,0.501094,0.875000,0.857143,0.692832,0.692832,0.694969,0.690694,0.249842,0.500000,0.500000,0.500000,1.000000,0.934028,0.944859,0.666667,0.000000,0.001069,0.500910,0.501228,0.501126,0.854167,0.829268
6,0.693142,0.692817,0.692817,0.697163,0.688471,0.249835,0.500000,0.500000,0.500000,1.000000,0.939236,0.949152,0.666667,0.000000,0.002174,0.502004,0.502344,0.502207,0.875000,0.857143,0.692818,0.692818,0.697176,0.688461,0.249836,0.500000,0.500000,0.500000,1.000000,0.937500,0.948561,0.666667,0.000000,0.002179,0.502010,0.502349,0.502207,0.875000,0.857143
7,0.693059,0.692775,0.692775,0.700609,0.684941,0.249814,0.500000,0.500000,0.500000,1.000000,0.939236,0.949152,0.666667,0.000000,0.003918,0.503717,0.504120,0.503959,0.875000,0.857143,0.692778,0.692778,0.700627,0.684928,0.249815,0.500000,0.500000,0.500000,1.000000,0.937500,0.948561,0.666667,0.000000,0.003926,0.503726,0.504127,0.503959,0.875000,0.857143
8,0.693029,0.692742,0.692742,0.694446,0.691038,0.249797,0.500000,0.500000,0.500000,1.000000,0.940972,0.949992,0.666667,0.000000,0.000852,0.500649,0.501056,0.500887,0.875000,0.857143,0.692746,0.692746,0.694476,0.691016,0.249799,0.500000,0.500000,0.500000,1.000000,0.939236,0.948645,0.666667,0.000000,0.000865,0.500664,0.501067,0.500948,0.854167,0.829268
9,0.693127,0.692667,0.692667,0.698933,0.686400,0.249760,0.500000,0.500000,0.500000,1.000000,0.940972,0.949992,0.666667,0.000000,0.003135,0.502885,0.503385,0.503170,0.875000,0.857143,0.692671,0.692671,0.698970,0.686372,0.249762,0.500000,0.500000,0.500000,1.000000,0.937500,0.946991,0.666667,0.000000,0.003151,0.502903,0.503399,0.503249,0.854167,0.829268
10,0.692908,0.692588,0.692588,0.701028,0.684148,0.249720,0.500000,0.500000,0.500000,1.000000,0.944444,0.952274,0.666667,0.000000,0.004222,0.503925,0.504520,0.504267,0.875000,0.857143,0.692590,0.692590,0.701065,0.684116,0.249722,0.500000,0.500000,0.500000,1.000000,0.940972,0.949747,0.666667,0.000000,0.004240,0.503943,0.504536,0.504363,0.854167,0.829268
11,0.693126,0.692663,0.692663,0.689847,0.695480,0.249758,0.500000,0.500000,0.000000,0.000000,0.965278,0.970125,0.000000,0.000000,0.001409,0.498347,0.498835,0.498569,0.895833,0.888889,0.692664,0.692664,0.689880,0.695449,0.249759,0.500000,0.500000,0.000000,0.000000,0.961806,0.967894,0.000000,0.000000,0.001393,0.498364,0.498851,0.498624,0.895833,0.883721
12,0.692800,0.692492,0.692492,0.691284,0.693700,0.249672,0.583333,0.583333,1.000000,0.166667,0.960069,0.964203,0.285714,0.301511,0.082685,0.499067,0.499724,0.499483,0.875000,0.857143,0.692494,0.692494,0.691333,0.693656,0.249674,0.604167,0.604167,1.000000,0.208333,0.954861,0.961356,0.344828,0.340997,0.103538,0.499092,0.499746,0.499483,0.875000,0.857143
13,0.693163,0.692563,0.692563,0.686371,0.698755,0.249708,0.500000,0.500000,0.000000,0.000000,0.979167,0.980954,0.000000,0.000000,0.003098,0.496600,0.497204,0.496854,0.937500,0.936170,0.692564,0.692564,0.686414,0.698714,0.249708,0.500000,0.500000,0.000000,0.000000,0.970486,0.973535,0.000000,0.000000,0.003077,0.496622,0.497224,0.496854,0.916667,0.916667
14,0.693248,0.692418,0.692418,0.700364,0.684473,0.249636,0.500000,0.500000,0.500000,1.000000,0.946181,0.953663,0.666667,0.000000,0.003976,0.503595,0.504356,0.504041,0.875000,0.857143,0.692424,0.692424,0.700415,0.684432,0.249638,0.500000,0.500000,0.500000,1.000000,0.946181,0.952980,0.666667,0.000000,0.003999,0.503621,0.504377,0.503850,0.875000,0.884615
15,0.693579,0.692617,0.692617,0.684766,0.700469,0.249735,0.500000,0.500000,0.000000,0.000000,0.986111,0.987374,0.000000,0.000000,0.003928,0.495792,0.496353,0.495994,0.958333,0.958333,0.692618,0.692618,0.684803,0.700434,0.249736,0.500000,0.500000,0.000000,0.000000,0.980903,0.982132,0.000000,0.000000,0.003910,0.495811,0.496370,0.495994,0.937500,0.938776
16,0.692636,0.692403,0.692403,0.692173,0.692632,0.249628,0.854167,0.854167,1.000000,0.708333,0.963542,0.966546,0.829268,0.740532,0.353742,0.499513,0.500258,0.499795,0.895833,0.901961,0.692410,0.692410,0.692233,0.692587,0.249631,0.854167,0.854167,1.000000,0.708333,0.956597,0.962624,0.829268,0.740532,0.353746,0.499543,0.500280,0.499795,0.895833,0.901961
17,0.692575,0.692229,0.692229,0.709701,0.674758,0.249541,0.500000,0.500000,0.500000,1.000000,0.939236,0.946394,0.666667,0.000000,0.008744,0.508209,0.509280,0.508576,0.875000,0.884615,0.692245,0.692245,0.709782,0.674707,0.249549,0.500000,0.500000,0.500000,1.000000,0.939236,0.947527,0.666667,0.000000,0.008777,0.508249,0.509306,0.508576,0.875000,0.884615
18,0.693411,0.692339,0.692339,0.691803,0.692876,0.249596,0.812500,0.812500,1.000000,0.625000,0.975694,0.977210,0.769231,0.674200,0.311992,0.499327,0.500136,0.499669,0.916667,0.913043,0.692348,0.692348,0.691870,0.692826,0.249601,0.812500,0.812500,1.000000,0.625000,0.967014,0.969096,0.769231,0.674200,0.311996,0.499361,0.500161,0.499640,0.916667,0.920000
19,0.692491,0.692217,0.692217,0.692647,0.691786,0.249535,0.875000,0.875000,0.821429,0.958333,0.972222,0.973953,0.884615,0.760639,0.374501,0.499750,0.500681,0.500160,0.895833,0.888889,0.692228,0.692228,0.692733,0.691723,0.249540,0.875000,0.875000,0.821429,0.958333,0.964410,0.966321,0.884615,0.760639,0.374499,0.499793,0.500713,0.500105,0.895833,0.901961
20,0.692142,0.691912,0.691912,0.699515,0.684309,0.249382,0.500000,0.500000,0.500000,1.000000,0.961806,0.965278,0.666667,0.000000,0.003806,0.503174,0.504439,0.503986,0.875000,0.857143,0.691930,0.691930,0.699636,0.684225,0.249392,0.500000,0.500000,0.500000,1.000000,0.949653,0.955543,0.666667,0.000000,0.003858,0.503234,0.504481,0.503859,0.875000,0.863636
21,0.693555,0.691934,0.691934,0.723598,0.660271,0.249394,0.500000,0.500000,0.500000,1.000000,0.937500,0.944608,0.666667,0.000000,0.015854,0.514995,0.516712,0.515506,0.875000,0.884615,0.691961,0.691961,0.723721,0.660200,0.249407,0.500000,0.500000,0.500000,1.000000,0.934028,0.943161,0.666667,0.000000,0.015902,0.515055,0.516749,0.516243,0.854167,0.829268
22,0.692715,0.691758,0.691758,0.707861,0.675656,0.249306,0.500000,0.500000,0.500000,1.000000,0.947917,0.953707,0.666667,0.000000,0.008063,0.507303,0.508823,0.507788,0.875000,0.884615,0.691775,0.691775,0.707980,0.675569,0.249314,0.500000,0.500000,0.500000,1.000000,0.946181,0.952312,0.666667,0.000000,0.008114,0.507362,0.508867,0.508052,0.875000,0.869565
23,0.691982,0.692058,0.692058,0.684359,0.699756,0.249455,0.500000,0.500000,0.000000,0.000000,0.977431,0.979254,0.000000,0.000000,0.003853,0.495587,0.496707,0.495983,0.937500,0.938776,0.692073,0.692073,0.684433,0.699714,0.249463,0.500000,0.500000,0.000000,0.000000,0.973958,0.975480,0.000000,0.000000,0.003824,0.495624,0.496727,0.496042,0.916667,0.916667
24,0.692670,0.691786,0.691786,0.689668,0.693904,0.249320,0.625000,0.625000,1.000000,0.250000,0.980903,0.981710,0.400000,0.377964,0.123857,0.498257,0.499622,0.498781,0.937500,0.936170,0.691804,0.691804,0.689767,0.693841,0.249328,0.687500,0.687500,1.000000,0.375000,0.975694,0.976707,0.545455,0.480384,0.186378,0.498307,0.499654,0.498756,0.937500,0.938776
25,0.691909,0.691529,0.691529,0.705307,0.677751,0.249191,0.500000,0.500000,0.500000,1.000000,0.949653,0.955592,0.666667,0.000000,0.006901,0.506043,0.507758,0.506972,0.875000,0.863636,0.691550,0.691550,0.705437,0.677664,0.249202,0.500000,0.500000,0.500000,1.000000,0.946181,0.952386,0.666667,0.000000,0.006955,0.506107,0.507803,0.506972,0.875000,0.863636
26,0.691768,0.691330,0.691330,0.703554,0.679106,0.249092,0.500000,0.500000,0.500000,1.000000,0.961806,0.965278,0.666667,0.000000,0.006123,0.505176,0.507071,0.506402,0.875000,0.857143,0.691349,0.691349,0.703683,0.679014,0.249101,0.500000,0.500000,0.500000,1.000000,0.951389,0.956849,0.666667,0.000000,0.006179,0.505240,0.507118,0.506148,0.875000,0.863636
27,0.691586,0.691101,0.691101,0.703692,0.678509,0.248977,0.500000,0.500000,0.500000,1.000000,0.965278,0.968231,0.666667,0.000000,0.006309,0.505245,0.507374,0.506297,0.895833,0.888889,0.691125,0.691125,0.703850,0.678399,0.248989,0.500000,0.500000,0.500000,1.000000,0.951389,0.956849,0.666667,0.000000,0.006376,0.505323,0.507430,0.506359,0.875000,0.863636
28,0.692078,0.690949,0.690949,0.699389,0.682509,0.248901,0.500000,0.500000,0.500000,1.000000,0.970486,0.972221,0.666667,0.000000,0.004230,0.503111,0.505349,0.504139,0.916667,0.913043,0.690974,0.690974,0.699551,0.682397,0.248913,0.500000,0.500000,0.500000,1.000000,0.967014,0.969795,0.666667,0.000000,0.004298,0.503191,0.505405,0.504064,0.916667,0.916667
29,0.692390,0.691280,0.691280,0.734843,0.647718,0.249069,0.500000,0.500000,0.500000,1.000000,0.932292,0.942180,0.666667,0.000000,0.021829,0.520418,0.523241,0.522376,0.854167,0.829268,0.691332,0.691332,0.735081,0.647583,0.249095,0.500000,0.500000,0.500000,1.000000,0.921875,0.934898,0.666667,0.000000,0.021922,0.520532,0.523311,0.522228,0.854167,0.837209
30,0.691354,0.691350,0.691350,0.677464,0.705237,0.249102,0.500000,0.500000,0.000000,0.000000,0.972222,0.973514,0.000000,0.000000,0.006956,0.492096,0.493992,0.492816,0.916667,0.920000,0.691372,0.691372,0.677583,0.705160,0.249112,0.500000,0.500000,0.000000,0.000000,0.973958,0.974746,0.000000,0.000000,0.006906,0.492157,0.494030,0.492673,0.916667,0.920000
