sample_index,logit_fixed_raw,logit,magic,frame_counter,input_beats,tlast_count,first_tlast_beat,last_tlast_beat,early_tlast,missing_tlast,keep_error_count,full_sum_raw,weighted_sum_raw,first_lane0_raw,last_lane0_raw,latency_us
21,6180,6.03515625,17986,49,2048,1,2047,2047,0,0,0,30364,31320,1024,1024,3179.813
44,10853,10.5986328125,17986,50,2048,1,2047,2047,0,0,0,12485,6982,1024,1024,3191.014
13,9167,8.9521484375,17986,51,2048,1,2047,2047,0,0,0,57511,32184,1024,1024,3164.985
47,12988,12.68359375,17986,52,2048,1,2047,2047,0,0,0,1495,46662,1024,1024,3184.942
12,8475,8.2763671875,17986,53,2048,1,2047,2047,0,0,0,20425,40096,1024,1024,3190.092
22,6848,6.6875,17986,54,2048,1,2047,2047,0,0,0,42916,2915,1024,1024,3201.193
27,11135,10.8740234375,17986,55,2048,1,2047,2047,0,0,0,60156,48714,1024,1024,3196.183
16,15227,14.8701171875,17986,56,2048,1,2047,2047,0,0,0,20383,57920,1024,1024,3186.475
26,11597,11.3251953125,17986,57,2048,1,2047,2047,0,0,0,28868,57332,1024,1024,3197.215
19,8708,8.50390625,17986,58,2048,1,2047,2047,0,0,0,2450,12763,1024,1024,3192.857
25,11479,11.2099609375,17986,59,2048,1,2047,2047,0,0,0,52337,5535,1024,1024,3190.323
9,3302,3.224609375,17986,60,2048,1,2047,2047,0,0,0,28418,39420,1024,1024,3203.678
10,11010,10.751953125,17986,61,2048,1,2047,2047,0,0,0,6615,16692,1019,1024,3193.017
4,5913,5.7744140625,17986,62,2048,1,2047,2047,0,0,0,56699,7262,1019,1024,3195.011
30,8132,7.94140625,17986,63,2048,1,2047,2047,0,0,0,16130,26491,1024,1024,3191.024
20,6044,5.90234375,17986,64,2048,1,2047,2047,0,0,0,52470,57073,1024,1024,3215.41
6,6398,6.248046875,17986,65,2048,1,2047,2047,0,0,0,17470,29248,1024,1024,3196.053
28,14522,14.181640625,17986,66,2048,1,2047,2047,0,0,0,41702,29094,1024,1024,3201.614
40,8172,7.98046875,17986,67,2048,1,2047,2047,0,0,0,43932,61276,1024,1024,3198.658
18,5664,5.53125,17986,68,2048,1,2047,2047,0,0,0,7397,54835,1024,1024,3190.743
11,6893,6.7314453125,17986,69,2048,1,2047,2047,0,0,0,13129,233,1024,1024,3204.269
14,3865,3.7744140625,17986,70,2048,1,2047,2047,0,0,0,27042,52577,1024,1024,3200.571
29,14385,14.0478515625,17986,71,2048,1,2047,2047,0,0,0,57212,59783,1024,1024,3190.883
39,14343,14.0068359375,17986,72,2048,1,2047,2047,0,0,0,18488,32111,1007,1024,3202.495
43,11280,11.015625,17986,73,2048,1,2047,2047,0,0,0,29535,9296,1024,1024,3198.147
34,14585,14.2431640625,17986,74,2048,1,2047,2047,0,0,0,5051,28516,1024,1024,3206.473
5,8090,7.900390625,17986,75,2048,1,2047,2047,0,0,0,19121,3059,895,1024,3201.784
17,4707,4.5966796875,17986,76,2048,1,2047,2047,0,0,0,49738,22664,1024,1024,3198.799
2,8041,7.8525390625,17986,77,2048,1,2047,2047,0,0,0,4960,8422,650,1024,3198.358
46,15714,15.345703125,17986,78,2048,1,2047,2047,0,0,0,26928,8435,1024,1024,3199.64
24,10445,10.2001953125,17986,79,2048,1,2047,2047,0,0,0,36474,37749,1024,1024,3168.962
42,9428,9.20703125,17986,80,2048,1,2047,2047,0,0,0,39359,63900,1024,1024,3194.03
15,10264,10.0234375,17986,81,2048,1,2047,2047,0,0,0,46870,36688,1024,1024,3199.23
1,8826,8.619140625,17986,82,2048,1,2047,2047,0,0,0,50724,49424,1024,1024,3191.645
32,8683,8.4794921875,17986,83,2048,1,2047,2047,0,0,0,41122,32990,1024,1024,3193.168
45,11914,11.634765625,17986,84,2048,1,2047,2047,0,0,0,32651,16300,1024,1024,3194.239
38,14440,14.1015625,17986,85,2048,1,2047,2047,0,0,0,5246,48363,1024,1024,3193.749
35,9937,9.7041015625,17986,86,2048,1,2047,2047,0,0,0,3261,3788,1024,1024,3199.9
36,10516,10.26953125,17986,87,2048,1,2047,2047,0,0,0,24306,30818,895,1024,3200.973
8,4615,4.5068359375,17986,88,2048,1,2047,2047,0,0,0,59751,32781,1024,1024,3198.518
3,3768,3.6796875,17986,89,2048,1,2047,2047,0,0,0,54604,60006,1024,1024,3191.344
0,7777,7.5947265625,17986,90,2048,1,2047,2047,0,0,0,62179,56557,1024,1024,3206.433
41,11120,10.859375,17986,91,2048,1,2047,2047,0,0,0,3042,45267,1024,1024,3201.233
31,15168,14.8125,17986,92,2048,1,2047,2047,0,0,0,18134,18328,1024,1024,3203.156
7,6908,6.74609375,17986,93,2048,1,2047,2047,0,0,0,20821,20703,1024,1024,3200.973
23,8881,8.6728515625,17986,94,2048,1,2047,2047,0,0,0,14667,18548,1024,1024,3199.089
33,13374,13.060546875,17986,95,2048,1,2047,2047,0,0,0,38298,32137,1024,1024,3188.77
37,7930,7.744140625,17986,96,2048,1,2047,2047,0,0,0,65111,64611,1024,1024,3200.291
