layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,2.15289306640625,2.15289306640625,0.066436767578125,0.066436767578125,0.0838623046875,0.033538839103714926,0.9999999999997239,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool4,"(4, 4, 32)",512,1.779052734375,1.779052734375,0.0126953125,0.039716937996345736,0.125,0.01591706409652313,0.9998746042443268,1,auto,auto,
gap,"(1, 1, 32)",32,1.779052734375,1.779052734375,0.031982421875,0.03907793424088793,0.09375,0.017812079580671866,0.9998431750727111,1,auto,auto,
act4,"(8, 8, 32)",2048,1.2528533935546875,1.2528533935546875,0.0103912353515625,0.036031165025826616,0.125,0.018824743738305397,0.9998235659700235,1,"ufixed<8,5,RND_CONV,SAT,0>",,
conv4,"(8, 8, 32)",2048,1.8334556221961975,1.8334556221961975,0.015168190002441406,0.019586878042353657,0.08251953125,0.008852903170867317,0.9999615077261087,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
act3,"(16, 16, 24)",6144,0.7401555379231771,0.7401555379231771,0.005373636881510417,0.018324522107783785,0.0625,0.018128911244772297,0.9998358454571842,1,"ufixed<8,4,RND_CONV,SAT,0>",,
pool3,"(8, 8, 24)",1536,0.9141438802083334,0.9141438802083334,0.005259195963541667,0.018113240735072762,0.0625,0.01534609493671633,0.9998821075297973,1,auto,auto,
pad_conv4,"(10, 10, 24)",2400,0.5850520833333334,0.5850520833333334,0.0033658854166666668,0.01449059258805821,0.0625,0.015346094936716327,0.9998821075297973,1,auto,,
conv3,"(16, 16, 24)",6144,1.0152357518672943,1.0152357518672943,0.007212132215499878,0.009371852217163303,0.0498046875,0.007977374787448697,0.9999682574569081,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool2,"(16, 16, 24)",6144,0.47078577677408856,0.47078577677408856,0.0026092529296875,0.00902806010162455,0.03125,0.013481238612706142,0.9999092449937365,1,auto,auto,
act2,"(32, 32, 24)",24576,0.36761633555094403,0.36761633555094403,0.002311070760091146,0.008497346218385353,0.03125,0.014664891734365042,0.9998925692857574,1,"ufixed<8,3,RND_CONV,SAT,0>",,
pad_conv3,"(18, 18, 24)",7776,0.37197888535236623,0.37197888535236623,0.0020616319444444445,0.008024942312555156,0.03125,0.013481238612706142,0.9999092449937365,1,auto,,
conv2,"(32, 32, 24)",24576,0.425076720615228,0.425076720615228,0.0027447144190470376,0.0037188683720421663,0.0283203125,0.0061637932502659094,0.9999810531333561,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool1,"(32, 32, 16)",16384,0.3521289825439453,0.3521289825439453,0.0008084774017333984,0.003553624548770105,0.015625,0.006500956137823916,0.9999788648651722,1,auto,auto,
pad_conv2,"(34, 34, 16)",18496,0.31192048280709345,0.31192048280709345,0.0007161599129541522,0.0033445878106071573,0.015625,0.006500956137823916,0.9999788648651722,1,auto,,
act1,"(64, 64, 16)",65536,0.27713489532470703,0.27713489532470703,0.0006462335586547852,0.0031764653212282843,0.015625,0.00670399084571653,0.9999775148284397,1,"ufixed<8,2,RND_CONV,SAT,0>",,
conv1,"(64, 64, 16)",65536,0.5580490077845752,0.5580490077845752,0.001152524258941412,0.0018752522209623335,0.015869140625,0.0024550896682340667,0.9999969891651733,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
pool0,"(64, 64, 8)",32768,0.41850924491882324,0.41850924491882324,0.00021088123321533203,0.0018145513031228462,0.015625,0.0025789496390890986,0.9999966808555418,1,auto,auto,
pad_conv1,"(66, 66, 8)",34848,0.39352935426710284,0.39352935426710284,0.00019829419909320477,0.0017595648999979112,0.015625,0.0025789496390890986,0.9999966808555418,1,auto,,
act0,"(128, 128, 8)",131072,0.3246849477291107,0.3246849477291107,0.00016823410987854004,0.001621074671140609,0.015625,0.0026662061260904406,0.9999964773637325,1,"ufixed<8,2,RND_CONV,SAT,0>",,
pad_conv0,"(260, 260, 1)",67600,0.8846841305467633,0.8846841305467633,0.00027427549984205526,0.00046882548768631394,0.000972747802734375,0.0005115040917160544,0.9999999038147784,1,auto,,
conv0,"(128, 128, 8)",131072,0.5843421953436749,0.5843421953436749,0.00034511576260776167,0.0004509569529883622,0.0022391080856323242,0.0005631998550742355,0.9999998731340851,1,auto,auto,"fixed<8,1,TRN,WRAP,0>"
