epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.694141,0.692783,0.692783,0.674723,0.711628,0.249818,0.510638,0.500000,0.000000,0.000000,0.943841,0.946682,0.000000,0.000000,0.001410,0.490703,0.490845,0.490749,0.872340,0.875000,0.692782,0.692782,0.674711,0.711639,0.249817,0.510638,0.500000,0.000000,0.000000,0.945652,0.952490,0.000000,0.000000,0.001404,0.490696,0.490839,0.490760,0.872340,0.863636
2,0.693303,0.692762,0.692762,0.681085,0.704948,0.249808,0.510638,0.500000,0.000000,0.000000,0.951087,0.953205,0.000000,0.000000,0.004669,0.493932,0.494134,0.493992,0.893617,0.897959,0.692763,0.692763,0.681076,0.704958,0.249808,0.510638,0.500000,0.000000,0.000000,0.943841,0.950672,0.000000,0.000000,0.004665,0.493928,0.494129,0.494018,0.872340,0.863636
3,0.693378,0.692774,0.692774,0.686747,0.699063,0.249814,0.510638,0.500000,0.000000,0.000000,0.952899,0.954727,0.000000,0.000000,0.007556,0.496790,0.497051,0.496868,0.893617,0.897959,0.692777,0.692777,0.686745,0.699071,0.249815,0.510638,0.500000,0.000000,0.000000,0.947464,0.952888,0.000000,0.000000,0.007553,0.496789,0.497047,0.496903,0.872340,0.863636
4,0.693573,0.692918,0.692918,0.699246,0.686314,0.249885,0.489362,0.500000,0.489362,1.000000,0.954710,0.956199,0.657143,0.000000,0.013869,0.503040,0.503428,0.503181,0.914894,0.916667,0.692916,0.692916,0.699231,0.686326,0.249884,0.489362,0.500000,0.489362,1.000000,0.957428,0.960096,0.657143,0.000000,0.013862,0.503033,0.503422,0.503159,0.872340,0.880000
5,0.694422,0.692682,0.692682,0.675882,0.710213,0.249768,0.510638,0.500000,0.000000,0.000000,0.958333,0.960816,0.000000,0.000000,0.002052,0.491293,0.491540,0.491382,0.914894,0.916667,0.692683,0.692683,0.675884,0.710214,0.249768,0.510638,0.500000,0.000000,0.000000,0.961957,0.964556,0.000000,0.000000,0.002052,0.491293,0.491539,0.491375,0.893617,0.897959
6,0.693295,0.692735,0.692735,0.692811,0.692656,0.249794,0.893617,0.894022,0.875000,0.913043,0.958333,0.960816,0.893617,0.788043,0.393395,0.499832,0.500246,0.499980,0.914894,0.916667,0.692735,0.692735,0.692807,0.692660,0.249794,0.872340,0.872283,0.869565,0.869565,0.960145,0.964152,0.869565,0.744565,0.372123,0.499830,0.500244,0.499996,0.893617,0.893617
7,0.693209,0.692623,0.692623,0.686214,0.699310,0.249738,0.510638,0.500000,0.000000,0.000000,0.960145,0.962851,0.000000,0.000000,0.007358,0.496521,0.496928,0.496660,0.893617,0.897959,0.692624,0.692624,0.686213,0.699314,0.249738,0.510638,0.500000,0.000000,0.000000,0.965580,0.969167,0.000000,0.000000,0.007358,0.496521,0.496926,0.496691,0.893617,0.893617
8,0.692688,0.692681,0.692681,0.698337,0.686780,0.249767,0.489362,0.500000,0.489362,1.000000,0.956522,0.959344,0.657143,0.000000,0.013523,0.502588,0.503194,0.502788,0.893617,0.897959,0.692678,0.692678,0.698313,0.686797,0.249765,0.489362,0.500000,0.489362,1.000000,0.956522,0.961055,0.657143,0.000000,0.013513,0.502576,0.503185,0.502910,0.893617,0.883721
9,0.692500,0.692739,0.692739,0.706136,0.678760,0.249796,0.489362,0.500000,0.489362,1.000000,0.951087,0.954477,0.657143,0.000000,0.017479,0.506452,0.507246,0.506765,0.893617,0.893617,0.692733,0.692733,0.706105,0.678780,0.249793,0.489362,0.500000,0.489362,1.000000,0.954710,0.959790,0.657143,0.000000,0.017466,0.506437,0.507235,0.506857,0.893617,0.883721
10,0.693050,0.692789,0.692789,0.711220,0.673556,0.249821,0.489362,0.500000,0.489362,1.000000,0.945652,0.950261,0.657143,0.000000,0.020052,0.508955,0.509892,0.509327,0.893617,0.893617,0.692782,0.692782,0.711184,0.673580,0.249818,0.489362,0.500000,0.489362,1.000000,0.943841,0.950090,0.657143,0.000000,0.020037,0.508938,0.509880,0.509547,0.872340,0.857143
