index,sample_id,class_label,class_name,ro_count,bitstream_path,blob_path
0,it1_B004,0,benign,0,config_004/vfpga_c004_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/000_it1_B004.bin
1,it1_B005,0,benign,0,config_005/vfpga_c005_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/001_it1_B005.bin
2,it1_B016,0,benign,0,config_016/vfpga_c016_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/002_it1_B016.bin
3,it1_B017,0,benign,0,config_017/vfpga_c017_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/003_it1_B017.bin
4,it1_B025,0,benign,0,config_025/vfpga_c025_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/004_it1_B025.bin
5,it1_B028,0,benign,0,config_028/vfpga_c028_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/005_it1_B028.bin
6,it1_B033,0,benign,0,config_033/vfpga_c033_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/006_it1_B033.bin
7,it1_B036,0,benign,0,config_036/vfpga_c036_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/007_it1_B036.bin
8,it1_B040,0,benign,0,config_040/vfpga_c040_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/008_it1_B040.bin
9,it1_B045,0,benign,0,config_045/vfpga_c045_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/009_it1_B045.bin
10,it1_B049,0,benign,0,config_049/vfpga_c049_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/010_it1_B049.bin
11,it1_B050,0,benign,0,config_050/vfpga_c050_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/011_it1_B050.bin
12,it1_B056,0,benign,0,config_056/vfpga_c056_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/012_it1_B056.bin
13,it1_B061,0,benign,0,config_061/vfpga_c061_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/013_it1_B061.bin
14,it1_B064,0,benign,0,config_064/vfpga_c064_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/014_it1_B064.bin
15,it1_B067,0,benign,0,config_067/vfpga_c067_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/015_it1_B067.bin
16,it1_B070,0,benign,0,config_070/vfpga_c070_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/016_it1_B070.bin
17,it2_B001,0,benign,0,config_001/vfpga_c001_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/017_it2_B001.bin
18,it2_B007,0,benign,0,config_007/vfpga_c007_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/018_it2_B007.bin
19,it2_B021,0,benign,0,config_021/vfpga_c021_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/019_it2_B021.bin
20,it2_B030,0,benign,0,config_030/vfpga_c030_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/020_it2_B030.bin
21,it2_B038,0,benign,0,config_038/vfpga_c038_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/021_it2_B038.bin
22,it2_B044,0,benign,0,config_044/vfpga_c044_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/022_it2_B044.bin
23,it2_B045,0,benign,0,config_045/vfpga_c045_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/023_it2_B045.bin
24,it1_S013,1,standalone,20000,config_088/vfpga_c088_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/024_it1_S013.bin
25,it1_S026,1,standalone,18000,config_101/vfpga_c101_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/025_it1_S026.bin
26,it1_S039,1,standalone,14000,config_114/vfpga_c114_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/026_it1_S039.bin
27,it1_S059,1,standalone,22000,config_134/vfpga_c134_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/027_it1_S059.bin
28,it1_S066,1,standalone,8192,config_141/vfpga_c141_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/028_it1_S066.bin
29,it2_S008,1,standalone,16000,config_083/vfpga_c083_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/029_it2_S008.bin
30,it2_S009,1,standalone,17000,config_084/vfpga_c084_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/030_it2_S009.bin
31,it2_S014,1,standalone,22000,config_089/vfpga_c089_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/031_it2_S014.bin
32,it2_S023,1,standalone,16000,config_098/vfpga_c098_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/032_it2_S023.bin
33,it2_S029,1,standalone,22000,config_104/vfpga_c104_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/033_it2_S029.bin
34,it2_S031,1,standalone,9000,config_106/vfpga_c106_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/034_it2_S031.bin
35,it2_S032,1,standalone,10000,config_107/vfpga_c107_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/035_it2_S032.bin
36,it2_S033,1,standalone,11000,config_108/vfpga_c108_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/036_it2_S033.bin
37,it2_S041,1,standalone,19000,config_116/vfpga_c116_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/037_it2_S041.bin
38,it2_S046,1,standalone,9000,config_121/vfpga_c121_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/038_it2_S046.bin
39,it2_S053,1,standalone,16000,config_128/vfpga_c128_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/039_it2_S053.bin
40,it2_S056,1,standalone,19000,config_131/vfpga_c131_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/040_it2_S056.bin
41,it2_S059,1,standalone,22000,config_134/vfpga_c134_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/041_it2_S059.bin
42,it2_S061,1,standalone,9000,config_136/vfpga_c136_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/042_it2_S061.bin
43,it2_S065,1,standalone,13000,config_140/vfpga_c140_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/043_it2_S065.bin
44,it2_S066,1,standalone,14000,config_141/vfpga_c141_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/044_it2_S066.bin
45,it2_S067,1,standalone,15000,config_142/vfpga_c142_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/045_it2_S067.bin
46,it2_S072,1,standalone,20000,config_147/vfpga_c147_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/046_it2_S072.bin
47,it2_S073,1,standalone,21000,config_148/vfpga_c148_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_1/sample_blobs/047_it2_S073.bin
