sample_index,sample_id,class_label,class_name,app_name,ro_count,bitstream_path,input_path,input_sha256,input_bytes
0,it1_B003,0,benign,user_interrupts,0,config_003/vfpga_c003_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0000.bin,91f3ce123eb081f1726430ece376e1da1c17c04b5033d8bf4c540db91515bb1c,131072
1,it1_B008,0,benign,hello_world_nodbg,0,config_008/vfpga_c008_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0001.bin,23f88c52763f678e7c022f9b9fdff6733a0dd658f90fe202e2e65b9292fffb8b,131072
2,it1_B011,0,benign,user_interrupts_nodbg,0,config_011/vfpga_c011_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0002.bin,a39bc941b940fbb77fd2387060954937ef6892aeab82460c3dbdbeccf2c106a9,131072
3,it1_B013,0,benign,multithreading_aes_nodbg,0,config_013/vfpga_c013_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0003.bin,93e3888736271f709119baa9bfcfbf809b2353c6e902b5d249d1d4bff53a7758,131072
4,it1_B019,0,benign,perf_fpga,0,config_019/vfpga_c019_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0004.bin,5fb31a00558d5fdd0e3a986781f324886b0ee22d4793185aeb7a5256532b7475,131072
5,it1_B029,0,benign,euclidean_nodbg,0,config_029/vfpga_c029_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0005.bin,1b6e60700ea97bf8c91e3fb9844fc0eb392e1d9805f11aba52556dabbc67b8ce,131072
6,it1_B030,0,benign,hello_world,0,config_030/vfpga_c030_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0006.bin,dc47f5b8045055cd0eb2e7609edadeece4550aae38b99a2d724c7c4ea68f928a,131072
7,it1_B035,0,benign,multithreading_aes,0,config_035/vfpga_c035_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0007.bin,7acdc15b6e86cc6e27af18c556eaffa9623b510e47a32f2f9b7caefc2e40914f,131072
8,it1_B044,0,benign,euclidean_nodbg,0,config_044/vfpga_c044_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0008.bin,6864303a18623f7d9ef68af3ece6db4da34de5c538af4bb260214fa0940359dd,131072
9,it1_B053,0,benign,hello_world_nodbg,0,config_053/vfpga_c053_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/diagnostics/clock_matrix_safe_sources/res256_layers5_W8A8_P0_RFbase_a7b3dc155907_copy/hls_sweeps/256_rf2_clk10_aclk100_safe_hls_10324f3c576a/fold_0/u55c_deployment/prepared_inputs/sample_0009.bin,231a58fdf7f484d223c97b8feef7082e5963b09824e1a3d551bd81527db71250,131072
