epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.693878,0.693192,0.693192,0.677170,0.709214,0.250023,0.500000,0.500000,0.000000,0.000000,0.934028,0.949938,0.000000,0.000000,0.008011,0.491948,0.492031,0.491993,0.895833,0.888889,0.693194,0.693194,0.677199,0.709189,0.250023,0.500000,0.500000,0.000000,0.000000,0.916667,0.926998,0.000000,0.000000,0.007998,0.491962,0.492043,0.491992,0.875000,0.875000
2,0.693766,0.693328,0.693328,0.671411,0.715245,0.250090,0.500000,0.500000,0.000000,0.000000,0.946181,0.958308,0.000000,0.000000,0.010958,0.489013,0.489072,0.489044,0.895833,0.888889,0.693328,0.693328,0.671434,0.715222,0.250090,0.500000,0.500000,0.000000,0.000000,0.930556,0.935126,0.000000,0.000000,0.010946,0.489025,0.489084,0.489042,0.875000,0.880000
3,0.693189,0.693090,0.693090,0.679198,0.706982,0.249971,0.500000,0.500000,0.000000,0.000000,0.942708,0.955091,0.000000,0.000000,0.006947,0.492976,0.493130,0.493071,0.895833,0.883721,0.693092,0.693092,0.679243,0.706942,0.249973,0.500000,0.500000,0.000000,0.000000,0.923611,0.928000,0.000000,0.000000,0.006925,0.492999,0.493150,0.493060,0.854167,0.857143
4,0.693075,0.692860,0.692860,0.696081,0.689638,0.249856,0.500000,0.500000,0.500000,1.000000,0.917535,0.936952,0.666667,0.000000,0.001611,0.501465,0.501758,0.501683,0.854167,0.829268,0.692867,0.692867,0.696120,0.689615,0.249860,0.500000,0.500000,0.500000,1.000000,0.918403,0.934156,0.666667,0.000000,0.001627,0.501484,0.501769,0.501578,0.854167,0.857143
5,0.693935,0.692865,0.692865,0.694897,0.690833,0.249859,0.500000,0.500000,0.500000,1.000000,0.921875,0.941181,0.666667,0.000000,0.001016,0.500874,0.501158,0.501067,0.875000,0.857143,0.692871,0.692871,0.694937,0.690804,0.249862,0.500000,0.500000,0.500000,1.000000,0.920139,0.934000,0.666667,0.000000,0.001034,0.500894,0.501173,0.500984,0.875000,0.880000
6,0.693172,0.692862,0.692862,0.697344,0.688381,0.249858,0.500000,0.500000,0.500000,1.000000,0.921875,0.940633,0.666667,0.000000,0.002242,0.502094,0.502389,0.502298,0.875000,0.857143,0.692866,0.692866,0.697376,0.688356,0.249859,0.500000,0.500000,0.500000,1.000000,0.918403,0.933391,0.666667,0.000000,0.002256,0.502110,0.502402,0.502201,0.875000,0.880000
7,0.693091,0.692848,0.692848,0.700408,0.685289,0.249851,0.500000,0.500000,0.500000,1.000000,0.921875,0.940633,0.666667,0.000000,0.003781,0.503617,0.503945,0.503844,0.875000,0.857143,0.692851,0.692851,0.700441,0.685262,0.249852,0.500000,0.500000,0.500000,1.000000,0.920139,0.934298,0.666667,0.000000,0.003796,0.503634,0.503958,0.503738,0.875000,0.880000
8,0.693073,0.692825,0.692825,0.694514,0.691136,0.249839,0.500000,0.500000,0.500000,1.000000,0.925347,0.942974,0.666667,0.000000,0.000845,0.500683,0.501007,0.500900,0.875000,0.857143,0.692832,0.692832,0.694568,0.691096,0.249842,0.500000,0.500000,0.500000,1.000000,0.921875,0.932117,0.666667,0.000000,0.000868,0.500710,0.501027,0.500819,0.854167,0.857143
9,0.693158,0.692804,0.692804,0.698079,0.687530,0.249829,0.500000,0.500000,0.500000,1.000000,0.916667,0.935162,0.666667,0.000000,0.002638,0.502460,0.502817,0.502707,0.854167,0.829268,0.692813,0.692813,0.698137,0.687489,0.249833,0.500000,0.500000,0.500000,1.000000,0.911458,0.926570,0.666667,0.000000,0.002663,0.502489,0.502837,0.502591,0.854167,0.862745
10,0.693000,0.692779,0.692779,0.700203,0.685355,0.249816,0.500000,0.500000,0.500000,1.000000,0.916667,0.935162,0.666667,0.000000,0.003713,0.503515,0.503911,0.503785,0.854167,0.829268,0.692787,0.692787,0.700257,0.685316,0.249820,0.500000,0.500000,0.500000,1.000000,0.914931,0.930739,0.666667,0.000000,0.003737,0.503542,0.503931,0.503657,0.854167,0.862745
