epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.694394,0.693614,0.693614,0.659225,0.728003,0.250233,0.500000,0.500000,0.000000,0.000000,0.932292,0.936393,0.000000,0.000000,0.017190,0.482748,0.482872,0.482807,0.875000,0.884615,0.693621,0.693621,0.659253,0.727988,0.250237,0.500000,0.500000,0.000000,0.000000,0.922743,0.926673,0.000000,0.000000,0.017179,0.482762,0.482879,0.482851,0.854167,0.837209
2,0.693882,0.693629,0.693629,0.658429,0.728829,0.250241,0.500000,0.500000,0.000000,0.000000,0.944444,0.948641,0.000000,0.000000,0.017595,0.482336,0.482474,0.482410,0.895833,0.897959,0.693637,0.693637,0.658461,0.728812,0.250245,0.500000,0.500000,0.000000,0.000000,0.935764,0.943966,0.000000,0.000000,0.017583,0.482353,0.482482,0.482446,0.875000,0.863636
3,0.693585,0.693225,0.693225,0.667947,0.718504,0.250039,0.500000,0.500000,0.000000,0.000000,0.934028,0.940749,0.000000,0.000000,0.012640,0.487240,0.487481,0.487385,0.875000,0.875000,0.693229,0.693229,0.667976,0.718481,0.250041,0.500000,0.500000,0.000000,0.000000,0.937500,0.948465,0.000000,0.000000,0.012627,0.487255,0.487492,0.487445,0.875000,0.857143
4,0.693170,0.692839,0.692839,0.678665,0.707012,0.249846,0.500000,0.500000,0.000000,0.000000,0.935764,0.941640,0.000000,0.000000,0.007089,0.492706,0.493115,0.492953,0.875000,0.875000,0.692843,0.692843,0.678684,0.707001,0.249848,0.500000,0.500000,0.000000,0.000000,0.939236,0.948989,0.000000,0.000000,0.007082,0.492716,0.493121,0.493042,0.875000,0.857143
5,0.693055,0.692564,0.692564,0.689272,0.695856,0.249708,0.500000,0.500000,0.000000,0.000000,0.935764,0.941053,0.000000,0.000000,0.001647,0.498059,0.498648,0.498416,0.875000,0.875000,0.692564,0.692564,0.689274,0.695855,0.249709,0.500000,0.500000,0.000000,0.000000,0.944444,0.953808,0.000000,0.000000,0.001646,0.498060,0.498648,0.498515,0.875000,0.857143
6,0.693034,0.692623,0.692624,0.682000,0.703247,0.249738,0.500000,0.500000,0.000000,0.000000,0.942708,0.948667,0.000000,0.000000,0.005314,0.494395,0.494976,0.494743,0.875000,0.875000,0.692628,0.692628,0.682008,0.703247,0.249740,0.500000,0.500000,0.000000,0.000000,0.949653,0.958312,0.000000,0.000000,0.005313,0.494399,0.494975,0.494816,0.895833,0.883721
7,0.692692,0.692547,0.692547,0.679256,0.705837,0.249700,0.500000,0.500000,0.000000,0.000000,0.951389,0.958345,0.000000,0.000000,0.006649,0.493006,0.493695,0.493397,0.895833,0.893617,0.692554,0.692554,0.679265,0.705844,0.249704,0.500000,0.500000,0.000000,0.000000,0.960069,0.966420,0.000000,0.000000,0.006649,0.493010,0.493692,0.493499,0.895833,0.883721
8,0.692502,0.692099,0.692099,0.696300,0.687897,0.249476,0.500000,0.500000,0.500000,1.000000,0.949653,0.956372,0.666667,0.000000,0.002103,0.501574,0.502632,0.502202,0.895833,0.893617,0.692097,0.692097,0.696272,0.687922,0.249475,0.500000,0.500000,0.500000,1.000000,0.956597,0.964062,0.666667,0.000000,0.002090,0.501560,0.502620,0.502333,0.895833,0.883721
9,0.692888,0.692065,0.692065,0.690360,0.693771,0.249459,0.604167,0.604167,1.000000,0.208333,0.953125,0.959873,0.344828,0.340997,0.103225,0.498604,0.499689,0.499196,0.916667,0.916667,0.692063,0.692063,0.690317,0.693810,0.249458,0.604167,0.604167,1.000000,0.208333,0.967014,0.971883,0.344828,0.340997,0.103220,0.498583,0.499669,0.499200,0.916667,0.916667
10,0.692485,0.691703,0.691703,0.710129,0.673276,0.249278,0.500000,0.500000,0.500000,1.000000,0.954861,0.960839,0.666667,0.000000,0.009227,0.508419,0.510035,0.509313,0.916667,0.916667,0.691692,0.691692,0.710062,0.673322,0.249273,0.500000,0.500000,0.500000,1.000000,0.967014,0.971883,0.666667,0.000000,0.009199,0.508386,0.510012,0.509298,0.916667,0.916667
11,0.692332,0.691375,0.691375,0.714400,0.668350,0.249114,0.500000,0.500000,0.500000,1.000000,0.961806,0.967668,0.666667,0.000000,0.011534,0.510514,0.512555,0.511547,0.916667,0.916667,0.691366,0.691366,0.714305,0.668427,0.249110,0.500000,0.500000,0.500000,1.000000,0.967014,0.971883,0.666667,0.000000,0.011491,0.510467,0.512515,0.511546,0.916667,0.916667
12,0.691919,0.691284,0.691284,0.691142,0.691427,0.249069,0.895833,0.895833,0.952381,0.833333,0.979167,0.981277,0.888889,0.797925,0.394852,0.498996,0.500862,0.500019,0.916667,0.909091,0.691286,0.691286,0.691048,0.691524,0.249069,0.895833,0.895833,1.000000,0.791667,0.977431,0.978795,0.883721,0.809427,0.394858,0.498949,0.500813,0.499677,0.916667,0.923077
13,0.691170,0.690991,0.690991,0.693736,0.688245,0.248922,0.708333,0.708333,0.631579,1.000000,0.980903,0.982387,0.774194,0.512989,0.206800,0.500294,0.502458,0.501132,0.937500,0.938776,0.690990,0.690990,0.693636,0.688344,0.248921,0.708333,0.708333,0.631579,1.000000,0.979167,0.980160,0.774194,0.512989,0.206829,0.500244,0.502408,0.501138,0.916667,0.920000
14,0.691758,0.690520,0.690520,0.708482,0.672558,0.248687,0.500000,0.500000,0.500000,1.000000,0.975694,0.978280,0.666667,0.000000,0.009006,0.507608,0.510403,0.509166,0.916667,0.909091,0.690515,0.690515,0.708368,0.672662,0.248684,0.500000,0.500000,0.500000,1.000000,0.973958,0.976296,0.666667,0.000000,0.008951,0.507552,0.510349,0.508893,0.916667,0.916667
15,0.690384,0.689890,0.689890,0.717395,0.662385,0.248373,0.500000,0.500000,0.500000,1.000000,0.977431,0.979548,0.666667,0.000000,0.013800,0.511977,0.515623,0.513971,0.916667,0.909091,0.689893,0.689893,0.717254,0.662532,0.248374,0.500000,0.500000,0.500000,1.000000,0.973958,0.976498,0.666667,0.000000,0.013727,0.511908,0.515547,0.513644,0.916667,0.913043
16,0.689413,0.689320,0.689320,0.702835,0.675804,0.248087,0.500000,0.500000,0.500000,1.000000,0.986111,0.986857,0.666667,0.000000,0.006785,0.504819,0.508750,0.506382,0.937500,0.936170,0.689359,0.689359,0.702727,0.675992,0.248106,0.500000,0.500000,0.500000,1.000000,0.979167,0.980617,0.666667,0.000000,0.006710,0.504766,0.508654,0.506526,0.916667,0.909091
17,0.689687,0.688626,0.688626,0.726839,0.650413,0.247743,0.500000,0.500000,0.500000,1.000000,0.980903,0.982346,0.666667,0.000000,0.019199,0.516563,0.521835,0.519362,0.916667,0.909091,0.688659,0.688659,0.726612,0.650706,0.247760,0.500000,0.500000,0.500000,1.000000,0.975694,0.976829,0.666667,0.000000,0.019067,0.516453,0.521682,0.518703,0.916667,0.920000
18,0.691964,0.688631,0.688631,0.687299,0.689963,0.247742,0.875000,0.875000,1.000000,0.750000,0.984375,0.986522,0.857143,0.774597,0.372481,0.497066,0.501598,0.499309,0.937500,0.933333,0.688711,0.688711,0.687169,0.690252,0.247782,0.875000,0.875000,1.000000,0.750000,0.986111,0.987242,0.857143,0.774597,0.372505,0.497001,0.501453,0.498798,0.937500,0.933333
