,nn_in_U,,chan_status1.csv
,nn_out_U,,chan_status2.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer2_out_U,,chan_status3.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer3_out_U,,chan_status4.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer5_out_U,,chan_status5.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer6_out_U,,chan_status6.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer7_out_U,,chan_status7.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer8_out_U,,chan_status8.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer10_out_U,,chan_status9.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer11_out_U,,chan_status10.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer12_out_U,,chan_status11.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer13_out_U,,chan_status12.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer15_out_U,,chan_status13.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer16_out_U,,chan_status14.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer17_out_U,,chan_status15.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer18_out_U,,chan_status16.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer20_out_U,,chan_status17.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer21_out_U,,chan_status18.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer22_out_U,,chan_status19.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer23_out_U,,chan_status20.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer25_out_U,,chan_status21.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer26_out_U,,chan_status22.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002,layer27_out_U,,chan_status23.csv
