read_input_frame_streaming_U0,VITIS_LOOP_8_1,seq_loop_status1.csv
read_input_frame_streaming_U0.grp_read_input_frame_streaming_Pipeline_VITIS_LOOP_11_2_fu_68,VITIS_LOOP_11_2,upc_loop_status1.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0,PadMain,seq_loop_status2.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0.grp_zeropad2d_cl_array_array_ap_fixed_1u_config2_Pipeline_PadTop_PadTopWidth_fu_46,PadTop_PadTopWidth,upc_loop_status2.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0.grp_zeropad2d_cl_array_array_ap_fixed_16_6_5_3_0_1u_config2_Pipeline_PadLeft_fu_52,PadLeft,upc_loop_status3.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0.grp_zeropad2d_cl_array_array_ap_fixed_1u_config2_Pipeline_PadBottom_PadBottomWidth_fu_58,PadBottom_PadBottomWidth,upc_loop_status4.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0.grp_zeropad2d_cl_array_array_ap_fixed_16_6_5_3_0_1u_config2_Pipeline_CopyMain_fu_64,CopyMain,upc_loop_status5.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0.grp_zeropad2d_cl_array_array_ap_fixed_16_6_5_3_0_1u_config2_Pipeline_PadRight_fu_72,PadRight,upc_loop_status6.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_U0,ReadInputHeight_ReadInputWidth,upc_loop_status7.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.relu_array_ap_fixed_8u_array_ap_ufixed_8_2_4_0_0_8u_relu_config5_U0,ReLUActLoop,upc_loop_status8.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.pooling2d_cl_array_ap_ufixed_8u_array_ap_ufixed_8_2_4_0_0_8u_config6_U0,ReadInputHeight_ReadInputWidth,upc_loop_status9.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_ap_ufixed_8u_array_ap_ufixed_8_2_4_0_0_8u_config7_U0.grp_zeropad2d_cl_array_array_ap_ufixed_8_2_4_0_0_8u_config7_Pipeline_PadTopWidth_fu_22,PadTopWidth,upc_loop_status10.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_ap_ufixed_8u_array_ap_ufixed_8_2_4_0_0_8u_config7_U0.grp_zeropad2d_cl_array_array_ap_ufixed_8_2_4_0_0_8u_config7_Pipeline_PadMain_fu_28,PadMain,upc_loop_status11.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_ap_ufixed_8u_array_ap_ufixed_8_2_4_0_0_8u_config7_U0.grp_zeropad2d_cl_array_array_ap_ufixed_8u_config7_Pipeline_PadBottomWidth_fu_36,PadBottomWidth,upc_loop_status12.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_U0,ReadInputHeight_ReadInputWidth,upc_loop_status13.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.relu_array_ap_fixed_16u_array_ap_ufixed_8_2_4_0_0_16u_relu_config10_U0,ReLUActLoop,upc_loop_status14.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.pooling2d_cl_array_array_ap_ufixed_8_2_4_0_0_16u_config11_U0,ReadInputHeight_ReadInputWidth,upc_loop_status15.csv
run_network_U0.grp_cnn_small_hls_opt_img256_res256_layers5_W8A8_P0_RFbase_256_rf1_clk10_aclk100_saf_fu_4002.zeropad2d_cl_array_array_ap_ufixed_8_2_4_0_0_16u_config12_U0.grp_zeropad2d_cl_array_array_ap_ufixed_16u_config12_Pipeline_PadTopWidth_fu_22,PadTopWidth,upc_loop_status16.csv
