,zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0,,status1.csv
,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_28_13_5_3_0_8u_config3_U0,,status2.csv
,relu_array_ap_fixed_8u_array_ap_ufixed_10_2_4_0_0_8u_relu_config5_U0,,status3.csv
,pooling2d_cl_array_array_ap_ufixed_10_2_4_0_0_8u_config6_U0,,status4.csv
,zeropad2d_cl_array_array_ap_ufixed_10_2_4_0_0_8u_config7_U0,,status5.csv
,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_U0,,status6.csv
,relu_array_ap_fixed_16u_array_ap_ufixed_10_2_4_0_0_16u_relu_config10_U0,,status7.csv
,pooling2d_cl_array_array_ap_ufixed_10_2_4_0_0_16u_config11_U0,,status8.csv
,zeropad2d_cl_array_array_ap_ufixed_10_2_4_0_0_16u_config12_U0,,status9.csv
,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_U0,,status10.csv
,relu_array_ap_fixed_24u_array_ap_ufixed_10_3_4_0_0_24u_relu_config15_U0,,status11.csv
,pooling2d_cl_array_array_ap_ufixed_10_3_4_0_0_24u_config16_U0,,status12.csv
,zeropad2d_cl_array_array_ap_ufixed_10_3_4_0_0_24u_config17_U0,,status13.csv
,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_U0,,status14.csv
,relu_array_ap_fixed_24u_array_ap_ufixed_10_4_4_0_0_24u_relu_config20_U0,,status15.csv
,pooling2d_cl_array_array_ap_ufixed_10_4_4_0_0_24u_config21_U0,,status16.csv
,zeropad2d_cl_array_array_ap_ufixed_10_4_4_0_0_24u_config22_U0,,status17.csv
,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_U0,,status18.csv
,relu_array_ap_fixed_32u_array_ap_ufixed_10_5_4_0_0_32u_relu_config25_U0,,status19.csv
,pooling2d_cl_array_array_ap_ufixed_10_5_4_0_0_32u_config26_U0,,status20.csv
,pooling2d_cl_array_array_ap_ufixed_10_5_4_0_0_32u_config27_U0,,status21.csv
,dense_array_ap_ufixed_32u_array_ap_fixed_16_6_0_0_0_1u_config29_U0,,status22.csv
,linear_array_array_ap_fixed_16_6_5_3_0_1u_linear_config30_U0,,status23.csv
,AESL_inst_cnn_small_hls_opt_img512_w6_a10_qkeras_hls,,module_status1.csv
zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0,grp_zeropad2d_cl_array_array_ap_fixed_1u_config2_Pipeline_PadTop_PadTopWidth_fu_50,,module_status2.csv
zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0,grp_zeropad2d_cl_array_array_ap_fixed_16_6_5_3_0_1u_config2_Pipeline_PadLeft_fu_56,,module_status3.csv
zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0,grp_zeropad2d_cl_array_array_ap_fixed_1u_config2_Pipeline_PadBottom_PadBottomWidth_fu_62,,module_status4.csv
zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0,grp_zeropad2d_cl_array_array_ap_fixed_16_6_5_3_0_1u_config2_Pipeline_CopyMain_fu_68,,module_status5.csv
zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_U0,grp_zeropad2d_cl_array_array_ap_fixed_16_6_5_3_0_1u_config2_Pipeline_PadRight_fu_76,,module_status6.csv
conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_28_13_5_3_0_8u_config3_U0,grp_compute_output_buffer_2d_array_array_ap_fixed_28_13_5_3_0_8u_config3_s_fu_112,,module_status7.csv
conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_28_13_5_3_0_8u_config3_U0.grp_compute_output_buffer_2d_array_array_ap_fixed_28_13_5_3_0_8u_config3_s_fu_112,call_ln281_shift_line_buffer_array_ap_fixed_16_6_5_3_0_1u_config3_s_fu_129,,module_status8.csv
conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_28_13_5_3_0_8u_config3_U0.grp_compute_output_buffer_2d_array_array_ap_fixed_28_13_5_3_0_8u_config3_s_fu_112,grp_dense_resource_rf_leq_nin_ap_fixed_ap_fixed_28_13_5_3_0_config3_mult_s_fu_193,,module_status9.csv
pooling2d_cl_array_array_ap_ufixed_10_2_4_0_0_8u_config6_U0,call_ln52_shift_line_buffer_array_ap_ufixed_10_2_4_0_0_8u_config6_s_fu_190,,module_status10.csv
zeropad2d_cl_array_array_ap_ufixed_10_2_4_0_0_8u_config7_U0,grp_zeropad2d_cl_array_array_ap_ufixed_10_2_4_0_0_8u_config7_Pipeline_PadTopWidth_fu_54,,module_status11.csv
zeropad2d_cl_array_array_ap_ufixed_10_2_4_0_0_8u_config7_U0,grp_zeropad2d_cl_array_array_ap_ufixed_8u_config7_Pipeline_PadBottomWidth_fu_60,,module_status12.csv
