sample_index,logit_fixed_raw,logit,latency_us
0,-3120,-3.046875,4255.827
1,-3120,-3.046875,4236.871
2,-3120,-3.046875,4249.114
3,-3120,-3.046875,4251.749
4,-2944,-2.875,4259.213
5,-3120,-3.046875,4264.002
6,-3120,-3.046875,4257.039
7,-3120,-3.046875,4270.134
8,-3120,-3.046875,4255.045
9,-3120,-3.046875,4261.848
10,-3120,-3.046875,4231.271
11,-3120,-3.046875,4259.043
12,-3120,-3.046875,4269.282
13,-3120,-3.046875,4241.62
14,-3120,-3.046875,4260.766
15,-3120,-3.046875,4260.125
16,-3120,-3.046875,4262.539
17,-3120,-3.046875,4265.595
18,-3120,-3.046875,4244.816
19,-3120,-3.046875,4255.687
20,-3120,-3.046875,4260.686
21,-3120,-3.046875,4247.581
22,-3120,-3.046875,4274.282
23,-3120,-3.046875,4257.25
24,-3120,-3.046875,4246.579
25,-3120,-3.046875,4246.259
26,-3120,-3.046875,4255.596
27,-3120,-3.046875,4257.079
28,-3120,-3.046875,4260.706
29,-3120,-3.046875,4263.31
30,-3120,-3.046875,4264.604
31,-3120,-3.046875,4296.614
32,-3120,-3.046875,4294.881
33,-3120,-3.046875,4272.168
34,-3120,-3.046875,4264.723
35,-3120,-3.046875,4307.755
36,-3120,-3.046875,4268.22
37,-3120,-3.046875,4291.264
38,-3120,-3.046875,4269.963
39,-3120,-3.046875,4251.779
40,-3120,-3.046875,4264.232
41,-3120,-3.046875,4238.173
42,-3120,-3.046875,4257.49
43,-3120,-3.046875,4262.6
44,-3120,-3.046875,4270.725
45,-3088,-3.015625,4259.534
46,-3120,-3.046875,4258.993
47,-3120,-3.046875,4259.965
