idx,label,keras_logit,hls_logit,abs_err,rel_err
0,0,0.25,0.25,0.0,0.0
1,0,-0.25,0.0,0.25,1.0
2,0,-0.0625,0.0625,0.125,2.0
3,0,0.0,-0.0625,0.0625,62500.0
4,0,0.3125,0.25,0.0625,0.2
5,0,-0.0625,-0.0625,0.0,0.0
6,0,-0.0625,-0.0625,0.0,0.0
7,0,0.3125,0.3125,0.0,0.0
8,0,0.0625,0.0,0.0625,1.0
9,0,-0.3125,-0.1875,0.125,0.4
10,0,0.125,0.125,0.0,0.0
11,0,-0.0625,-0.25,0.1875,3.0
12,0,-0.1875,-0.1875,0.0,0.0
13,0,-0.125,-0.1875,0.0625,0.5
14,0,0.4375,0.0625,0.375,0.8571428571428571
15,0,-0.1875,-0.1875,0.0,0.0
16,0,-0.1875,0.0625,0.25,1.3333333333333333
17,0,-0.375,-0.25,0.125,0.3333333333333333
18,0,0.1875,0.5,0.3125,1.6666666666666667
19,0,0.125,0.125,0.0,0.0
20,0,-0.1875,-0.1875,0.0,0.0
21,0,0.3125,0.0625,0.25,0.8
22,0,-0.125,-0.25,0.125,1.0
23,0,0.0,0.25,0.25,250000.0
24,1,0.0,0.25,0.25,250000.0
25,1,0.375,-0.0625,0.4375,1.1666666666666667
26,1,0.3125,-0.0625,0.375,1.2
27,1,0.125,0.125,0.0,0.0
28,1,-0.0625,0.125,0.1875,3.0
29,1,0.25,0.25,0.0,0.0
30,1,-0.25,-0.25,0.0,0.0
31,1,0.1875,0.1875,0.0,0.0
32,1,0.0,0.0,0.0,0.0
33,1,-0.1875,-0.1875,0.0,0.0
34,1,0.4375,0.6875,0.25,0.5714285714285714
35,1,0.3125,-0.0625,0.375,1.2
36,1,0.25,-0.0625,0.3125,1.25
37,1,-0.1875,-0.125,0.0625,0.3333333333333333
38,1,0.375,0.1875,0.1875,0.5
39,1,0.3125,0.1875,0.125,0.4
40,1,0.25,0.25,0.0,0.0
41,1,-0.125,0.0,0.125,1.0
42,1,0.3125,0.3125,0.0,0.0
43,1,0.125,0.125,0.0,0.0
44,1,0.25,0.0,0.25,1.0
45,1,0.0,0.0,0.0,0.0
46,1,0.1875,0.0625,0.125,0.6666666666666666
47,1,0.0,0.4375,0.4375,437500.0
