sample_index,logit_fixed_raw,logit,latency_us
0,-12805,-12.5048828125,2122.313
1,-12819,-12.5185546875,2117.744
2,-12797,-12.4970703125,2116.932
3,-12805,-12.5048828125,2119.708
4,-12812,-12.51171875,2139.265
5,-12819,-12.5185546875,2121.231
6,-12860,-12.55859375,2140.227
7,-12819,-12.5185546875,2135.889
8,-12853,-12.5517578125,2133.143
9,-12887,-12.5849609375,2139.315
10,-12805,-12.5048828125,2139.916
11,-12805,-12.5048828125,2134.466
12,-12805,-12.5048828125,2179.271
13,-12846,-12.544921875,2162.159
14,-12819,-12.5185546875,2126.721
15,-12805,-12.5048828125,2126.981
16,-12797,-12.4970703125,2176.365
17,-12797,-12.4970703125,2135.508
18,-12846,-12.544921875,2159.524
19,-12880,-12.578125,2170.334
20,-12846,-12.544921875,2136.61
21,-12797,-12.4970703125,2147.651
22,-12819,-12.5185546875,2159.764
23,-12797,-12.4970703125,2132.422
24,-12805,-12.5048828125,2091.595
25,-12819,-12.5185546875,2128.374
26,-12819,-12.5185546875,2133.053
27,-12853,-12.5517578125,2128.996
28,-12778,-12.478515625,2138.062
29,-12778,-12.478515625,2135.598
30,-12805,-12.5048828125,2129.296
31,-12852,-12.55078125,2129.196
32,-12797,-12.4970703125,2133.454
33,-12797,-12.4970703125,2126.571
34,-12811,-12.5107421875,2132.903
35,-12846,-12.544921875,2134.997
36,-12805,-12.5048828125,2124.797
37,-12937,-12.6337890625,2134.115
38,-12853,-12.5517578125,2129.336
39,-12805,-12.5048828125,2134.566
40,-12770,-12.470703125,2123.546
41,-12819,-12.5185546875,2095.572
42,-12846,-12.544921875,2132.522
43,-12805,-12.5048828125,2134.636
44,-12819,-12.5185546875,2129.406
45,-12778,-12.478515625,2137.131
46,-12880,-12.578125,2130.799
47,-12805,-12.5048828125,2129.316
