layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
gap,"(1, 1, 24)",24,0.802734375,0.802734375,0.06380208333333333,0.09219290374900185,0.21875,0.09286799010211098,0.9963636471940257,1,auto,auto,
output_dense,"(1,)",1,0.22265625,0.22265625,0.05078125,0.05078125,0.109375,0.29161043634727846,0.9999999999805974,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
act0,"(32, 32, 8)",8192,0.41473388671875,0.41473388671875,3.0517578125e-05,0.0027621358640099515,0.5,0.003726549187101299,0.9999861155270116,1,"ufixed<2,1,RND_CONV,SAT,0>",,
conv0,"(32, 32, 8)",8192,1.1237408856100046,1.1237408856100046,0.0005851931636016161,0.000760179476917892,0.004124641418457031,0.0005636944978137238,0.9999998712968794,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
pad_conv0,"(68, 68, 1)",4624,0.8086301670840003,0.8086301670840003,0.00024930095078224627,0.0004472775458810507,0.000972747802734375,0.0005102496080823423,0.9999999041554913,1,auto,,
pool0,"(16, 16, 8)",2048,0.5006103515625,0.5006103515625,0.0,0.0,0.0,0.0,0.9999999999999993,1,auto,auto,
pad_conv1,"(18, 18, 8)",2592,0.39554398148148145,0.39554398148148145,0.0,0.0,0.0,0.0,0.9999999999999993,1,auto,,
conv1,"(16, 16, 16)",4096,2.409393310546875,2.409393310546875,0.0,0.0,0.0,0.0,1.0,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
act1,"(16, 16, 16)",4096,0.45849609375,0.45849609375,0.0,0.0,0.0,0.0,0.9999999999999996,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool1,"(8, 8, 16)",1024,0.5084228515625,0.5084228515625,0.0,0.0,0.0,0.0,0.9999999999999987,1,auto,auto,
pad_conv2,"(10, 10, 16)",1600,0.325390625,0.325390625,0.0,0.0,0.0,0.0,0.9999999999999987,1,auto,,
conv2,"(8, 8, 24)",1536,2.1675211588541665,2.1675211588541665,0.0,0.0,0.0,0.0,1.0,1,auto,auto,"fixed<2,1,TRN,WRAP,0>"
act2,"(8, 8, 24)",1536,0.6043294270833334,0.6043294270833334,0.0,0.0,0.0,0.0,0.9999999999999993,1,"ufixed<2,1,RND_CONV,SAT,0>",,
pool2,"(4, 4, 24)",384,0.802734375,0.802734375,0.0,0.0,0.0,0.0,0.9999999999999976,1,auto,auto,
