sample_index,sample_id,app_name,class_label,class_name,ro_count,bitstream_path,logit,probability,predicted_label,correct,per_sample_bce_loss,per_sample_log_loss
0,it1_B000,hello_world,0,benign,0,config_000/vfpga_c000_0.bin,-0.748919845,0.321056707,0,True,0.387217670,0.387217670
1,it1_B007,cosine,0,benign,0,config_007/vfpga_c007_0.bin,0.423520654,0.604325404,1,False,0.927163132,0.927163132
2,it1_B024,hls_vadd_nodbg,0,benign,0,config_024/vfpga_c024_0.bin,-0.115527064,0.471150314,0,True,0.637051035,0.637051035
3,it1_B027,perf_fpga_nodbg,0,benign,0,config_027/vfpga_c027_0.bin,-1.604492545,0.167354656,0,True,0.183147485,0.183147485
4,it1_B031,hls_vadd,0,benign,0,config_031/vfpga_c031_0.bin,-0.706940174,0.330275302,0,True,0.400888550,0.400888550
5,it1_B034,perf_fpga,0,benign,0,config_034/vfpga_c034_0.bin,-1.044356108,0.260310355,0,True,0.301524579,0.301524579
6,it1_B038,hello_world_nodbg,0,benign,0,config_038/vfpga_c038_0.bin,-0.970820427,0.274717004,0,True,0.321193361,0.321193361
7,it1_B042,perf_fpga_nodbg,0,benign,0,config_042/vfpga_c042_0.bin,-1.360292196,0.204192817,0,True,0.228398355,0.228398355
8,it1_B047,multitenancy_aes,0,benign,0,config_047/vfpga_c047_0.bin,0.632982373,0.653165398,1,False,1.058907265,1.058907265
9,it1_B055,multitenancy_aes_nodbg,0,benign,0,config_055/vfpga_c055_0.bin,-0.833330393,0.302941337,0,True,0.360885707,0.360885707
10,it1_B060,hello_world,0,benign,0,config_060/vfpga_c060_0.bin,-0.636228204,0.346099656,0,True,0.424800318,0.424800318
11,it1_B063,user_interrupts,0,benign,0,config_063/vfpga_c063_0.bin,-2.115584135,0.107591328,0,True,0.113831098,0.113831098
12,it2_B018,user_interrupts,0,benign,0,config_018/vfpga_c018_0.bin,-0.441940933,0.391278581,0,True,0.496394556,0.496394556
13,it2_B019,perf_fpga,0,benign,0,config_019/vfpga_c019_0.bin,-0.204592377,0.449029575,0,True,0.596074147,0.596074147
14,it2_B023,hello_world_nodbg,0,benign,0,config_023/vfpga_c023_0.bin,-1.092524171,0.251143259,0,True,0.289207580,0.289207580
15,it2_B033,user_interrupts,0,benign,0,config_033/vfpga_c033_0.bin,-1.357698560,0.204614601,0,True,0.228928503,0.228928503
16,it2_B034,perf_fpga,0,benign,0,config_034/vfpga_c034_0.bin,-1.660468936,0.159699058,0,True,0.173995187,0.173995187
17,it2_B036,euclidean,0,benign,0,config_036/vfpga_c036_0.bin,-0.418815762,0.396800163,0,True,0.505506732,0.505506732
18,it2_B040,multitenancy_aes_nodbg,0,benign,0,config_040/vfpga_c040_0.bin,0.776496053,0.684924442,1,False,1.154942803,1.154942803
19,it2_B042,perf_fpga_nodbg,0,benign,0,config_042/vfpga_c042_0.bin,-1.729840636,0.150607965,0,True,0.163234439,0.163234439
20,it2_B050,multithreading_aes,0,benign,0,config_050/vfpga_c050_0.bin,-0.328751117,0.418544527,0,True,0.542220882,0.542220882
21,it2_B066,euclidean,0,benign,0,config_066/vfpga_c066_0.bin,-1.380671144,0.200901233,0,True,0.224270727,0.224270727
22,it2_B067,cosine,0,benign,0,config_067/vfpga_c067_0.bin,-2.355602264,0.086621504,0,True,0.090604921,0.090604921
23,it2_B072,perf_fpga_nodbg,0,benign,0,config_072/vfpga_c072_0.bin,-3.253561497,0.037199121,0,True,0.037908660,0.037908660
24,it1_S007,ro_10000,1,standalone,10000,config_082/vfpga_c082_0.bin,0.394085974,0.597265926,1,True,0.515392827,0.515392827
25,it1_S010,ro_16000,1,standalone,16000,config_085/vfpga_c085_0.bin,1.330407143,0.790907973,1,True,0.234573661,0.234573661
26,it1_S014,ro_22000,1,standalone,22000,config_089/vfpga_c089_0.bin,2.030126333,0.883924041,1,True,0.123384147,0.123384147
27,it1_S021,ro_8192,1,standalone,8192,config_096/vfpga_c096_0.bin,-0.775019765,0.315394232,0,False,1.153931892,1.153931892
28,it1_S041,ro_18000,1,standalone,18000,config_116/vfpga_c116_0.bin,1.890054584,0.868761754,1,True,0.140686352,0.140686352
29,it1_S043,ro_20000,1,standalone,20000,config_118/vfpga_c118_0.bin,3.049990416,0.954782113,1,True,0.046272119,0.046272119
30,it1_S044,ro_22000,1,standalone,22000,config_119/vfpga_c119_0.bin,4.047616959,0.982835812,1,True,0.017313200,0.017313200
31,it1_S051,ro_8192,1,standalone,8192,config_126/vfpga_c126_0.bin,0.249695867,0.562101642,1,True,0.576072588,0.576072588
32,it1_S053,ro_12000,1,standalone,12000,config_128/vfpga_c128_0.bin,1.348109126,0.793820322,1,True,0.230898139,0.230898139
33,it1_S070,ro_16000,1,standalone,16000,config_145/vfpga_c145_0.bin,2.052556992,0.886205734,1,True,0.120806150,0.120806150
34,it2_S001,ro_9000,1,standalone,9000,config_076/vfpga_c076_0.bin,0.225997776,0.556260190,1,True,0.586519126,0.586519126
35,it2_S010,ro_18000,1,standalone,18000,config_085/vfpga_c085_0.bin,1.985641122,0.879281226,1,True,0.128650494,0.128650494
36,it2_S011,ro_19000,1,standalone,19000,config_086/vfpga_c086_0.bin,2.478762150,0.922639491,1,True,0.080516704,0.080516704
37,it2_S012,ro_20000,1,standalone,20000,config_087/vfpga_c087_0.bin,2.602441549,0.931018548,1,True,0.071476079,0.071476079
38,it2_S021,ro_14000,1,standalone,14000,config_096/vfpga_c096_0.bin,1.584189296,0.829797006,1,True,0.186574179,0.186574179
39,it2_S025,ro_18000,1,standalone,18000,config_100/vfpga_c100_0.bin,2.088409185,0.889771498,1,True,0.116790593,0.116790593
40,it2_S027,ro_20000,1,standalone,20000,config_102/vfpga_c102_0.bin,3.012343168,0.953128645,1,True,0.048005395,0.048005395
41,it2_S028,ro_21000,1,standalone,21000,config_103/vfpga_c103_0.bin,1.429583311,0.806836383,1,True,0.214634379,0.214634379
42,it2_S037,ro_15000,1,standalone,15000,config_112/vfpga_c112_0.bin,1.068255782,0.744265072,1,True,0.295358028,0.295358028
43,it2_S038,ro_16000,1,standalone,16000,config_113/vfpga_c113_0.bin,1.315792561,0.788480847,1,True,0.237647164,0.237647164
44,it2_S039,ro_17000,1,standalone,17000,config_114/vfpga_c114_0.bin,0.597683311,0.645126106,1,True,0.438309469,0.438309469
45,it2_S055,ro_18000,1,standalone,18000,config_130/vfpga_c130_0.bin,1.780681610,0.855781011,1,True,0.155740764,0.155740764
46,it2_S063,ro_11000,1,standalone,11000,config_138/vfpga_c138_0.bin,-0.049095061,0.487728700,0,False,0.717995971,0.717995971
47,it2_S069,ro_17000,1,standalone,17000,config_144/vfpga_c144_0.bin,1.884573102,0.868135520,1,True,0.141407448,0.141407448
