sample_index,logit_fixed_raw,logit,latency_us
0,3136,3.0625,4257.901
1,2480,2.421875,4297.836
2,2288,2.234375,4285.874
3,2048,2,4255.135
4,2336,2.28125,4285.453
5,3264,3.1875,4297.726
6,2816,2.75,4321.141
7,4032,3.9375,4298.137
8,3696,3.609375,4296.184
9,2576,2.515625,4262.299
10,3712,3.625,4333.614
11,2496,2.4375,4299.139
12,2320,2.265625,4262.961
13,4208,4.109375,4255.306
14,3632,3.546875,4266.456
15,3728,3.640625,4262.64
16,3408,3.328125,4272.027
17,2880,2.8125,4320.92
18,2192,2.140625,4264.103
19,3968,3.875,4284.671
20,3904,3.8125,4294.9
21,2496,2.4375,4263.812
22,1552,1.515625,4282.467
23,3408,3.328125,4278.951
24,4688,4.578125,4260.315
25,4544,4.4375,4254.214
26,6992,6.828125,4245.036
27,4592,4.484375,4326.781
28,5040,4.921875,4263.331
29,6032,5.890625,4262.8
30,5968,5.828125,4263.27
31,6256,6.109375,4349.274
32,4960,4.84375,4297.967
33,6736,6.578125,4310.911
34,7536,7.359375,4270.595
35,4208,4.109375,4263.502
36,5760,5.625,4261.468
37,3792,3.703125,4262.059
38,5184,5.0625,4344.905
39,6336,6.1875,4262.549
40,3840,3.75,4284.932
41,4416,4.3125,4263.512
42,4448,4.34375,4254.674
43,4800,4.6875,4281.966
44,5072,4.953125,4263.301
45,4432,4.328125,4267.439
46,5664,5.53125,4272.128
47,6992,6.828125,4261.487
