idx,label,keras_logit,hls_logit,abs_err,rel_err
0,0,0.112548828125,0.296875,0.184326171875,1.6377440347071583
1,0,-0.4833984375,-0.40625,0.0771484375,0.1595959595959596
2,0,-0.777587890625,-0.625,0.152587890625,0.19623233908948196
3,0,-0.382080078125,-0.265625,0.116455078125,0.3047923322683706
4,0,0.37451171875,0.375,0.00048828125,0.001303780964797914
5,0,0.911376953125,1.03125,0.119873046875,0.1315296008572194
6,0,-0.460205078125,0.015625,0.475830078125,1.0339522546419098
7,0,1.7861328125,2.15625,0.3701171875,0.2072170585019136
8,0,0.3564453125,0.296875,0.0595703125,0.16712328767123288
9,0,-0.875244140625,-0.8125,0.062744140625,0.07168758716875871
10,0,0.69482421875,0.890625,0.19580078125,0.2817990161630358
11,0,-0.12548828125,-0.03125,0.09423828125,0.7509727626459144
12,0,-0.456787109375,-0.390625,0.066162109375,0.1448423303046499
13,0,1.9970703125,2.09375,0.0966796875,0.04841075794621027
14,0,0.323486328125,0.296875,0.026611328125,0.08226415094339623
15,0,1.4091796875,1.4375,0.0283203125,0.020097020097020097
16,0,0.725830078125,0.71875,0.007080078125,0.009754456777665657
17,0,-0.432861328125,0.015625,0.448486328125,1.0360970107163001
18,0,-0.607177734375,-0.4375,0.169677734375,0.2794531564133494
19,0,1.61376953125,1.578125,0.03564453125,0.022087745839636914
20,0,1.47607421875,1.34375,0.13232421875,0.08964604697320543
21,0,-0.001953125,0.09375,0.095703125,49.0
22,0,-1.20361328125,-0.984375,0.21923828125,0.1821501014198783
23,0,0.979248046875,0.984375,0.005126953125,0.005235602094240838
24,1,2.766845703125,2.859375,0.092529296875,0.03344216006353128
25,1,2.416015625,2.6875,0.271484375,0.11236863379143087
26,1,4.45751953125,4.484375,0.02685546875,0.006024756271223573
27,1,2.00146484375,2.0625,0.06103515625,0.030495242742132226
28,1,2.284912109375,2.46875,0.183837890625,0.0804573138155786
29,1,4.0693359375,3.953125,0.1162109375,0.02855771538276938
30,1,3.87890625,3.75,0.12890625,0.03323262839879154
31,1,4.440673828125,4.734375,0.293701171875,0.06613887514431799
32,1,2.33935546875,2.46875,0.12939453125,0.055312043414735966
33,1,4.353515625,4.28125,0.072265625,0.016599371915657246
34,1,5.087890625,5.78125,0.693359375,0.1362763915547025
35,1,1.634033203125,1.765625,0.131591796875,0.08053189899895413
36,1,3.14794921875,3.0625,0.08544921875,0.02714440825190011
37,1,1.694580078125,1.8125,0.117919921875,0.06958651491139606
38,1,2.8974609375,3.234375,0.3369140625,0.11627906976744186
39,1,4.527099609375,4.703125,0.176025390625,0.038882597206493015
40,1,1.505615234375,1.28125,0.224365234375,0.1490189719474623
41,1,2.294677734375,2.46875,0.174072265625,0.07585913395042025
42,1,1.754150390625,2.0625,0.308349609375,0.1757828810020877
43,1,2.5908203125,2.859375,0.2685546875,0.10365623822088202
44,1,2.9716796875,2.859375,0.1123046875,0.037791652974038775
45,1,3.072998046875,2.953125,0.119873046875,0.03900850083419401
46,1,3.6962890625,3.609375,0.0869140625,0.023513870541611626
47,1,4.69189453125,4.734375,0.04248046875,0.009054011863877614
