epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.693378,0.693147,0.693147,0.691361,0.694932,0.250000,0.500000,0.500000,0.000000,0.000000,0.524306,0.571934,0.000000,0.000000,0.000893,0.499106,0.499108,0.499129,0.583333,0.333333,0.693147,0.693147,0.691361,0.694933,0.250000,0.500000,0.500000,0.000000,0.000000,0.513021,0.561706,0.000000,0.000000,0.000893,0.499106,0.499108,0.499123,0.604167,0.387097
2,0.693431,0.693142,0.693142,0.697601,0.688682,0.249997,0.500000,0.500000,0.500000,1.000000,0.721354,0.794546,0.666667,0.000000,0.002230,0.502222,0.502237,0.502244,0.729167,0.628571,0.693142,0.693142,0.697601,0.688683,0.249997,0.500000,0.500000,0.500000,1.000000,0.723958,0.792691,0.666667,0.000000,0.002229,0.502222,0.502237,0.502237,0.729167,0.648649
3,0.693517,0.693138,0.693138,0.692395,0.693880,0.249995,0.500000,0.500000,0.000000,0.000000,0.646701,0.661395,0.000000,0.000000,0.000371,0.499624,0.499634,0.499636,0.687500,0.615385,0.693138,0.693138,0.692394,0.693881,0.249995,0.500000,0.500000,0.000000,0.000000,0.633681,0.638951,0.000000,0.000000,0.000372,0.499624,0.499633,0.499639,0.625000,0.470588
4,0.693221,0.693129,0.693129,0.692789,0.693468,0.249991,0.500000,0.500000,0.000000,0.000000,0.734375,0.738170,0.000000,0.000000,0.000170,0.499821,0.499839,0.499844,0.708333,0.611111,0.693129,0.693129,0.692788,0.693470,0.249991,0.500000,0.500000,0.000000,0.000000,0.748264,0.722578,0.000000,0.000000,0.000170,0.499821,0.499839,0.499834,0.708333,0.666667
5,0.693241,0.693117,0.693117,0.696183,0.690050,0.249985,0.500000,0.500000,0.500000,1.000000,0.835069,0.850363,0.666667,0.000000,0.001533,0.501516,0.501551,0.501543,0.770833,0.717949,0.693117,0.693117,0.696183,0.690051,0.249985,0.500000,0.500000,0.500000,1.000000,0.846354,0.856488,0.666667,0.000000,0.001533,0.501515,0.501550,0.501517,0.791667,0.821429
6,0.693291,0.693108,0.693108,0.695499,0.690717,0.249981,0.500000,0.500000,0.500000,1.000000,0.866319,0.875694,0.666667,0.000000,0.001196,0.501175,0.501216,0.501199,0.833333,0.809524,0.693108,0.693108,0.695499,0.690718,0.249981,0.500000,0.500000,0.500000,1.000000,0.869792,0.875509,0.666667,0.000000,0.001195,0.501174,0.501216,0.501199,0.812500,0.790698
7,0.693207,0.693097,0.693097,0.698669,0.687524,0.249975,0.500000,0.500000,0.500000,1.000000,0.916667,0.932906,0.666667,0.000000,0.002786,0.502753,0.502819,0.502788,0.854167,0.837209,0.693097,0.693097,0.698669,0.687525,0.249975,0.500000,0.500000,0.500000,1.000000,0.932292,0.943833,0.666667,0.000000,0.002786,0.502753,0.502819,0.502782,0.875000,0.869565
8,0.693132,0.693072,0.693072,0.697708,0.688436,0.249962,0.500000,0.500000,0.500000,1.000000,0.925347,0.937936,0.666667,0.000000,0.002318,0.502275,0.502361,0.502315,0.875000,0.863636,0.693072,0.693072,0.697707,0.688437,0.249963,0.500000,0.500000,0.500000,1.000000,0.940972,0.947100,0.666667,0.000000,0.002318,0.502275,0.502360,0.502306,0.895833,0.897959
9,0.693225,0.693042,0.693042,0.698857,0.687226,0.249947,0.500000,0.500000,0.500000,1.000000,0.951389,0.957067,0.666667,0.000000,0.002908,0.502847,0.502969,0.502895,0.916667,0.916667,0.693043,0.693043,0.698856,0.687229,0.249948,0.500000,0.500000,0.500000,1.000000,0.951389,0.955742,0.666667,0.000000,0.002907,0.502846,0.502968,0.502895,0.895833,0.897959
10,0.693127,0.693019,0.693019,0.696044,0.689994,0.249936,0.500000,0.500000,0.500000,1.000000,0.951389,0.952076,0.666667,0.000000,0.001513,0.501446,0.501579,0.501489,0.895833,0.897959,0.693020,0.693020,0.696042,0.689998,0.249936,0.500000,0.500000,0.500000,1.000000,0.960069,0.957808,0.666667,0.000000,0.001511,0.501445,0.501577,0.501474,0.916667,0.923077
11,0.693243,0.692989,0.692989,0.697460,0.688518,0.249921,0.500000,0.500000,0.500000,1.000000,0.963542,0.965954,0.666667,0.000000,0.002236,0.502152,0.502320,0.502207,0.895833,0.897959,0.692990,0.692990,0.697457,0.688523,0.249921,0.500000,0.500000,0.500000,1.000000,0.970486,0.970643,0.666667,0.000000,0.002234,0.502150,0.502318,0.502193,0.937500,0.941176
12,0.693018,0.692931,0.692931,0.696974,0.688888,0.249892,0.500000,0.500000,0.500000,1.000000,0.968750,0.970334,0.666667,0.000000,0.002022,0.501910,0.502134,0.501986,0.916667,0.916667,0.692933,0.692933,0.696971,0.688895,0.249893,0.500000,0.500000,0.500000,1.000000,0.973958,0.973875,0.666667,0.000000,0.002019,0.501908,0.502131,0.501970,0.937500,0.941176
13,0.693089,0.692874,0.692874,0.698536,0.687213,0.249864,0.500000,0.500000,0.500000,1.000000,0.982639,0.982941,0.666667,0.000000,0.002832,0.502687,0.502976,0.502790,0.937500,0.936170,0.692876,0.692876,0.698532,0.687221,0.249865,0.500000,0.500000,0.500000,1.000000,0.979167,0.978302,0.666667,0.000000,0.002828,0.502685,0.502972,0.502771,0.958333,0.960000
14,0.693028,0.692824,0.692824,0.700647,0.685001,0.249838,0.500000,0.500000,0.500000,1.000000,0.984375,0.986859,0.666667,0.000000,0.003913,0.503736,0.504090,0.503866,0.958333,0.956522,0.692826,0.692826,0.700642,0.685010,0.249839,0.500000,0.500000,0.500000,1.000000,0.993056,0.993462,0.666667,0.000000,0.003909,0.503733,0.504085,0.503866,0.958333,0.956522
15,0.693097,0.692817,0.692817,0.697521,0.688113,0.249835,0.500000,0.500000,0.500000,1.000000,0.987847,0.987772,0.666667,0.000000,0.002353,0.502182,0.502524,0.502283,0.958333,0.960000,0.692819,0.692819,0.697516,0.688122,0.249836,0.500000,0.500000,0.500000,1.000000,0.984375,0.984028,0.666667,0.000000,0.002349,0.502180,0.502519,0.502283,0.958333,0.960000
