epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_ece,val_roc_auc,val_pr_auc,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,val_benign_mean_score,val_standalone_mean_score,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_roc_auc,aug_val_pr_auc,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1,aug_val_benign_mean_score,aug_val_standalone_mean_score
1,0.6979966759681702,0.6969353839536261,0.6969353804740358,0.7830704197939151,0.6108003411541563,0.2518868391332814,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.0429571270942688,0.49045138888888895,0.4856794072409427,0.5418710112571716,0.5625,0.6557377049180327,0.5429966449737549,0.5429176092147827,0.6959702742687871,0.6959702739687502,0.7826059987382262,0.6093345491992743,0.2514080248799398,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.04324990510940552,0.681423611111111,0.7460885321887358,0.5433403849601746,0.6875,0.6808510638297872,0.5427854061126709,0.5437144637107849
2,0.6951229572296143,0.6949434719925692,0.6949434793009065,0.734635963287627,0.655250995314186,0.2508970369675187,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.01981574296951294,0.2526041666666667,0.38741964278393537,0.5178680419921875,0.5,0.6571428571428571,0.5203185081481934,0.5193130373954773,0.6938092441598225,0.6938092369677671,0.7329057458947325,0.6547127280408018,0.25033076679124977,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.019539713859558105,0.5303819444444444,0.5052305679285728,0.5186985731124878,0.6041666666666666,0.6545454545454545,0.5194861888885498,0.5195932388305664
3,0.6933425068855286,0.6938838161154481,0.6938838181749651,0.721758918409861,0.6660087179400694,0.2503680681595761,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.013928353786468506,0.40190972222222227,0.4306365326333594,0.5124180912971497,0.5833333333333334,0.696969696969697,0.5141006708145142,0.5137560963630676,0.6933611997492258,0.6933612023889081,0.7211001864473555,0.6656222183304604,0.25010697029515,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.013867676258087158,0.49045138888888884,0.5079177235852488,0.5124180912971497,0.625,0.71875,0.5137801170349121,0.5139551758766174
4,0.6935203075408936,0.6938347986460326,0.6938348004370612,0.7038601626070525,0.6838094382670697,0.2503437635299494,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.0050087571144104,0.3697916666666667,0.42610822437756835,0.5028380751609802,0.5416666666666666,0.6764705882352942,0.5053250193595886,0.504692554473877,0.693254645710045,0.6932546420339549,0.70289844227882,0.6836108417890898,0.25005371718246844,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.0048209428787231445,0.4904513888888889,0.48590181857534465,0.5035399794578552,0.5833333333333334,0.6774193548387096,0.5048492550849915,0.5047926306724548
5,0.6930221319198608,0.6940530624082988,0.6940530601822493,0.704386625083607,0.6837194952808915,0.2504528780524782,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.0051615238189697266,0.2986111111111111,0.3873462247386078,0.5031737685203552,0.5625,0.6956521739130435,0.5055860280990601,0.5047370791435242,0.6930182089689234,0.6930182030496148,0.7029577007299337,0.683078705369296,0.24993551372658218,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.004970252513885498,0.5434027777777778,0.5295404047141898,0.5036162734031677,0.5833333333333334,0.696969696969697,0.5048794746398926,0.5050609707832336
6,0.693153440952301,0.6933404213722731,0.6933404214598459,0.7020194780828023,0.6846613648368894,0.25009660058350325,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.004337966442108154,0.4357638888888889,0.4665913464361953,0.5029677748680115,0.5625,0.6865671641791045,0.5044137835502625,0.5042621493339539,0.6928888658163125,0.6928888653301271,0.7008184863292363,0.6849592443310177,0.24987084423049266,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.003965437412261963,0.5711805555555556,0.5496062270184661,0.504348635673523,0.6041666666666666,0.5365853658536586,0.5038187503814697,0.504112184047699
7,0.6930238604545593,0.6933802932558938,0.6933802923455691,0.7010796676768546,0.6856809170142834,0.2501165394644426,0.5208333333333334,0.5208333333333334,0.5106382978723404,1.0,0.676056338028169,0.14586499149789456,0.016981066515048344,0.4461805555555556,0.46050442467555375,0.5030211806297302,0.5625,0.6557377049180327,0.5039480924606323,0.5037481784820557,0.6929025463875269,0.6929025489357304,0.6998558355561523,0.685949262315309,0.24987768102681693,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.003476858139038086,0.5729166666666667,0.5296002109062309,0.5034560561180115,0.6458333333333334,0.6666666666666666,0.5033403038978577,0.5036134123802185
8,0.6927784085273743,0.6935878236506475,0.6935878201270702,0.6977542884752981,0.6894213517788422,0.25022030901601705,0.5,0.5,0.5,0.9166666666666666,0.6470588235294118,0.0,0.00217325488726298,0.41666666666666663,0.4353370230761518,0.5018157958984375,0.5625,0.6181818181818182,0.5022961497306824,0.5018672943115234,0.6929269717137393,0.6929269705458448,0.6960888489796723,0.6897650921120171,0.2498898930407837,0.5416666666666666,0.5416666666666667,0.5227272727272727,0.9583333333333334,0.6764705882352942,0.15075567228888181,0.04001996914545695,0.584201388888889,0.5497378136010052,0.5008468627929688,0.6041666666666666,0.6779661016949152,0.5014667510986328,0.5016949772834778
9,0.6929399967193604,0.6934764713147032,0.6934764714737026,0.6969461082228966,0.6900068347245085,0.25016464034071967,0.4791666666666667,0.4791666666666667,0.4883720930232558,0.875,0.6268656716417911,-0.06819943394704735,0.02275070796410243,0.4444444444444444,0.46887302739986286,0.49900054931640625,0.5416666666666666,0.6857142857142857,0.5018939971923828,0.5015738606452942,0.6929436310810274,0.6929436320274899,0.6961195476489367,0.6897677164060428,0.2498982214564208,0.5416666666666666,0.5416666666666666,0.5238095238095238,0.9166666666666666,0.6666666666666666,0.12598815766974242,0.03992226719856262,0.6024305555555556,0.5470921013859893,0.5009536743164062,0.6666666666666666,0.7142857142857143,0.5014817118644714,0.5016937255859375
10,0.6928375959396362,0.6933693147735568,0.6933693163825696,0.6971535012289521,0.6895851315361871,0.25011106204067524,0.5625,0.5625,0.5348837209302325,0.9583333333333334,0.6865671641791045,0.20459830184114203,0.06045390386134386,0.4149305555555556,0.45709910155483624,0.5005950927734375,0.5625,0.6865671641791045,0.5019966959953308,0.5017852783203125,0.6926531575748984,0.6926531561493287,0.6958809514358065,0.6894253608628508,0.24975299091037684,0.5416666666666666,0.5416666666666666,0.525,0.875,0.65625,0.11180339887498948,0.03990634282430013,0.6258680555555556,0.6285646291541321,0.5020370483398438,0.6458333333333334,0.5853658536585366,0.5013630986213684,0.501866340637207
