epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.695215,0.694202,0.694202,0.647757,0.740647,0.250527,0.500000,0.500000,0.000000,0.000000,0.765625,0.760081,0.000000,0.000000,0.023206,0.476782,0.476805,0.476801,0.729167,0.723404,0.694216,0.694215,0.647878,0.740553,0.250534,0.500000,0.500000,0.000000,0.000000,0.515625,0.610169,0.000000,0.000000,0.023153,0.476845,0.476850,0.476899,0.604167,0.387097
2,0.694566,0.694179,0.694179,0.647962,0.740396,0.250515,0.500000,0.500000,0.000000,0.000000,0.798611,0.846377,0.000000,0.000000,0.023093,0.476889,0.476925,0.476916,0.770833,0.755556,0.694190,0.694190,0.648086,0.740294,0.250521,0.500000,0.500000,0.000000,0.000000,0.578125,0.671068,0.000000,0.000000,0.023036,0.476954,0.476974,0.477003,0.645833,0.514286
3,0.694083,0.693591,0.693591,0.660690,0.726491,0.250222,0.500000,0.500000,0.000000,0.000000,0.847222,0.896722,0.000000,0.000000,0.016446,0.483505,0.483603,0.483579,0.875000,0.863636,0.693605,0.693605,0.660872,0.726339,0.250229,0.500000,0.500000,0.000000,0.000000,0.689236,0.764876,0.000000,0.000000,0.016362,0.483599,0.483677,0.483725,0.687500,0.545455
4,0.693835,0.693604,0.693604,0.660688,0.726521,0.250228,0.500000,0.500000,0.000000,0.000000,0.840278,0.891082,0.000000,0.000000,0.016454,0.483504,0.483589,0.483586,0.854167,0.837209,0.693618,0.693618,0.660848,0.726388,0.250235,0.500000,0.500000,0.000000,0.000000,0.710069,0.787507,0.000000,0.000000,0.016380,0.483587,0.483653,0.483693,0.708333,0.588235
5,0.693783,0.693081,0.693081,0.679334,0.706828,0.249967,0.500000,0.500000,0.000000,0.000000,0.861111,0.907754,0.000000,0.000000,0.006874,0.493045,0.493206,0.493171,0.875000,0.863636,0.693082,0.693082,0.679502,0.706662,0.249968,0.500000,0.500000,0.000000,0.000000,0.833333,0.884298,0.000000,0.000000,0.006791,0.493131,0.493288,0.493281,0.833333,0.800000
6,0.693524,0.693144,0.693144,0.675807,0.710481,0.249998,0.500000,0.500000,0.000000,0.000000,0.869792,0.910223,0.000000,0.000000,0.008669,0.491255,0.491408,0.491383,0.875000,0.863636,0.693143,0.693143,0.675955,0.710330,0.249998,0.500000,0.500000,0.000000,0.000000,0.836806,0.886675,0.000000,0.000000,0.008594,0.491330,0.491482,0.491482,0.833333,0.800000
7,0.693516,0.693050,0.693050,0.678944,0.707157,0.249952,0.500000,0.500000,0.000000,0.000000,0.885417,0.925960,0.000000,0.000000,0.007054,0.492847,0.493044,0.492994,0.875000,0.863636,0.693047,0.693047,0.679104,0.706989,0.249950,0.500000,0.500000,0.000000,0.000000,0.852431,0.897659,0.000000,0.000000,0.006972,0.492929,0.493127,0.493131,0.833333,0.800000
8,0.693516,0.693053,0.693053,0.678638,0.707469,0.249953,0.500000,0.500000,0.000000,0.000000,0.885417,0.918131,0.000000,0.000000,0.007208,0.492693,0.492890,0.492831,0.875000,0.863636,0.693055,0.693055,0.678816,0.707295,0.249954,0.500000,0.500000,0.000000,0.000000,0.833333,0.884694,0.000000,0.000000,0.007121,0.492783,0.492976,0.492986,0.833333,0.800000
9,0.695189,0.692924,0.692924,0.687739,0.698109,0.249888,0.500000,0.500000,0.000000,0.000000,0.888889,0.920791,0.000000,0.000000,0.002593,0.497289,0.497525,0.497460,0.854167,0.837209,0.692926,0.692926,0.687927,0.697925,0.249889,0.500000,0.500000,0.000000,0.000000,0.854167,0.899742,0.000000,0.000000,0.002500,0.497383,0.497617,0.497542,0.833333,0.809524
10,0.693528,0.693030,0.693030,0.680549,0.705512,0.249942,0.500000,0.500000,0.000000,0.000000,0.892361,0.927013,0.000000,0.000000,0.006242,0.493661,0.493856,0.493835,0.854167,0.829268,0.693026,0.693026,0.680671,0.705382,0.249940,0.500000,0.500000,0.000000,0.000000,0.881944,0.920490,0.000000,0.000000,0.006179,0.493723,0.493920,0.493842,0.875000,0.863636
