layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
gap,"(1, 1, 32)",32,2.2536163330078125,2.2536163330078125,0.1135711669921875,0.1406708265883914,0.271484375,0.05245550439476471,0.9986872742512432,1,auto,auto,
pool4,"(16, 16, 32)",8192,2.2536163330078125,2.2536163330078125,0.0373077392578125,0.13656158294754073,0.5,0.04428102535832335,0.999023025787645,1,auto,auto,
act4,"(32, 32, 32)",32768,1.8285293579101562,1.8285293579101562,0.0348052978515625,0.1319081236421334,0.5,0.049334507031311904,0.9987863707978586,1,"ufixed<6,5,RND_CONV,SAT,0>",,
output_dense,"(1,)",1,2.0466156005859375,2.0466156005859375,0.0975189208984375,0.0975189208984375,0.2344970703125,0.048845024879712096,0.9999999999997486,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
conv4,"(32, 32, 32)",32768,2.339494824409485,2.339494824409485,0.04666852951049805,0.06614320047913975,0.4765625,0.023284955323779426,0.999730279328088,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
pool3,"(32, 32, 24)",24576,0.8713124593098959,0.8713124593098959,0.011159261067708334,0.05281324730873656,0.25,0.03843303540776262,0.9992617523445424,1,auto,auto,
act3,"(64, 64, 24)",98304,0.7524763743082682,0.7524763743082682,0.010258992513020834,0.0506428245736124,0.25,0.04003157107488162,0.9991989179729275,1,"ufixed<6,4,RND_CONV,SAT,0>",,
pad_conv4,"(34, 34, 24)",27744,0.771820033160323,0.771820033160323,0.009885020184544405,0.049706585702340295,0.25,0.03843303540776262,0.9992617523445424,1,auto,,
conv3,"(64, 64, 24)",98304,0.9985137581825256,0.9985137581825256,0.01448175311088562,0.020935797833190932,0.16796875,0.015488193284961677,0.9998800672722611,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
pool2,"(64, 64, 24)",98304,0.4566491444905599,0.4566491444905599,0.002850214640299479,0.018873554784376148,0.125,0.02608130332455506,0.9996598321244234,1,auto,auto,
pad_conv3,"(66, 66, 24)",104544,0.42939276763850626,0.42939276763850626,0.002680091636057545,0.018301628881819295,0.125,0.02608130332455506,0.9996598321244234,1,auto,,
act2,"(128, 128, 24)",393216,0.40431960423787433,0.40431960423787433,0.0026635328928629556,0.018244066352970573,0.125,0.027068227744465326,0.9996335146296543,1,"ufixed<6,3,RND_CONV,SAT,0>",,
conv2,"(128, 128, 24)",393216,0.6188823593159517,0.6188823593159517,0.004115929206212361,0.007168658831093109,0.080078125,0.008935845784608962,0.9999600642013531,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
pool1,"(128, 128, 16)",262144,0.369212806224823,0.369212806224823,0.0007675290107727051,0.006925301324447657,0.0625,0.010856533646344113,0.9999410534093547,1,auto,auto,
pad_conv2,"(130, 130, 16)",270400,0.3579397998335799,0.3579397998335799,0.0007440943971893491,0.006818758227148463,0.0625,0.010856533646344115,0.9999410534093547,1,auto,,
act1,"(256, 256, 16)",1048576,0.3186313509941101,0.3186313509941101,0.0006506145000457764,0.006376047583632682,0.0625,0.010945080434056183,0.9999400879850961,1,"ufixed<6,2,RND_CONV,SAT,0>",,
conv1,"(256, 256, 16)",1048576,0.744135822635144,0.744135822635144,0.0012940941378474236,0.0035562971286619543,0.048828125,0.003807295510061897,0.9999927572832736,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
pool0,"(256, 256, 8)",524288,0.46171465516090393,0.46171465516090393,0.0001895129680633545,0.003441170500043363,0.0625,0.004323359676997373,0.9999906608480698,1,auto,auto,
pad_conv1,"(258, 258, 8)",532512,0.4545840340217685,0.4545840340217685,0.00018658617082807524,0.003414494759732949,0.0625,0.004323359676997373,0.9999906608480698,1,auto,,
act0,"(512, 512, 8)",2097152,0.38429173827171326,0.38429173827171326,0.0001671239733695984,0.003231724614270886,0.0625,0.004568337992263658,0.9999895947064145,1,"ufixed<6,2,RND_CONV,SAT,0>",,
pad_conv0,"(1028, 1028, 1)",1056784,0.905402267729393,0.905402267729393,0.00028049310690035493,0.00047413901340300776,0.000972747802734375,0.0005113448996450103,0.9999999038220367,1,auto,,
conv0,"(512, 512, 8)",2097152,0.5498720324721791,0.5498720324721791,0.0003263124583590543,0.0004339757929939119,0.0026661157608032227,0.0005794163449291995,0.9999998632447586,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
