epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.694154,0.692785,0.692785,0.674033,0.712353,0.249819,0.510638,0.500000,0.000000,0.000000,0.922101,0.928237,0.000000,0.000000,0.001057,0.490351,0.490489,0.490398,0.872340,0.875000,0.692775,0.692775,0.673952,0.712416,0.249814,0.510638,0.500000,0.000000,0.000000,0.923913,0.935920,0.000000,0.000000,0.001020,0.490310,0.490458,0.490413,0.851064,0.844444
2,0.693336,0.692767,0.692767,0.680273,0.705805,0.249810,0.510638,0.500000,0.000000,0.000000,0.920290,0.927065,0.000000,0.000000,0.004252,0.493521,0.493711,0.493591,0.872340,0.875000,0.692764,0.692764,0.680215,0.705858,0.249808,0.510638,0.500000,0.000000,0.000000,0.932971,0.941680,0.000000,0.000000,0.004225,0.493492,0.493685,0.493630,0.872340,0.863636
3,0.693391,0.692784,0.692784,0.685863,0.700006,0.249818,0.510638,0.500000,0.000000,0.000000,0.925725,0.931715,0.000000,0.000000,0.007099,0.496345,0.496583,0.496433,0.872340,0.875000,0.692787,0.692787,0.685835,0.700042,0.249820,0.510638,0.500000,0.000000,0.000000,0.923913,0.920662,0.000000,0.000000,0.007083,0.496330,0.496565,0.496475,0.872340,0.869565
4,0.693589,0.692938,0.692938,0.697909,0.687751,0.249895,0.489362,0.500000,0.489362,1.000000,0.936594,0.940201,0.657143,0.000000,0.013175,0.502375,0.502705,0.502488,0.872340,0.875000,0.692934,0.692934,0.697842,0.687813,0.249894,0.489362,0.500000,0.489362,1.000000,0.929348,0.931572,0.657143,0.000000,0.013143,0.502342,0.502674,0.502554,0.893617,0.888889
5,0.694378,0.692705,0.692705,0.675844,0.710298,0.249779,0.510638,0.500000,0.000000,0.000000,0.940217,0.945596,0.000000,0.000000,0.002021,0.491273,0.491497,0.491353,0.893617,0.893617,0.692721,0.692720,0.675866,0.710307,0.249787,0.510638,0.500000,0.000000,0.000000,0.920290,0.911507,0.000000,0.000000,0.002025,0.491285,0.491493,0.491393,0.872340,0.875000
6,0.693339,0.692814,0.692814,0.691890,0.693779,0.249834,0.531915,0.521739,1.000000,0.043478,0.934783,0.938797,0.083333,0.150613,0.031435,0.499371,0.499684,0.499501,0.872340,0.869565,0.692814,0.692814,0.691847,0.693822,0.249833,0.531915,0.521739,1.000000,0.043478,0.927536,0.927291,0.083333,0.150613,0.031414,0.499350,0.499663,0.499551,0.893617,0.888889
7,0.693293,0.692724,0.692724,0.685391,0.700376,0.249789,0.510638,0.500000,0.000000,0.000000,0.938406,0.942919,0.000000,0.000000,0.006888,0.496107,0.496398,0.496208,0.872340,0.875000,0.692726,0.692726,0.685357,0.700416,0.249790,0.510638,0.500000,0.000000,0.000000,0.929348,0.933079,0.000000,0.000000,0.006870,0.496090,0.496379,0.496276,0.893617,0.888889
8,0.692886,0.692817,0.692817,0.694822,0.690724,0.249835,0.489362,0.500000,0.489362,1.000000,0.942029,0.944943,0.657143,0.000000,0.011659,0.500837,0.501213,0.500971,0.893617,0.893617,0.692815,0.692815,0.694757,0.690788,0.249834,0.489362,0.500000,0.489362,1.000000,0.929348,0.935344,0.657143,0.000000,0.011627,0.500804,0.501181,0.501058,0.893617,0.888889
9,0.692774,0.692899,0.692899,0.700987,0.684460,0.249876,0.489362,0.500000,0.489362,1.000000,0.943841,0.945951,0.657143,0.000000,0.014767,0.503904,0.504363,0.504077,0.893617,0.893617,0.692897,0.692897,0.700906,0.684540,0.249875,0.489362,0.500000,0.489362,1.000000,0.929348,0.934512,0.657143,0.000000,0.014727,0.503864,0.504322,0.504172,0.893617,0.888889
10,0.693205,0.692995,0.692995,0.706106,0.679315,0.249924,0.489362,0.500000,0.489362,1.000000,0.943841,0.945951,0.657143,0.000000,0.017333,0.506437,0.506964,0.506634,0.893617,0.893617,0.692997,0.692997,0.706025,0.679402,0.249925,0.489362,0.500000,0.489362,1.000000,0.929348,0.934512,0.657143,0.000000,0.017291,0.506397,0.506920,0.506744,0.893617,0.888889
11,0.693452,0.692712,0.692712,0.692960,0.692453,0.249782,0.787234,0.789855,0.724138,0.913043,0.943841,0.945951,0.807692,0.596136,0.286975,0.499906,0.500347,0.500083,0.893617,0.893617,0.692713,0.692713,0.692901,0.692518,0.249783,0.787234,0.789855,0.724138,0.913043,0.934783,0.941356,0.807692,0.596136,0.286974,0.499877,0.500315,0.500180,0.893617,0.888889
12,0.692973,0.692831,0.692831,0.700970,0.684337,0.249842,0.489362,0.500000,0.489362,1.000000,0.943841,0.945951,0.657143,0.000000,0.014793,0.503896,0.504424,0.504107,0.893617,0.893617,0.692835,0.692835,0.700892,0.684428,0.249844,0.489362,0.500000,0.489362,1.000000,0.932971,0.939778,0.657143,0.000000,0.014751,0.503857,0.504379,0.504213,0.893617,0.888889
13,0.692793,0.692866,0.692866,0.704413,0.680817,0.249860,0.489362,0.500000,0.489362,1.000000,0.943841,0.945951,0.657143,0.000000,0.016534,0.505601,0.506203,0.505853,0.893617,0.893617,0.692876,0.692876,0.704330,0.680923,0.249864,0.489362,0.500000,0.489362,1.000000,0.932971,0.940630,0.657143,0.000000,0.016487,0.505560,0.506150,0.505962,0.893617,0.888889
14,0.692778,0.692904,0.692904,0.707958,0.677196,0.249878,0.489362,0.500000,0.489362,1.000000,0.942029,0.943678,0.657143,0.000000,0.018326,0.507351,0.508040,0.507635,0.893617,0.893617,0.692916,0.692916,0.707871,0.677312,0.249885,0.489362,0.500000,0.489362,1.000000,0.932971,0.940630,0.657143,0.000000,0.018275,0.507308,0.507981,0.507769,0.893617,0.888889
15,0.693136,0.692567,0.692567,0.690679,0.694537,0.249710,0.510638,0.500000,0.000000,0.000000,0.945652,0.948669,0.000000,0.000000,0.009668,0.498764,0.499306,0.498997,0.893617,0.893617,0.692585,0.692585,0.690658,0.694596,0.249719,0.510638,0.500000,0.000000,0.000000,0.943841,0.948061,0.000000,0.000000,0.009648,0.498754,0.499276,0.499102,0.893617,0.888889
16,0.692755,0.692664,0.692664,0.699870,0.685144,0.249758,0.489362,0.500000,0.489362,1.000000,0.942029,0.943678,0.657143,0.000000,0.014315,0.503350,0.504018,0.503649,0.893617,0.893617,0.692681,0.692681,0.699821,0.685230,0.249767,0.489362,0.500000,0.489362,1.000000,0.936594,0.943201,0.657143,0.000000,0.014281,0.503326,0.503974,0.503754,0.893617,0.888889
17,0.693322,0.692551,0.692551,0.694353,0.690670,0.249702,0.489362,0.500000,0.489362,1.000000,0.945652,0.948669,0.657143,0.000000,0.011553,0.500602,0.501240,0.500882,0.893617,0.893617,0.692573,0.692573,0.694330,0.690740,0.249713,0.510638,0.520833,0.500000,1.000000,0.938406,0.944409,0.666667,0.144338,0.011530,0.500591,0.501205,0.500984,0.893617,0.888889
18,0.692941,0.692505,0.692505,0.693891,0.691059,0.249679,0.553191,0.562500,0.522727,1.000000,0.945652,0.948669,0.686567,0.255619,0.052476,0.500372,0.501045,0.500664,0.893617,0.893617,0.692526,0.692526,0.693852,0.691142,0.249690,0.553191,0.562500,0.522727,1.000000,0.942029,0.948256,0.686567,0.255619,0.052501,0.500352,0.501003,0.500760,0.893617,0.888889
19,0.692644,0.692544,0.692544,0.700552,0.684187,0.249698,0.489362,0.500000,0.489362,1.000000,0.943841,0.945466,0.657143,0.000000,0.014724,0.503689,0.504501,0.504035,0.893617,0.893617,0.692562,0.692562,0.700470,0.684310,0.249707,0.489362,0.500000,0.489362,1.000000,0.936594,0.946495,0.657143,0.000000,0.014673,0.503648,0.504438,0.504207,0.893617,0.883721
20,0.692640,0.692704,0.692704,0.710335,0.674305,0.249778,0.489362,0.500000,0.489362,1.000000,0.938406,0.941148,0.657143,0.000000,0.019643,0.508520,0.509511,0.508944,0.872340,0.875000,0.692721,0.692721,0.710238,0.674443,0.249787,0.489362,0.500000,0.489362,1.000000,0.936594,0.946495,0.657143,0.000000,0.019584,0.508472,0.509440,0.509141,0.893617,0.883721
21,0.693024,0.692765,0.692765,0.715277,0.669274,0.249809,0.489362,0.500000,0.489362,1.000000,0.938406,0.941310,0.657143,0.000000,0.022138,0.510943,0.512081,0.511509,0.893617,0.888889,0.692773,0.692773,0.715172,0.669400,0.249813,0.489362,0.500000,0.489362,1.000000,0.936594,0.945368,0.657143,0.000000,0.022080,0.510892,0.512016,0.511612,0.872340,0.869565
22,0.692774,0.692334,0.692334,0.694457,0.690118,0.249593,0.510638,0.520833,0.500000,1.000000,0.954710,0.954404,0.666667,0.144338,0.011715,0.500655,0.501517,0.501042,0.893617,0.893617,0.692367,0.692367,0.694487,0.690155,0.249610,0.510638,0.520833,0.500000,1.000000,0.949275,0.953470,0.666667,0.144338,0.011713,0.500669,0.501498,0.501153,0.893617,0.888889
23,0.692289,0.692309,0.692309,0.702100,0.682092,0.249581,0.489362,0.500000,0.489362,1.000000,0.949275,0.949462,0.657143,0.000000,0.015634,0.504456,0.505558,0.504994,0.893617,0.893617,0.692340,0.692340,0.702115,0.682140,0.249597,0.489362,0.500000,0.489362,1.000000,0.943841,0.949715,0.657143,0.000000,0.015626,0.504464,0.505534,0.505065,0.872340,0.869565
